_row_id,url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,_query_id,relevance_score,relevance_hits,llm_vote,llm_score,llm_votes,llm_rationales,llm_importance,llm_vote_agreement,llm_score_importance_nopen,llm_score_importance,llm_importance_votes
63,http://www.euractiv.com/section/energy/opinion/eu-carbon-market-at-risk-of-another-lost-decade/,,EU carbon market at risk of another lost decade – EurActiv . com,2017-02-24,http://www.euractiv.com/wp-content/uploads/sites/2/2015/08/carbon_emissopns_quota_coal_power_station_creditvilleton_flickr_0_0.jpeg,euractiv.com,English,Germany,1,4,eu_context;carbon_terms=2,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Risk of prolonged stagnation could trigger policy interventions or market restructuring."", ""Risk of prolonged stagnation could trigger policy interventions or market restructuring."", ""Risk of prolonged stagnation could trigger policy interventions or market restructuring.""]",7,1.0,-0.7,-0.7,"[7, 7, 7]"
69,http://www.carbonnews.co.nz/story.asp?storyID=11945,,Europe takes tough line on shipping emissions,2017-02-26,,carbonnews.co.nz,English,,1,4,eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""Shipping emissions cap could drive demand for carbon credits and boost EU ETS prices."", ""Shipping emissions cap could drive demand for carbon credits and boost EU ETS prices."", ""Shipping emissions cap could drive demand for carbon credits and boost EU ETS prices.""]",7,1.0,0.7,0.7,"[7, 7, 7]"
75,http://www.commodities-now.com/news/power-and-energy/22678-eex-and-belektron-facilitate-access-to-eua-and-euaa-auctions.html,,EEX and Belektron facilitate access to EUA and EUAA auctions,2017-02-28,,commodities-now.com,English,United Kingdom,1,10,eu_ets_strong;eu_context;carbon_terms=2,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Facilitating access does not inherently alter auction dynamics or market sentiment significantly."", ""Facilitating access does not inherently alter auction dynamics or market sentiment significantly."", ""Facilitating access does not inherently alter auction dynamics or market sentiment significantly.""]",2,1.0,-0.2,-0.2,"[2, 2, 2]"
81,http://carbon-pulse.com/31381/,,EU carbon options veteran hangs up his boots « Carbon Pulse,2017-03-03,,carbon-pulse.com,English,France,1,3,eu_context;carbon_terms=1,NO,-1,"[""NO"", ""NO"", ""NO""]","[""His departure may signal a shift in market sentiment but doesn't directly impact immediate price dynamics."", ""His departure may signal a shift in market sentiment but doesn't directly impact immediate price dynamics."", ""His departure may signal a shift in market sentiment but doesn't directly impact immediate price dynamics.""]",5,1.0,-0.5,-0.5,"[5, 5, 5]"
87,https://www.pv-magazine.com/2017/03/07/solarpower-europe-summit-opens-6-7-gw-installed-in-europe-in-2016/,,"SolarPower Europe summit opens , 6 . 7 GW installed in Europe in 2016 – pv magazine International",2017-03-07,https://www.pv-magazine.com/wp-content/uploads/2017/03/SolarPower-Europe-1200x800.jpg,pv-magazine.com,English,United States,1,3,eu_context;energy_driver,NO,-1,"[""NO"", ""NO"", ""NO""]","[""SolarPower Europe summit highlights recent installations but doesn\u2019t signal immediate policy shifts or market volatility."", ""SolarPower Europe summit highlights recent installations but doesn\u2019t signal immediate policy shifts or market volatility."", ""SolarPower Europe summit highlights recent installations but doesn\u2019t signal immediate policy shifts or market volatility.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
93,http://www.edie.net/news/6/-Difficult-to-see--UK-remaining-in-EU-ETS/,,  Difficult to see  united kingdom remaining in EU ETS,2017-03-09,http://edienet.s3.amazonaws.com/news/images/34592.jpg,edie.net,English,United Kingdom,1,8,eu_ets_strong;eu_context,NO,-1,"[""NO"", ""NO"", ""NO""]","[""UK\u2019s potential exit from EU ETS could disrupt market liquidity and trigger price volatility."", ""UK\u2019s potential exit from EU ETS could disrupt market liquidity and trigger price volatility."", ""UK\u2019s potential exit from EU ETS could disrupt market liquidity and trigger price volatility.""]",6,1.0,-0.6,-0.6,"[6, 6, 6]"
99,http://www.ftseglobalmarkets.com/news/eex-to-stay-with-polish-emissions-auctions.html,,EEX to stay with Polish emissions auctions,2017-03-15,http://www.ftseglobalmarkets.com/,ftseglobalmarkets.com,English,China,1,10,eu_ets_strong;carbon_terms=4,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Polish auction participation may limit EU ETS price volatility but doesn\u2019t signal a major structural shift."", ""Polish auction participation may limit EU ETS price volatility but doesn\u2019t signal a major structural shift."", ""Polish auction participation may limit EU ETS price volatility but doesn\u2019t signal a major structural shift.""]",5,1.0,-0.5,-0.5,"[5, 5, 5]"
105,http://klimapolitik.com.mx/germany-to-push-for-carbon-price-at-g20/,,Germany to push for carbon price at G20,2017-03-18,http://klimapolitik.com.mx/wp-content/uploads/2017/03/Germany-1.jpg,klimapolitik.com.mx,English,Mexico,1,2,carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""G20 pressure may accelerate policy alignment and increase carbon pricing expectations across EU member states."", ""G20 pressure may accelerate policy alignment and increase carbon pricing expectations across EU member states."", ""G20 pressure may accelerate policy alignment and increase carbon pricing expectations across EU member states.""]",7,1.0,0.7,0.7,"[7, 7, 7]"
111,http://www.businessgreen.com/bg/news/3006909/hard-exit-from-eu-emissions-trading-could-damage-global-climate-action-experts-warn,,"Hard exit from EU emissions trading could damage global climate action , experts warn",2017-03-21,,businessgreen.com,English,United Kingdom,1,5,eu_context;carbon_terms=3,NO,-1,"[""NO"", ""NO"", ""NO""]","[""EU ETS exit risks undermining global climate credibility, potentially triggering carbon price volatility."", ""EU ETS exit risks undermining global climate credibility, potentially triggering carbon price volatility."", ""EU ETS exit risks undermining global climate credibility, potentially triggering carbon price volatility.""]",7,1.0,-0.7,-0.7,"[7, 7, 7]"
117,https://www.edie.net/news/6/Reform-of-EU-carbon-trading-scheme-agreed/,,Reform of EU carbon trading scheme agreed,2017-03-25,https://edienet.s3.amazonaws.com/news/images/34554.jpg,edie.net,English,United Kingdom,1,4,eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""Reform could unlock new compliance costs and market flexibility, boosting price volatility."", ""Reform could unlock new compliance costs and market flexibility, boosting price volatility."", ""Reform could unlock new compliance costs and market flexibility, boosting price volatility.""]",8,1.0,0.8,0.8,"[8, 8, 8]"
123,http://europa.eu/rapid/press-release_MEX-17-785_en.htm,,European Commission,2017-03-28,,europa.eu,English,France,1,2,eu_context,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Lack of specific policy details in headline makes directional impact uncertain."", ""Lack of specific policy details in headline makes directional impact uncertain."", ""Lack of specific policy details in headline makes directional impact uncertain.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
129,http://abc.az/eng/news/main/102837.html,,"ADB : GHG emissions in Azerbaijan , Kazakhstan and Uzbekistan to grow until 2050",2017-03-31,http://abc.az/photos/115356.jpg,abc.az,English,Azerbaijan,1,2,carbon_terms=2,NO,-1,"[""NO"", ""NO"", ""NO""]","[""EU ETS price unlikely to be directly impacted by ADB\u2019s emissions projections for Central Asian countries."", ""EU ETS price unlikely to be directly impacted by ADB\u2019s emissions projections for Central Asian countries."", ""EU ETS price unlikely to be directly impacted by ADB\u2019s emissions projections for Central Asian countries.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
135,http://www.hydrogenfuelnews.com/eu-launches-energy-efficiency-directive/856267/,,EU launches Energy Efficiency Directive,2017-04-02,,hydrogenfuelnews.com,English,United States,2,2,eu_context,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Energy Efficiency Directive may modestly support long-term ETS price via reduced emissions, but short-term impact is limited."", ""Energy Efficiency Directive may modestly support long-term ETS price via reduced emissions, but short-term impact is limited."", ""Energy Efficiency Directive may modestly support long-term ETS price via reduced emissions, but short-term impact is limited.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
141,http://www.theenergycollective.com/dave-jones/2401723/european-coal-emissions-decline-german-lignite-stations-keep-pumping,,European Coal Emissions Decline but German Lignite Stations Keep Pumping On,2017-04-04,http://www.theenergycollective.com/wp-content/uploads/2017/04/Boxberg-lignite-power-station-sold-by-Vattenfall-to-LEAG-slider-thumb.jpg,theenergycollective.com,English,United States,1,5,eu_context;carbon_terms=2;energy_driver,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Lignite coal\u2019s continued operation despite emissions decline may signal policy inertia or market mispricing, affecting ETS demand."", ""Lignite coal\u2019s continued operation despite emissions decline may signal policy inertia or market mispricing, affecting ETS demand."", ""Lignite coal\u2019s continued operation despite emissions decline may signal policy inertia or market mispricing, affecting ETS demand.""]",6,1.0,-0.6,-0.6,"[6, 6, 6]"
147,http://reneweconomy.com.au/european-utilities-commit-no-new-coal-plants-2020/,,European utilities commit to no new coal plants after 2020,2017-04-06,http://reneweconomy.com.au/wp-content/uploads/2017/04/12vyEZ4EL01AnuUOQZqkMRw.jpeg,reneweconomy.com.au,English,Australia,1,3,eu_context;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""Reduces long-term coal demand, potentially lowering emissions and supporting price stability."", ""Reduces long-term coal demand, potentially lowering emissions and supporting price stability."", ""Reduces long-term coal demand, potentially lowering emissions and supporting price stability.""]",7,1.0,0.7,0.7,"[7, 7, 7]"
153,http://www.charlotteobserver.com/news/business/national-business/article143266194.html,https://charlotteobserver.relaymedia.com/amp/news/business/national-business/article143266194.html,EU probes German power reserve plan amid state aid concerns,2017-04-08,http://www.charlotteobserver.com/static/images/charlotteobserver/facebook.jpg,charlotteobserver.com,English,United States,2,3,eu_context;energy_driver,NO,-1,"[""NO"", ""NO"", ""NO""]","[""State aid concerns may trigger regulatory scrutiny, potentially dampening market confidence in EU ETS."", ""State aid concerns may trigger regulatory scrutiny, potentially dampening market confidence in EU ETS."", ""State aid concerns may trigger regulatory scrutiny, potentially dampening market confidence in EU ETS.""]",6,1.0,-0.6,-0.6,"[6, 6, 6]"
159,http://www.eurasiareview.com/10042017-uncovered-isotopic-fingerprint-of-n2o-emissions-from-arctic-tundra/,,Uncovered Isotopic Fingerprint Of N2O Emissions From Arctic Tundra – Eurasia Review,2017-04-10,https://i0.wp.com/www.eurasiareview.com/wp-content/uploads/2017/04/b-5.jpg?fit=825%2C510,eurasiareview.com,English,United States,2,4,eu_context;carbon_terms=2,NO,-1,"[""NO"", ""NO"", ""NO""]","[""N2O emissions data may influence policy, but not immediate EU ETS price movement."", ""N2O emissions data may influence policy, but not immediate EU ETS price movement."", ""N2O emissions data may influence policy, but not immediate EU ETS price movement.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
165,http://uk.reuters.com/article/europe-electricity-idUKL8N1HK1JG,http://uk.mobile.reuters.com/article/amp/idUKL8N1HK1JG,EUROPE POWER,2017-04-12,http://s4.reutersmedia.net/resources_v2/images/rcom-default.png,uk.reuters.com,English,United States,2,3,eu_context;energy_driver,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Lack of specific details on policy, emissions, or market dynamics makes impact uncertain."", ""Lack of specific details on policy, emissions, or market dynamics makes impact uncertain."", ""Lack of specific details on policy, emissions, or market dynamics makes impact uncertain.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
171,http://foreignpolicy.com/2017/04/13/europe-is-still-a-superpower/,http://foreignpolicy.com/2017/04/13/europe-is-still-a-superpower/amp/,Europe Is Still a Superpower,2017-04-14,https://foreignpolicymag.files.wordpress.com/2017/04/gettyimages-6579627581.jpg,foreignpolicy.com,English,United States,2,3,eu_context;energy_driver,NO,-1,"[""NO"", ""NO"", ""NO""]","[""The headline lacks specific economic or policy indicators relevant to EU ETS pricing dynamics."", ""The headline lacks specific economic or policy indicators relevant to EU ETS pricing dynamics."", ""The headline lacks specific economic or policy indicators relevant to EU ETS pricing dynamics.""]",2,1.0,-0.2,-0.2,"[2, 2, 2]"
177,https://www.forbes.com/sites/judeclemente/2017/04/16/the-u-s-is-transforming-the-global-liquefied-natural-gas-market/,https://www.forbes.com/sites/judeclemente/2017/04/16/the-u-s-is-transforming-the-global-liquefied-natural-gas-market/amp/,The U . S . Is Transforming The Global Liquefied Natural Gas Market,2017-04-17,https://blogs-images.forbes.com/judeclemente/files/2017/04/Screen-Shot-2017-04-09-at-6.44.03-PM.jpg,forbes.com,English,United States,2,2,carbon_terms=1;energy_driver,NO,-1,"[""NO"", ""NO"", ""NO""]","[""LNG market shifts may indirectly affect EU ETS via global price volatility but lack direct regulatory link."", ""LNG market shifts may indirectly affect EU ETS via global price volatility but lack direct regulatory link."", ""LNG market shifts may indirectly affect EU ETS via global price volatility but lack direct regulatory link.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
183,http://www.economiccalendar.com/2017/04/19/uranium-prices-will-europe-warm-up-to-nuclear-power/,http://www.economiccalendar.com/2017/04/19/uranium-prices-will-europe-warm-up-to-nuclear-power/amp/,Uranium Prices : Will Europe Warm Up to Nuclear Power ? ,2017-04-19,http://www.economiccalendar.com/wp-content/uploads/2016/07/uranium-barrels-radioactive.jpg,economiccalendar.com,English,,2,4,eu_context;carbon_terms=1;energy_driver,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Nuclear power\u2019s potential revival could reduce EU emissions, possibly pressuring ETS prices downward if carbon intensity drops."", ""Nuclear power\u2019s potential revival could reduce EU emissions, possibly pressuring ETS prices downward if carbon intensity drops."", ""Nuclear power\u2019s potential revival could reduce EU emissions, possibly pressuring ETS prices downward if carbon intensity drops.""]",5,1.0,-0.5,-0.5,"[5, 5, 5]"
189,https://www.free-press-release-center.info/viewrelease.php?rid=00000000000000382571,,Europe Advanced CO2 Sensor Market is estimated to grow at a CAGR of 14 . 6 % by Forecast to 2022,2017-04-21,,free-press-release-center.info,English,United States,2,3,eu_context;carbon_terms=1,NO,-1,"[""NO"", ""NO"", ""NO""]","[""CO2 sensor growth may indirectly support emissions monitoring, but not a direct driver of EU ETS price short-term."", ""CO2 sensor growth may indirectly support emissions monitoring, but not a direct driver of EU ETS price short-term."", ""CO2 sensor growth may indirectly support emissions monitoring, but not a direct driver of EU ETS price short-term.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
195,https://www.lngindustry.com/liquid-natural-gas/24042017/repsol-and-enags-carry-out-europes-first-lng-bunkering-operation-from-a-regasification-plant/,https://www.lngindustry.com/liquid-natural-gas/24042017/repsol-and-enags-carry-out-europes-first-lng-bunkering-operation-from-a-regasification-plant/amp/,Repsol and Enagás carry out Europe first LNG bunkering operation from a regasification plant,2017-04-24,https://d11onib03523a2.cloudfront.net/media/articles/pop/LNG-tanks-port-01.jpg,lngindustry.com,English,United States,2,3,eu_context;energy_driver,NO,-1,"[""NO"", ""NO"", ""NO""]","[""LNG bunkering from regasification plants signals early decarbonization trends but doesn\u2019t directly impact EU ETS price volatility."", ""LNG bunkering from regasification plants signals early decarbonization trends but doesn\u2019t directly impact EU ETS price volatility."", ""LNG bunkering from regasification plants signals early decarbonization trends but doesn\u2019t directly impact EU ETS price volatility.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
201,http://www.hedgeweek.com/2017/04/26/251072/eex-sales-exceed-eur200-million-first-time,,EEX sales exceed EUR200 million for first time,2017-04-26,http://www.hedgeweek.com/sites/default/files/imagecache/facebook_200_square/image_library/Headshots3/EEX%20Peter%20Reitz.jpg,hedgeweek.com,English,United States,2,8,eu_ets_strong;eu_context,YES,1,"[""YES"", ""YES"", ""YES""]","[""Signifies growing market confidence and volume, potentially supporting price momentum."", ""Signifies growing market confidence and volume, potentially supporting price momentum."", ""Signifies growing market confidence and volume, potentially supporting price momentum.""]",7,1.0,0.7,0.7,"[7, 7, 7]"
207,http://www.businessgreen.com/bg/news/3009224/eu-backs-stricter-air-quality-standards-designed-to-clean-up-or-close-down-dirtiest-power-plants,,EU backs stricter air quality standards designed to  clean up or close down  dirtiest power plants,2017-04-28,,businessgreen.com,English,United Kingdom,2,3,eu_context;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""Stricter air quality standards likely increase emissions caps or penalties, driving up EU ETS prices."", ""Stricter air quality standards likely increase emissions caps or penalties, driving up EU ETS prices."", ""Stricter air quality standards likely increase emissions caps or penalties, driving up EU ETS prices.""]",8,1.0,0.8,0.8,"[8, 8, 8]"
213,https://site.uit.no/jclos/2017/04/28/remarks-on-the-european-parliaments-proposal-to-ban-heavy-fuel-oils-in-the-arctic/,,Remarks on the European Parliament proposal to ban Heavy Fuel Oils in the Arctic,2017-05-01,,site.uit.no,English,,2,3,eu_context;energy_driver,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Arctic HFO ban may indirectly affect emissions from shipping, but EU ETS price is more sensitive to industrial compliance and cap adjustments."", ""Arctic HFO ban may indirectly affect emissions from shipping, but EU ETS price is more sensitive to industrial compliance and cap adjustments."", ""Arctic HFO ban may indirectly affect emissions from shipping, but EU ETS price is more sensitive to industrial compliance and cap adjustments.""]",5,1.0,-0.5,-0.5,"[5, 5, 5]"
219,https://www.platts.com/latest-news/coal/london/industry-group-urges-uk-to-stay-in-eu-carbon-26720837,,Industry group urges united kingdom to stay in EU carbon market post,2017-05-03,,platts.com,English,United States,1,4,eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""Industry group's call for UK to remain in EU ETS signals potential policy alignment that could stabilize or lift prices."", ""Industry group's call for UK to remain in EU ETS signals potential policy alignment that could stabilize or lift prices."", ""Industry group's call for UK to remain in EU ETS signals potential policy alignment that could stabilize or lift prices.""]",7,1.0,0.7,0.7,"[7, 7, 7]"
225,https://www.euractiv.com/section/uk-europe/news/uks-nuclear-energy-in-jeopardy-after-brexit-mps-warn/,,"UK ’ s nuclear energy in jeopardy after Brexit , MPs warn – EURACTIV . com",2017-05-07,https://www.euractiv.com/wp-content/uploads/sites/2/2017/05/shutterstock_18929500.jpg,euractiv.com,English,Germany,1,2,eu_context,NO,-1,"[""NO"", ""NO"", ""NO""]","[""UK nuclear policy shifts may indirectly affect EU ETS via cross-border emissions and energy market dynamics."", ""UK nuclear policy shifts may indirectly affect EU ETS via cross-border emissions and energy market dynamics."", ""UK nuclear policy shifts may indirectly affect EU ETS via cross-border emissions and energy market dynamics.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
231,http://carbon-pulse.com/34193/,,EUAs may hit €35 by 2024 as reforms bite,2017-05-09,,carbon-pulse.com,English,France,1,6,eu_ets_strong,YES,1,"[""YES"", ""YES"", ""YES""]","[""Reforms may tighten compliance and increase demand, pushing prices toward \u20ac35 by 2024."", ""Reforms may tighten compliance and increase demand, pushing prices toward \u20ac35 by 2024."", ""Reforms may tighten compliance and increase demand, pushing prices toward \u20ac35 by 2024.""]",7,1.0,0.7,0.7,"[7, 7, 7]"
237,http://carbon-pulse.com/35193/,,EU Parliament ’ s ETS rapporteur Duncan hands role to party colleague « Carbon Pulse,2017-06-01,,carbon-pulse.com,English,France,1,3,eu_context;carbon_terms=1,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Rationale: Role transition within Parliament may signal internal political shifts but lacks immediate market-moving data."", ""Rationale: Role transition within Parliament may signal internal political shifts but lacks immediate market-moving data."", ""Rationale: Role transition within Parliament may signal internal political shifts but lacks immediate market-moving data.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
243,http://gulfnews.com/opinion/thinkers/eu-china-must-bolster-clean-energy-alliance-1.2038374,http://m.gulfnews.com/amp/opinion/thinkers/eu-china-must-bolster-clean-energy-alliance-1.2038374,"EU , China must bolster clean energy alliance",2017-06-04,http://static.gulfnews.com/polopoly_fs/1.2038373!/image/2520899226.jpg_gen/derivatives/box_460346/2520899226.jpg,gulfnews.com,English,United States,1,2,eu_context,YES,1,"[""YES"", ""YES"", ""YES""]","[""Stronger clean energy cooperation could drive demand for EU ETS allowances and boost carbon pricing."", ""Stronger clean energy cooperation could drive demand for EU ETS allowances and boost carbon pricing."", ""Stronger clean energy cooperation could drive demand for EU ETS allowances and boost carbon pricing.""]",7,1.0,0.7,0.7,"[7, 7, 7]"
249,http://carbon-pulse.com/35651/,,"EU Market : Unfazed by united kingdom election stalemate , EUAs end week flat « Carbon Pulse",2017-06-09,,carbon-pulse.com,English,France,1,10,eu_ets_strong;eu_context;carbon_terms=2,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Short-term market sentiment remains stable despite UK political uncertainty."", ""Short-term market sentiment remains stable despite UK political uncertainty."", ""Short-term market sentiment remains stable despite UK political uncertainty.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
255,http://carbon-pulse.com/35706/,,EUA surplus swells in 2016 for Europe biggest steelmakers,2017-06-12,,carbon-pulse.com,English,France,1,8,eu_ets_strong;eu_context,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Surplus indicates oversupply, potentially pressuring prices short-term as market imbalance unfolds."", ""Surplus indicates oversupply, potentially pressuring prices short-term as market imbalance unfolds."", ""Surplus indicates oversupply, potentially pressuring prices short-term as market imbalance unfolds.""]",6,1.0,-0.6,-0.6,"[6, 6, 6]"
261,https://www.businessgreen.com/bg/news/3012014/a-matter-of-survival-big-businesses-urge-eu-to-step-up-climate-action-ambition,,A matter of survival ? Big businesses urge EU to step up climate action ambition,2017-06-15,,businessgreen.com,English,United Kingdom,1,2,eu_context,YES,1,"[""YES"", ""YES"", ""YES""]","[""Corporate pressure may drive policy tightening, boosting ETS demand."", ""Corporate pressure may drive policy tightening, boosting ETS demand."", ""Corporate pressure may drive policy tightening, boosting ETS demand.""]",7,1.0,0.7,0.7,"[7, 7, 7]"
