_row_id,url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,_query_id,relevance_score,relevance_hits,llm_vote,llm_score,llm_votes,llm_rationales,llm_importance,llm_vote_agreement,llm_score_importance_nopen,llm_score_importance,llm_importance_votes
62,http://carbon-pulse.com/31038/,,EU Market : EUAs hit 1,2017-02-24,,carbon-pulse.com,English,France,1,9,eu_ets_strong;eu_context;carbon_terms=1,NO,-1,"[""NO"", ""NO"", ""NO""]","[""EUAs hitting 1 suggests a significant drop, likely due to market correction or low demand, indicating short-term bearish pressure."", ""EUAs hitting 1 suggests a significant drop, likely due to market correction or low demand, indicating short-term bearish pressure."", ""EUAs hitting 1 suggests a significant drop, likely due to market correction or low demand, indicating short-term bearish pressure.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
68,https://financialtribune.com/articles/energy/60355/eu-ministers-brace-for-battle-on-carbon-market-reform,,EU Ministers Brace for Battle on Carbon Market Reform,2017-02-26,https://financialtribune.com/sites/default/files/styles/telegram/public/field/image/17january/05_eu_-_300.jpg?itok=j1GJX8Vk,financialtribune.com,English,,1,4,eu_context;carbon_terms=2,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Political gridlock risks delaying or undermining key reforms that could affect market dynamics."", ""Political gridlock risks delaying or undermining key reforms that could affect market dynamics."", ""Political gridlock risks delaying or undermining key reforms that could affect market dynamics.""]",6,1.0,-0.6,-0.6,"[6, 6, 6]"
74,http://www.timesofmalta.com/articles/view/20170228/world/eu-one-step-closer-to-reviewed-emissions-trading-system.641101,,Times of Malta ‒ EU one step closer to reviewed emissions trading system,2017-02-28,https://cdn-attachments.timesofmalta.com/69000c2dd36e157626483b4a13178a321f791210-1488316659-58b5e8f3-620x348.jpg,timesofmalta.com,English,Malta,1,11,eu_ets_strong;eu_context;carbon_terms=3,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Malta\u2019s involvement signals potential regulatory tweaks but doesn\u2019t yet imply immediate price volatility."", ""Malta\u2019s involvement signals potential regulatory tweaks but doesn\u2019t yet imply immediate price volatility."", ""Malta\u2019s involvement signals potential regulatory tweaks but doesn\u2019t yet imply immediate price volatility.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
80,http://www.4-traders.com/news/EEX-Auction-News-German-Auction--23980306/,http://www.4-traders.com/amp/news/EEX-Auction-News-German-Auction--23980306/,EEX Auction News : German Auction,2017-03-03,,4-traders.com,English,United States,1,7,eu_ets_strong;carbon_terms=1,NO,-1,"[""NO"", ""NO"", ""NO""]","[""German auction results may signal domestic demand shifts but lack broad EU-wide impact."", ""German auction results may signal domestic demand shifts but lack broad EU-wide impact."", ""German auction results may signal domestic demand shifts but lack broad EU-wide impact.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
86,http://www.ship-technology.com/features/featureshipping-emissions-eu-vs-imo-5753670/,,Shipping emissions : EU vs IMO ? ,2017-03-07,http://www.ship-technology.com/Uploads/NewsArticle/5753670/main.jpg,ship-technology.com,English,United States,1,4,eu_context;carbon_terms=2,NO,-1,"[""NO"", ""NO"", ""NO""]","[""EU ETS may face regulatory pressure from IMO\u2019s global emissions targets, potentially affecting shipping-related carbon pricing."", ""EU ETS may face regulatory pressure from IMO\u2019s global emissions targets, potentially affecting shipping-related carbon pricing."", ""EU ETS may face regulatory pressure from IMO\u2019s global emissions targets, potentially affecting shipping-related carbon pricing.""]",7,1.0,-0.7,-0.7,"[7, 7, 7]"
92,http://worldmaritimenews.com/archives/214619/shipping-eu-ets-proposal-should-be-a-wake-up-call-for-un-agency/,,Shipping EU ETS Proposal Should Be a Wake,2017-03-09,http://worldmaritimenews.com/wp-content/uploads/2017/03/imo-1.jpg,worldmaritimenews.com,English,Singapore,1,8,eu_ets_strong;eu_context,NO,-1,"[""NO"", ""NO"", ""NO""]","[""The proposal may trigger market uncertainty and short-term volatility due to regulatory ambiguity."", ""The proposal may trigger market uncertainty and short-term volatility due to regulatory ambiguity."", ""The proposal may trigger market uncertainty and short-term volatility due to regulatory ambiguity.""]",6,1.0,-0.6,-0.6,"[6, 6, 6]"
98,https://www.environmental-finance.com/content/analysis/low-prices-but-high-hopes-for-the-voluntary-carbon-market.html,,"Low prices , but high hopes for the voluntary carbon market",2017-03-14,,environmental-finance.com,English,United States,1,3,carbon_terms=3,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Voluntary carbon market activity may influence sentiment but doesn't directly drive EU ETS prices."", ""Voluntary carbon market activity may influence sentiment but doesn't directly drive EU ETS prices."", ""Voluntary carbon market activity may influence sentiment but doesn't directly drive EU ETS prices.""]",5,1.0,-0.5,-0.5,"[5, 5, 5]"
104,http://www.lexology.com/library/detail.aspx?g=3e74e87b-672a-4119-8f76-eb675cff91ce,,European Commission proposes extending aviation emissions cap exemption,2017-03-17,,lexology.com,English,United States,1,4,eu_context;carbon_terms=2,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Exemptions may reduce compliance pressure, potentially lowering price support in the short term."", ""Exemptions may reduce compliance pressure, potentially lowering price support in the short term."", ""Exemptions may reduce compliance pressure, potentially lowering price support in the short term.""]",6,1.0,-0.6,-0.6,"[6, 6, 6]"
110,http://www.hydrogenfuelnews.com/norway-works-to-adapt-to-eu-emissions-trading-scheme/855873/,,Norway works to adapt to EU Emissions Trading Scheme,2017-03-21,,hydrogenfuelnews.com,English,United States,1,5,eu_context;carbon_terms=3,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Norway\u2019s adaptation efforts may signal regulatory alignment but don\u2019t yet imply immediate price shifts in the EU ETS."", ""Norway\u2019s adaptation efforts may signal regulatory alignment but don\u2019t yet imply immediate price shifts in the EU ETS."", ""Norway\u2019s adaptation efforts may signal regulatory alignment but don\u2019t yet imply immediate price shifts in the EU ETS.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
116,http://www.euractiv.com/section/climate-environment/news/leaked-paper-exposes-eu-countries-abuse-of-climate-loophole/,,Leaked paper exposes EU countrie abuse of climate loophole – EURACTIV . com,2017-03-24,http://www.euractiv.com/wp-content/uploads/sites/2/2017/03/7356075684_a5a8df98b2_z.jpg,euractiv.com,English,Germany,1,2,eu_context,YES,1,"[""YES"", ""YES"", ""YES""]","[""Leaked paper may trigger regulatory scrutiny and policy adjustments, potentially boosting ETS prices."", ""Leaked paper may trigger regulatory scrutiny and policy adjustments, potentially boosting ETS prices."", ""Leaked paper may trigger regulatory scrutiny and policy adjustments, potentially boosting ETS prices.""]",7,1.0,0.7,0.7,"[7, 7, 7]"
122,https://www.eureporter.co/energy/2017/03/28/just-three-eu-countries-step-up-to-the-plate-for-paris-climate-deal-ranking/,,Just three EU countries step up to the plate for Paris # climate deal,2017-03-28,https://www.eureporter.co/wp-content/uploads/2017/03/europe-map-night.jpg,eureporter.co,English,Colombia,1,2,eu_context,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Limited scope of participation suggests minimal immediate market impact."", ""Limited scope of participation suggests minimal immediate market impact."", ""Limited scope of participation suggests minimal immediate market impact.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
128,http://www.euractiv.com/section/electricity/news/eu-energy-forum-feels-winds-of-change-in-power-sector/,,EU energy forum feels winds of change in power sector – EURACTIV . com,2017-03-31,http://www.euractiv.com/wp-content/uploads/sites/2/2017/03/Windstorm.jpg,euractiv.com,English,Germany,1,3,eu_context;energy_driver,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Signals potential policy shifts but lacks concrete data to confirm short-term price movement."", ""Signals potential policy shifts but lacks concrete data to confirm short-term price movement."", ""Signals potential policy shifts but lacks concrete data to confirm short-term price movement.""]",4,1.0,-0.4,-0.4,"[4, 4, 4]"
134,http://www.progressive-charlestown.com/2017/04/europe-steps-up.html,,Progressive Charlestown : Europe steps up,2017-04-02,,progressive-charlestown.com,English,United States,2,2,eu_context,NO,-1,"[""NO"", ""NO"", ""NO""]","[""EU ETS price may be affected by regulatory shifts, but \""Progressive Charlestown\"" is vague and lacks concrete policy details."", ""EU ETS price may be affected by regulatory shifts, but \""Progressive Charlestown\"" is vague and lacks concrete policy details."", ""EU ETS price may be affected by regulatory shifts, but \""Progressive Charlestown\"" is vague and lacks concrete policy details.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
140,http://www.hedgeweek.com/2017/04/04/250259/eex-sees-42-cent-volume-increase-german-austrian-power-derivatives-market,,EEX sees 42 per cent volume increase on German,2017-04-04,http://www.hedgeweek.com/sites/default/files/imagecache/facebook_200_square/image_library/Graphs/Arrow%20up.jpg,hedgeweek.com,English,United States,1,6,eu_ets_strong,YES,1,"[""YES"", ""YES"", ""YES""]","[""Higher trading volume suggests increased market activity and potential price pressure."", ""Higher trading volume suggests increased market activity and potential price pressure."", ""Higher trading volume suggests increased market activity and potential price pressure.""]",7,1.0,0.7,0.7,"[7, 7, 7]"
146,http://www.euractiv.com/section/electricity/news/the-end-of-coal-eu-energy-companies-pledge-no-new-plants-from-2020/,,The end of coal : EU energy companies pledge no new plants from 2020 – EURACTIV . com,2017-04-06,http://www.euractiv.com/wp-content/uploads/sites/2/2017/04/Uniper-coal-plant-Rotterdam.jpg,euractiv.com,English,Germany,1,3,eu_context;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""Coal phase-out pledges signal reduced emissions, likely boosting ETS demand."", ""Coal phase-out pledges signal reduced emissions, likely boosting ETS demand."", ""Coal phase-out pledges signal reduced emissions, likely boosting ETS demand.""]",7,1.0,0.7,0.7,"[7, 7, 7]"
152,http://www.irishexaminer.com/ireland/carbon-emissions-from-top-polluters-on-the-rise-447285.html,http://amp.irishexaminer.com/ireland/carbon-emissions-from-top-polluters-on-the-rise-447285.html,Carbon emissions from top polluters on the rise,2017-04-08,http://www.irishexaminer.com/remote/media.central.ie/media/images/r/RyanairTornado_large.jpg?&s=ie-447285,irishexaminer.com,English,Ireland,1,3,carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""Rising emissions from top polluters signal potential regulatory tightening and increased carbon pricing pressure."", ""Rising emissions from top polluters signal potential regulatory tightening and increased carbon pricing pressure."", ""Rising emissions from top polluters signal potential regulatory tightening and increased carbon pricing pressure.""]",7,1.0,0.7,0.7,"[7, 7, 7]"
158,http://reneweconomy.com.au/european-coal-emissions-fall-german-lignite-stations-keep-pumping-38880/,,"European coal emissions fall , but German lignite stations keep pumping on",2017-04-10,http://reneweconomy.com.au/wp-content/uploads/2017/04/Boxberg-lignite-power-station-sold-by-Vattenfall-to-LEAG-slider.jpg,reneweconomy.com.au,English,Australia,1,5,eu_context;carbon_terms=2;energy_driver,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Coal emissions falling signals decarbonization, but lignite operations persist, creating policy uncertainty and potential price volatility."", ""Coal emissions falling signals decarbonization, but lignite operations persist, creating policy uncertainty and potential price volatility."", ""Coal emissions falling signals decarbonization, but lignite operations persist, creating policy uncertainty and potential price volatility.""]",6,1.0,-0.6,-0.6,"[6, 6, 6]"
164,https://www.euractiv.com/section/electricity/news/the-end-of-coal-eu-energy-companies-pledge-no-new-plants-from-2020/,,The end of coal : EU energy companies pledge no new plants from 2020 – EURACTIV . com,2017-04-12,https://www.euractiv.com/wp-content/uploads/sites/2/2017/04/Uniper-coal-plant-Rotterdam.jpg,euractiv.com,English,Germany,1,3,eu_context;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""Coal phase-out pledges signal reduced emissions, likely boosting ETS demand."", ""Coal phase-out pledges signal reduced emissions, likely boosting ETS demand."", ""Coal phase-out pledges signal reduced emissions, likely boosting ETS demand.""]",7,1.0,0.7,0.7,"[7, 7, 7]"
170,http://www.euractiv.com/section/electricity/opinion/power-to-the-people-electrification-is-a-winning-strategy-for-europe/,,Power to the people : Electrification is a winning strategy for Europe – EURACTIV . com,2017-04-14,http://www.euractiv.com/wp-content/uploads/sites/2/2017/03/5817749214_db9e25a1b7_o.jpg,euractiv.com,English,Germany,1,3,eu_context;energy_driver,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Electrification trends may boost demand for clean energy, but short-term EU ETS price direction is not directly tied to this headline."", ""Electrification trends may boost demand for clean energy, but short-term EU ETS price direction is not directly tied to this headline."", ""Electrification trends may boost demand for clean energy, but short-term EU ETS price direction is not directly tied to this headline.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
176,https://www.euractiv.com/section/biofuels/news/indonesia-and-malaysia-look-to-kill-parliaments-palm-oil-ban/,,Indonesia and Malaysia look to ‘ kill ’ Parliament palm oil ban – EURACTIV . com,2017-04-17,https://www.euractiv.com/wp-content/uploads/sites/2/2017/04/33161180305_b50e1c6eef_z.jpg,euractiv.com,English,Germany,2,3,eu_context;energy_driver,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Palm oil industry expansion could increase deforestation and emissions, potentially triggering EU ETS compliance pressures."", ""Palm oil industry expansion could increase deforestation and emissions, potentially triggering EU ETS compliance pressures."", ""Palm oil industry expansion could increase deforestation and emissions, potentially triggering EU ETS compliance pressures.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
182,http://www.platts.com/latest-news/electric-power/london/european-power-prompt-power-prices-bullish-on-26713690,,"European power : Prompt power prices bullish on load increase , drop in wind",2017-04-19,,platts.com,English,United States,1,4,eu_context;carbon_terms=1;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""Load increase and wind drop drive short-term price upward in EU ETS."", ""Load increase and wind drop drive short-term price upward in EU ETS."", ""Load increase and wind drop drive short-term price upward in EU ETS.""]",7,1.0,0.7,0.7,"[7, 7, 7]"
188,http://www.antaranews.com/en/news/110547/government-asked-to-consider-european-parliament-palm-oil-resolution,,Government asked to consider European Parliament palm oil resolution,2017-04-21,http://img.antaranews.com/new,antaranews.com,English,Indonesia,2,3,eu_context;energy_driver,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Palm oil resolution may influence EU ETS compliance but lacks immediate policy clarity or direct price linkage."", ""Palm oil resolution may influence EU ETS compliance but lacks immediate policy clarity or direct price linkage."", ""Palm oil resolution may influence EU ETS compliance but lacks immediate policy clarity or direct price linkage.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
194,http://www.euronews.com/2017/04/24/germany-opposes-eu-emissions-testing-overhaul-sueddeutsche,,Germany opposes EU emissions testing overhaul,2017-04-24,,euronews.com,English,United States,2,4,eu_context;carbon_terms=2,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Germany\u2019s opposition may delay implementation but unlikely to cause major price swings in EU ETS."", ""Germany\u2019s opposition may delay implementation but unlikely to cause major price swings in EU ETS."", ""Germany\u2019s opposition may delay implementation but unlikely to cause major price swings in EU ETS.""]",5,1.0,-0.5,-0.5,"[5, 5, 5]"
200,http://www.businessgreen.com/bg/news/3009034/carbon-trading-experts-urge-government-to-stay-in-eu-ets-until-at-least-2020,,Carbon trading experts urge government to stay in EU ETS until at least 2020,2017-04-26,,businessgreen.com,English,United Kingdom,1,10,eu_ets_strong;eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""Policy delay could increase market uncertainty and potentially suppress short-term prices."", ""Policy delay could increase market uncertainty and potentially suppress short-term prices."", ""Policy delay could increase market uncertainty and potentially suppress short-term prices.""]",7,1.0,0.7,0.7,"[7, 7, 7]"
206,http://www.live-pr.com/en/sparkling-wine-wines-market-in-r1050705806.htm,,  Sparkling Wine ( Wines ) Market in Europe,2017-04-28,,live-pr.com,English,United States,2,3,eu_context;carbon_terms=1,NO,-1,"[""NO"", ""NO"", ""NO""]","[""EU sparkling wine market is niche and not directly tied to EU ETS policy or carbon pricing."", ""EU sparkling wine market is niche and not directly tied to EU ETS policy or carbon pricing."", ""EU sparkling wine market is niche and not directly tied to EU ETS policy or carbon pricing.""]",2,1.0,-0.2,-0.2,"[2, 2, 2]"
212,https://www.bna.com/eu-countries-back-n57982087340/,/eu-countries-back-n57982087340/?amp=true,EU Countries Back Tighter Combustion Plant Emission Limits,2017-05-01,,bna.com,English,United States,2,3,eu_context;carbon_terms=1,YES,1,"[""YES"", ""YES"", ""YES""]","[""Tighter limits signal stronger regulatory pressure, likely boosting ETS prices."", ""Tighter limits signal stronger regulatory pressure, likely boosting ETS prices."", ""Tighter limits signal stronger regulatory pressure, likely boosting ETS prices.""]",8,1.0,0.8,0.8,"[8, 8, 8]"
218,http://www.hedgeweek.com/2017/05/03/251232/eex-achieves-sixfold-volume-increase-eua-derivatives-market,,EEX achieves sixfold volume increase on EUA derivatives market,2017-05-03,http://www.hedgeweek.com/sites/default/files/imagecache/facebook_200_square/image_library/Graphs/Green%20up-arrow.jpg,hedgeweek.com,English,United States,1,9,eu_ets_strong;eu_context;carbon_terms=1,YES,1,"[""YES"", ""YES"", ""YES""]","[""Increased trading volume signals stronger market participation and potential price momentum."", ""Increased trading volume signals stronger market participation and potential price momentum."", ""Increased trading volume signals stronger market participation and potential price momentum.""]",7,1.0,0.7,0.7,"[7, 7, 7]"
224,http://www.businessgreen.com/bg/news/3009541/electric-vehicles-enjoy-2017-sales-surge-in-europe-and-us,,Electric vehicles enjoy 2017 sales surge in Europe and US,2017-05-05,,businessgreen.com,English,United Kingdom,1,2,eu_context,NO,-1,"[""NO"", ""NO"", ""NO""]","[""EV sales growth may reduce future demand for fossil fuel-based electricity, potentially lowering emissions and easing ETS pressure."", ""EV sales growth may reduce future demand for fossil fuel-based electricity, potentially lowering emissions and easing ETS pressure."", ""EV sales growth may reduce future demand for fossil fuel-based electricity, potentially lowering emissions and easing ETS pressure.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
230,http://carbon-pulse.com/34197/,,EEX clearinghouse partners with financial software firm to expand trading access « Carbon Pulse,2017-05-09,,carbon-pulse.com,English,France,1,8,eu_ets_strong;carbon_terms=2,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Expanding trading access may increase liquidity but doesn\u2019t directly signal a short-term price shift in EU ETS."", ""Expanding trading access may increase liquidity but doesn\u2019t directly signal a short-term price shift in EU ETS."", ""Expanding trading access may increase liquidity but doesn\u2019t directly signal a short-term price shift in EU ETS.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
236,http://www.reuters.com/article/us-europe-carbontrading-idUSKBN18S4TL,http://mobile.reuters.com/article/amp/idUSKBN18S4TL,Lead EU carbon market reform lawmaker steps down,2017-06-01,http://s2.reutersmedia.net/resources/r/?m=02&d=20170601&t=2&i=1187093030&w=&fh=545px&fw=&ll=&pl=&sq=&r=LYNXMPED50344,reuters.com,English,United States,1,4,eu_context;carbon_terms=2,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Potential policy uncertainty may dampen market confidence but doesn't immediately alter price trajectory."", ""Potential policy uncertainty may dampen market confidence but doesn't immediately alter price trajectory."", ""Potential policy uncertainty may dampen market confidence but doesn't immediately alter price trajectory.""]",5,1.0,-0.5,-0.5,"[5, 5, 5]"
242,http://campdesrecrues.com/2017/06/china-and-eu-will-join-forces-to-fight-climate-change/,,China And EU Will  Join Forces  To Fight Climate Change Without America,2017-06-04,,campdesrecrues.com,English,,1,2,eu_context,NO,-1,"[""NO"", ""NO"", ""NO""]","[""EU ETS may benefit from China\u2019s climate ambition, but no direct price linkage or policy coordination yet."", ""EU ETS may benefit from China\u2019s climate ambition, but no direct price linkage or policy coordination yet."", ""EU ETS may benefit from China\u2019s climate ambition, but no direct price linkage or policy coordination yet.""]",6,1.0,-0.6,-0.6,"[6, 6, 6]"
248,http://www.maritime-executive.com/article/ecsa-praises-eu-chinese-leadership-on-shippings-co2,,"ECSA Praises EU , Chinese Leadership on Shipping CO2",2017-06-08,,maritime-executive.com,English,United States,1,2,eu_context,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Shipping CO2 emissions are not directly traded in EU ETS, so ECSA\u2019s praise has limited immediate price impact."", ""Shipping CO2 emissions are not directly traded in EU ETS, so ECSA\u2019s praise has limited immediate price impact."", ""Shipping CO2 emissions are not directly traded in EU ETS, so ECSA\u2019s praise has limited immediate price impact.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
254,https://www.naturalgasworld.com/ggp-eu-ets-fasten-your-seatbelts-53095,,GGP : EU ETS : fasten your seatbelts,2017-06-12,,naturalgasworld.com,English,,1,8,eu_ets_strong;eu_context,YES,1,"[""YES"", ""YES"", ""YES""]","[""The headline suggests imminent price movement, likely bullish, due to regulatory tightening or market anticipation."", ""The headline suggests imminent price movement, likely bullish, due to regulatory tightening or market anticipation."", ""The headline suggests imminent price movement, likely bullish, due to regulatory tightening or market anticipation.""]",8,1.0,0.8,0.8,"[8, 8, 8]"
260,https://cleantechnica.com/2017/06/15/renewable-energy-enables-eu-climate-target-achievement-lower-cost/,,Renewable Energy Enables EU Climate Target Achievement At Lower Cost,2017-06-15,,cleantechnica.com,English,United States,1,2,eu_context,YES,1,"[""YES"", ""YES"", ""YES""]","[""Lower cost renewables enhance EU ETS compliance flexibility, potentially reducing price pressure."", ""Lower cost renewables enhance EU ETS compliance flexibility, potentially reducing price pressure."", ""Lower cost renewables enhance EU ETS compliance flexibility, potentially reducing price pressure.""]",7,1.0,0.7,0.7,"[7, 7, 7]"
