_row_id,url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,_query_id,relevance_score,relevance_hits,llm_vote,llm_score,llm_votes,llm_rationales
40,http://www.globalcement.com/news/item/5810-european-parliament-votes-to-reduce-carbon-credits-for-emissions-trading-scheme-by-2-2-each-year,,European Parliament votes to reduce carbon credits for Emissions Trading Scheme by 2 . 2 % each year,2017-02-15,http://www.globalcement.com/media/k2/items/cache/ad21ba5d4277a5379bc1c44219b7f617_M.jpg,globalcement.com,English,India,1,6,eu_context;carbon_terms=4,YES,1,"[""YES"", ""YES"", ""YES""]","[""Reducing carbon credits annually lowers supply, likely pushing the EU ETS carbon price higher in the short term."", ""Reducing carbon credits annually lowers supply, likely pushing the EU ETS carbon price higher in the short term."", ""Reducing carbon credits annually lowers supply, likely pushing the EU ETS carbon price higher in the short term.""]"
44,http://www.4-traders.com/news/EEX-Auction-News-German-Auction--23895294/,http://www.4-traders.com/amp/news/EEX-Auction-News-German-Auction--23895294/,EEX Auction News : German Auction,2017-02-17,,4-traders.com,English,United States,1,7,eu_ets_strong;carbon_terms=1,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices."", ""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices."", ""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices.""]"
48,https://www.einnews.com/event/46992/argus_emissions_market_2017,,"Argus Emissions Market 2017 , Czech Republic",2017-02-18,,einnews.com,English,United States,1,3,carbon_terms=3,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline lacks specific context about recent market movements, policy changes, or trading activity in the EU ETS to assess short-term impact."", ""The headline lacks specific context about recent market movements, policy changes, or trading activity in the EU ETS to assess short-term impact."", ""The headline lacks specific context about recent market movements, policy changes, or trading activity in the EU ETS to assess short-term impact.""]"
52,http://interfaxenergy.com/gasdaily/article/24053/eu-ets-vote-spurs-optimism-despite-setbacks,,EU ETS vote spurs optimism despite setbacks,2017-02-20,http://interfaxenergy.com/gasdaily/uploads/articles/14875938271725.jpg,interfaxenergy.com,English,United States,1,8,eu_ets_strong;eu_context,YES,1,"[""YES"", ""YES"", ""YES""]","[""The vote\u2019s positive outcome, even amid setbacks, signals renewed market confidence and potential upward pressure on carbon prices."", ""The vote\u2019s positive outcome, even amid setbacks, signals renewed market confidence and potential upward pressure on carbon prices."", ""The vote\u2019s positive outcome, even amid setbacks, signals renewed market confidence and potential upward pressure on carbon prices.""]"
56,http://advancedbiofuelsusa.info/europe-needs-a-higher-price-on-carbon/,,Advanced BioFuels united states » Europe Needs a Higher Price on Carbon,2017-02-22,,advancedbiofuelsusa.info,English,United States,1,4,eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""The call for a higher carbon price in Europe signals increased demand for carbon credits, potentially boosting EU ETS prices."", ""The call for a higher carbon price in Europe signals increased demand for carbon credits, potentially boosting EU ETS prices."", ""The call for a higher carbon price in Europe signals increased demand for carbon credits, potentially boosting EU ETS prices.""]"
60,https://www.rte.ie/news/2017/0223/854956-ireland-emission-reduction/,http://www.rte.ie/amp/854956/,IAE : €35bn needed to reach carbon emission targets,2017-02-23,https://img.rasset.ie/000b4f9c-1600.jpg,rte.ie,English,Ireland,1,2,carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""The \u20ac35bn figure signals a significant financial commitment to decarbonization, likely boosting demand for carbon credits and supporting upward pressure on EU ETS prices."", ""The \u20ac35bn figure signals a significant financial commitment to decarbonization, likely boosting demand for carbon credits and supporting upward pressure on EU ETS prices."", ""The \u20ac35bn figure signals a significant financial commitment to decarbonization, likely boosting demand for carbon credits and supporting upward pressure on EU ETS prices.""]"
64,http://www.channelnewsasia.com/news/world/eu-ministers-bracing-for-battle-on-carbon-market-reform/3548616.html,,EU ministers  bracing for battle  on carbon market reform,2017-02-25,http://www.channelnewsasia.com/image/674456/1370316058000/large16x9/640/360/world.jpg,channelnewsasia.com,English,United States,1,4,eu_context;carbon_terms=2,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Political gridlock and potential delays in reform could suppress market confidence and lower carbon prices."", ""Political gridlock and potential delays in reform could suppress market confidence and lower carbon prices."", ""Political gridlock and potential delays in reform could suppress market confidence and lower carbon prices.""]"
68,https://financialtribune.com/articles/energy/60355/eu-ministers-brace-for-battle-on-carbon-market-reform,,EU Ministers Brace for Battle on Carbon Market Reform,2017-02-26,https://financialtribune.com/sites/default/files/styles/telegram/public/field/image/17january/05_eu_-_300.jpg?itok=j1GJX8Vk,financialtribune.com,English,,1,4,eu_context;carbon_terms=2,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline suggests political uncertainty that could delay or complicate reforms, potentially affecting market stability."", ""The headline suggests political uncertainty that could delay or complicate reforms, potentially affecting market stability."", ""The headline suggests political uncertainty that could delay or complicate reforms, potentially affecting market stability.""]"
72,http://www.ftseglobalmarkets.com/news/eex-belektron-to-open-emissions-auctions-to-wider-customer-base.html,,EEX & Belektron to open emissions auctions to wider customer base,2017-02-27,http://www.ftseglobalmarkets.com/,ftseglobalmarkets.com,English,China,1,10,eu_ets_strong;carbon_terms=4,YES,1,"[""YES"", ""YES"", ""YES""]","[""Expanding auction access to more customers increases market liquidity and could drive up carbon prices."", ""Expanding auction access to more customers increases market liquidity and could drive up carbon prices."", ""Expanding auction access to more customers increases market liquidity and could drive up carbon prices.""]"
76,http://www.timesofmalta.com/articles/view/20170228/local/eu-one-step-closer-to-reviewed-emissions-trading-system.641101,,Times of Malta ‒ EU one step closer to reviewed emissions trading system,2017-03-02,https://cdn-attachments.timesofmalta.com/69000c2dd36e157626483b4a13178a321f791210-1488316659-58b5e8f3-620x348.jpg,timesofmalta.com,English,Malta,1,11,eu_ets_strong;eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""A reviewed ETS signals potential policy adjustments that could stabilize or boost carbon prices in the short term."", ""A reviewed ETS signals potential policy adjustments that could stabilize or boost carbon prices in the short term."", ""A reviewed ETS signals potential policy adjustments that could stabilize or boost carbon prices in the short term.""]"
80,http://www.4-traders.com/news/EEX-Auction-News-German-Auction--23980306/,http://www.4-traders.com/amp/news/EEX-Auction-News-German-Auction--23980306/,EEX Auction News : German Auction,2017-03-03,,4-traders.com,English,United States,1,7,eu_ets_strong;carbon_terms=1,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices."", ""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices."", ""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices.""]"
84,http://carbon-pulse.com/31463/,,COMMENT : EU ETS threat to shipping is  wake,2017-03-06,,carbon-pulse.com,English,France,1,8,eu_ets_strong;eu_context,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline\u2019s vague and incomplete phrasing makes it unclear whether it signals regulatory tightening, market uncertainty, or industry response that would impact short-term EU ETS carbon prices."", ""The headline\u2019s vague and incomplete phrasing makes it unclear whether it signals regulatory tightening, market uncertainty, or industry response that would impact short-term EU ETS carbon prices."", ""The headline\u2019s vague and incomplete phrasing makes it unclear whether it signals regulatory tightening, market uncertainty, or industry response that would impact short-term EU ETS carbon prices.""]"
88,http://carbon-pulse.com/31637/,,"Luxembourg can reclaim ArcelorMittal ’ s unused carbon allowances , top EU court rules « Carbon Pulse",2017-03-08,,carbon-pulse.com,English,France,1,5,eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""This ruling increases the availability of unused allowances, potentially lowering carbon prices in the short term."", ""This ruling increases the availability of unused allowances, potentially lowering carbon prices in the short term."", ""This ruling increases the availability of unused allowances, potentially lowering carbon prices in the short term.""]"
92,http://worldmaritimenews.com/archives/214619/shipping-eu-ets-proposal-should-be-a-wake-up-call-for-un-agency/,,Shipping EU ETS Proposal Should Be a Wake,2017-03-09,http://worldmaritimenews.com/wp-content/uploads/2017/03/imo-1.jpg,worldmaritimenews.com,English,Singapore,1,8,eu_ets_strong;eu_context,NO,-1,"[""NO"", ""NO"", ""NO""]","[""The headline suggests a proposed shipping EU ETS rule may be poorly received or ineffective, potentially reducing market confidence and lowering carbon prices."", ""The headline suggests a proposed shipping EU ETS rule may be poorly received or ineffective, potentially reducing market confidence and lowering carbon prices."", ""The headline suggests a proposed shipping EU ETS rule may be poorly received or ineffective, potentially reducing market confidence and lowering carbon prices.""]"
96,https://www.bna.com/un-plan-put-n57982085024/,/un-plan-put-n57982085024/?amp=true,UN Plan Could Put EU in Holding Pattern on Aircraft Emissions,2017-03-10,,bna.com,English,United States,1,4,eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""The UN plan may delay regulatory action on aircraft emissions, potentially reducing short-term market pressure and stabilizing or slightly lowering EU ETS prices."", ""The UN plan may delay regulatory action on aircraft emissions, potentially reducing short-term market pressure and stabilizing or slightly lowering EU ETS prices."", ""The UN plan may delay regulatory action on aircraft emissions, potentially reducing short-term market pressure and stabilizing or slightly lowering EU ETS prices.""]"
100,http://www.mondovisione.com/media-and-resources/news/eex-to-continue-polish-emissions-auctions-auction-calendar-2017-adjusted/,,EEX To Continue Polish Emissions Auctions,2017-03-15,,mondovisione.com,English,United States,1,10,eu_ets_strong;carbon_terms=4,YES,1,"[""YES"", ""YES"", ""YES""]","[""Continuing Polish emissions auctions increases market liquidity and could support carbon price stability."", ""Continuing Polish emissions auctions increases market liquidity and could support carbon price stability."", ""Continuing Polish emissions auctions increases market liquidity and could support carbon price stability.""]"
104,http://www.lexology.com/library/detail.aspx?g=3e74e87b-672a-4119-8f76-eb675cff91ce,,European Commission proposes extending aviation emissions cap exemption,2017-03-17,,lexology.com,English,United States,1,4,eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""Extending the aviation emissions cap exemption reduces regulatory pressure on airlines, potentially lowering carbon price expectations in the short term."", ""Extending the aviation emissions cap exemption reduces regulatory pressure on airlines, potentially lowering carbon price expectations in the short term."", ""Extending the aviation emissions cap exemption reduces regulatory pressure on airlines, potentially lowering carbon price expectations in the short term.""]"
108,https://energytransition.org/2017/03/exclusive-interview-energy-transition-architect-claude-turmes-tells-inside-story-of-eu-energy-policy/,,Exclusive interview : energy transition architect Claude Turmes tells inside story of EU energy policy – Energy Transition,2017-03-20,https://energytransition.org/wp-content/uploads/2017/03/Claude_Turmes.jpg,energytransition.org,English,,1,2,eu_context,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline does not provide specific market-moving data or policy changes that directly impact short-term EU ETS carbon price dynamics."", ""The headline does not provide specific market-moving data or policy changes that directly impact short-term EU ETS carbon price dynamics."", ""The headline does not provide specific market-moving data or policy changes that directly impact short-term EU ETS carbon price dynamics.""]"
112,http://sciencebusiness.net/news/80196/New-momentum-for-the-European-Research-Area,,New momentum for the European Research Area,2017-03-23,http://www.sciencebusiness.net/Assets/0bcbaddf-07eb-422d-8228-74466e83ab45.jpg?&mode=crop,sciencebusiness.net,English,United Kingdom,1,2,eu_context,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The European Research Area\u2019s expansion may indirectly support long-term carbon pricing via innovation, but short-term ETS price impact is unclear."", ""The European Research Area\u2019s expansion may indirectly support long-term carbon pricing via innovation, but short-term ETS price impact is unclear."", ""The European Research Area\u2019s expansion may indirectly support long-term carbon pricing via innovation, but short-term ETS price impact is unclear.""]"
116,http://www.euractiv.com/section/climate-environment/news/leaked-paper-exposes-eu-countries-abuse-of-climate-loophole/,,Leaked paper exposes EU countrie abuse of climate loophole – EURACTIV . com,2017-03-24,http://www.euractiv.com/wp-content/uploads/sites/2/2017/03/7356075684_a5a8df98b2_z.jpg,euractiv.com,English,Germany,1,2,eu_context,YES,1,"[""YES"", ""YES"", ""YES""]","[""This exposes potential regulatory weaknesses that could trigger market reactions and boost carbon prices as compliance costs rise."", ""This exposes potential regulatory weaknesses that could trigger market reactions and boost carbon prices as compliance costs rise."", ""This exposes potential regulatory weaknesses that could trigger market reactions and boost carbon prices as compliance costs rise.""]"
120,https://www.edie.net/news/11/Leaked-paper-exposes-EU-countries--abuse-of-climate-loophole/,,Leaked paper exposes EU countrie abuse of climate loophole,2017-03-27,https://edienet.s3.amazonaws.com/news/images/34674.jpg,edie.net,English,United Kingdom,1,2,eu_context,YES,1,"[""YES"", ""YES"", ""YES""]","[""This exposes regulatory weaknesses that could trigger market corrections and increased carbon prices as compliance becomes more urgent."", ""This exposes regulatory weaknesses that could trigger market corrections and increased carbon prices as compliance becomes more urgent."", ""This exposes regulatory weaknesses that could trigger market corrections and increased carbon prices as compliance becomes more urgent.""]"
124,http://dailycaller.com/2017/03/29/to-reduce-carbon-emissions-we-need-more-manufacturing/,http://amp.dailycaller.com/2017/03/29/to-reduce-carbon-emissions-we-need-more-manufacturing/,"To Reduce Carbon Emissions , We Need More Manufacturing",2017-03-29,http://cdn01.dailycaller.com/wp-content/uploads/smokestack-e1431714502838.jpg,dailycaller.com,English,United States,1,3,carbon_terms=3,NO,-1,"[""NO"", ""NO"", ""NO""]","[""This headline suggests a policy shift toward increased manufacturing, which may raise emissions and pressure carbon prices downward."", ""This headline suggests a policy shift toward increased manufacturing, which may raise emissions and pressure carbon prices downward."", ""This headline suggests a policy shift toward increased manufacturing, which may raise emissions and pressure carbon prices downward.""]"
128,http://www.euractiv.com/section/electricity/news/eu-energy-forum-feels-winds-of-change-in-power-sector/,,EU energy forum feels winds of change in power sector – EURACTIV . com,2017-03-31,http://www.euractiv.com/wp-content/uploads/sites/2/2017/03/Windstorm.jpg,euractiv.com,English,Germany,1,3,eu_context;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""The headline signals growing momentum and potential shifts in EU power sector dynamics, which could boost carbon price expectations."", ""The headline signals growing momentum and potential shifts in EU power sector dynamics, which could boost carbon price expectations."", ""The headline signals growing momentum and potential shifts in EU power sector dynamics, which could boost carbon price expectations.""]"
132,http://naijaoversabi.com/2017/04/01/erdogan-wants-speedy-eu-decision-on-turkeys-membership-bid.html,,Erdogan Wants Speedy EU Decision on Turkey Membership Bid,2017-04-01,,naijaoversabi.com,English,,2,2,eu_context,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""Turkey\u2019s potential EU membership bid could influence carbon policy alignment but doesn\u2019t directly impact short-term EU ETS pricing."", ""Turkey\u2019s potential EU membership bid could influence carbon policy alignment but doesn\u2019t directly impact short-term EU ETS pricing."", ""Turkey\u2019s potential EU membership bid could influence carbon policy alignment but doesn\u2019t directly impact short-term EU ETS pricing.""]"
136,http://carbon-pulse.com/32706/,,UPDATE – EU ETS emissions data points to 2 . 6 % fall in 2016 once questionable figures omitted « Carbon Pulse,2017-04-03,,carbon-pulse.com,English,France,1,11,eu_ets_strong;eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""A 2.6% decline in emissions suggests potential oversupply or reduced industrial activity, which could pressure carbon prices downward in the short term."", ""A 2.6% decline in emissions suggests potential oversupply or reduced industrial activity, which could pressure carbon prices downward in the short term."", ""A 2.6% decline in emissions suggests potential oversupply or reduced industrial activity, which could pressure carbon prices downward in the short term.""]"
140,http://www.hedgeweek.com/2017/04/04/250259/eex-sees-42-cent-volume-increase-german-austrian-power-derivatives-market,,EEX sees 42 per cent volume increase on German,2017-04-04,http://www.hedgeweek.com/sites/default/files/imagecache/facebook_200_square/image_library/Graphs/Arrow%20up.jpg,hedgeweek.com,English,United States,1,6,eu_ets_strong,YES,1,"[""YES"", ""YES"", ""YES""]","[""Increased trading volume on EEX suggests stronger market activity and potential upward pressure on carbon prices."", ""Increased trading volume on EEX suggests stronger market activity and potential upward pressure on carbon prices."", ""Increased trading volume on EEX suggests stronger market activity and potential upward pressure on carbon prices.""]"
144,https://cleantechnica.com/2017/04/05/european-coal-emissions-plunge-11-2016/,,European Coal Emissions Plunge 11 % In 2016,2017-04-05,,cleantechnica.com,English,United States,1,5,eu_context;carbon_terms=2;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""Declining coal emissions signal reduced carbon demand, potentially supporting EU ETS prices."", ""Declining coal emissions signal reduced carbon demand, potentially supporting EU ETS prices."", ""Declining coal emissions signal reduced carbon demand, potentially supporting EU ETS prices.""]"
148,http://www.businessgreen.com/bg/news/3007789/brexit-could-exacerbate-eu-ets-supply-glut-in-short-term-researchers-warn,,"Brexit could exacerbate EU ETS supply glut in short term , researchers warn",2017-04-07,,businessgreen.com,English,United Kingdom,1,8,eu_ets_strong;eu_context,NO,-1,"[""NO"", ""NO"", ""NO""]","[""A supply glut suggests oversupply in the EU ETS market, which typically puts downward pressure on carbon prices."", ""A supply glut suggests oversupply in the EU ETS market, which typically puts downward pressure on carbon prices."", ""A supply glut suggests oversupply in the EU ETS market, which typically puts downward pressure on carbon prices.""]"
152,http://www.irishexaminer.com/ireland/carbon-emissions-from-top-polluters-on-the-rise-447285.html,http://amp.irishexaminer.com/ireland/carbon-emissions-from-top-polluters-on-the-rise-447285.html,Carbon emissions from top polluters on the rise,2017-04-08,http://www.irishexaminer.com/remote/media.central.ie/media/images/r/RyanairTornado_large.jpg?&s=ie-447285,irishexaminer.com,English,Ireland,1,3,carbon_terms=3,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Rising emissions from top polluters signal increased demand for carbon credits, which can pressure prices downward in the short term."", ""Rising emissions from top polluters signal increased demand for carbon credits, which can pressure prices downward in the short term."", ""Rising emissions from top polluters signal increased demand for carbon credits, which can pressure prices downward in the short term.""]"
156,http://www.satprnews.com/2017/04/08/wind-power-market-report-trends-size-share-analysis-estimations-and-forecasts-to-2022/,,"Wind Power Market Report , Trends , Size , Share , Analysis , Estimations and Forecasts to 2022 . – satPRnews",2017-04-09,,satprnews.com,English,United States,2,2,carbon_terms=1;energy_driver,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The report\u2019s focus on wind power trends and forecasts to 2022 may signal increased renewable capacity, potentially pressuring carbon prices downward if supply exceeds demand."", ""The report\u2019s focus on wind power trends and forecasts to 2022 may signal increased renewable capacity, potentially pressuring carbon prices downward if supply exceeds demand."", ""The report\u2019s focus on wind power trends and forecasts to 2022 may signal increased renewable capacity, potentially pressuring carbon prices downward if supply exceeds demand.""]"
160,http://carbon-pulse.com/33103/,,"EU Market : Despite bearish energy , EUAs end higher after late spurt « Carbon Pulse",2017-04-11,,carbon-pulse.com,English,France,1,10,eu_ets_strong;eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""The late spurt in EUA prices suggests renewed market confidence or increased demand, potentially boosting short-term carbon prices."", ""The late spurt in EUA prices suggests renewed market confidence or increased demand, potentially boosting short-term carbon prices."", ""The late spurt in EUA prices suggests renewed market confidence or increased demand, potentially boosting short-term carbon prices.""]"
164,https://www.euractiv.com/section/electricity/news/the-end-of-coal-eu-energy-companies-pledge-no-new-plants-from-2020/,,The end of coal : EU energy companies pledge no new plants from 2020 – EURACTIV . com,2017-04-12,https://www.euractiv.com/wp-content/uploads/sites/2/2017/04/Uniper-coal-plant-Rotterdam.jpg,euractiv.com,English,Germany,1,3,eu_context;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""Reduced coal investment pledges signal declining demand for carbon allowances, potentially boosting EU ETS prices."", ""Reduced coal investment pledges signal declining demand for carbon allowances, potentially boosting EU ETS prices."", ""Reduced coal investment pledges signal declining demand for carbon allowances, potentially boosting EU ETS prices.""]"
168,https://www.basf.com/en/company/news-and-media/news-releases/2017/04/p-17-184.html,,BASF launches new MasterTop flooring series on the European market,2017-04-13,,basf.com,English,,2,3,eu_context;carbon_terms=1,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The launch of a new flooring product by BASF may influence demand for industrial chemicals or energy-intensive manufacturing, but its direct impact on EU ETS carbon prices is unclear without context on emissions intensity or regulatory changes."", ""The launch of a new flooring product by BASF may influence demand for industrial chemicals or energy-intensive manufacturing, but its direct impact on EU ETS carbon prices is unclear without context on emissions intensity or regulatory changes."", ""The launch of a new flooring product by BASF may influence demand for industrial chemicals or energy-intensive manufacturing, but its direct impact on EU ETS carbon prices is unclear without context on emissions intensity or regulatory changes.""]"
172,http://www.onlinenigeria.com/2016/06/21/eu-greenhouse-gas-emissions-fall-to-new-low-environment/,,"EU : Greenhouse gas emissions fall to new low , environment",2017-04-15,,onlinenigeria.com,English,Nigeria,2,5,eu_context;carbon_terms=2;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""Lower emissions signal reduced demand for carbon credits, potentially supporting prices in the short term."", ""Lower emissions signal reduced demand for carbon credits, potentially supporting prices in the short term."", ""Lower emissions signal reduced demand for carbon credits, potentially supporting prices in the short term.""]"
