_row_id,url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,_query_id,relevance_score,relevance_hits,llm_vote,llm_score,llm_votes,llm_rationales,llm_importance,llm_vote_agreement,llm_score_importance_nopen,llm_score_importance,llm_importance_votes
42,http://splash247.com/european-politicians-vote-to-add-shipping-to-regional-emissions-trading-system/,,European politicians vote to add shipping to regional emissions trading system,2017-02-16,http://splash247.com/wp-content/uploads/2015/07/Ship-pollution-environment.jpg,splash247.com,English,China,1,11,eu_ets_strong;eu_context;carbon_terms=3,YES,1,"[""YES"", ""NO"", ""UNKNOWN""]","["""", """", """"]",8,0.3333333333333333,0.8,0.26666666666666666,"[8, 4, 6]"
46,https://cleantechnica.com/2017/02/17/european-union-parliament-passes-move-reform-carbon-market/,,European Union Parliament Passes Move To Reform Carbon Market,2017-02-17,,cleantechnica.com,English,United States,1,4,eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""UNKNOWN""]","["""", """", """"]",8,0.6666666666666666,0.8,0.5333333333333333,"[8, 7, 5]"
50,https://www.envirotech-online.com/news/business-news/44/cefic/reform-of-eu-emissions-trading-on-the-way-eu-chemical-industry-welcomes-positive-vote-on-eu-ets/41798,,Reform of EU Emissions Trading on the way : EU Chemical Industry Welcomes Positive Vote on EU ETS Envirotech Online,2017-02-20,,envirotech-online.com,English,United Kingdom,1,11,eu_ets_strong;eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""UNKNOWN""]","["""", """", """"]",8,0.6666666666666666,0.8,0.5333333333333333,"[8, 7, 5]"
54,http://www.marinelink.com/news/emissions-shipping-stand422291,,ECSA Takes Stand In GHG Emissions Of Shipping,2017-02-21,https://images.marinelink.com/images/maritime/w800/photo-ecsa-70785.jpg,marinelink.com,English,United States,1,2,carbon_terms=2,YES,1,"[""YES"", ""UNKNOWN"", ""NO""]","["""", """", """"]",8,0.3333333333333333,0.8,0.26666666666666666,"[8, 5, 3]"
58,http://www.koreaherald.com/view.php?ud=20170223000532,, [ Other View ] Europe needs a higher price on carbon,2017-02-23,http://res.heraldm.com/new_201209/herald_h.jpg,koreaherald.com,English,South Korea,1,4,eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""UNKNOWN""]","["""", """", """"]",8,0.6666666666666666,0.8,0.5333333333333333,"[8, 7, 5]"
62,http://carbon-pulse.com/31038/,,EU Market : EUAs hit 1,2017-02-24,,carbon-pulse.com,English,France,1,9,eu_ets_strong;eu_context;carbon_terms=1,YES,1,"[""YES"", ""UNKNOWN"", ""NO""]","["""", """", """"]",8,0.3333333333333333,0.8,0.26666666666666666,"[8, 5, 3]"
66,http://www.natlawreview.com/article/week-ahead-european-parliament-february-24-2017,,The Week Ahead in the European Parliament,2017-02-25,http://www.natlawreview.com/sites/default/files/styles/thumbnail/public/article/aux/4544/EU%20stars%20countriesSIDE_3.jpg?itok=NKb_tZLo,natlawreview.com,English,United States,1,2,eu_context,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","["""", """", """"]",6,1.0,0.0,0.0,"[5, 6, 7]"
70,http://carbon-pulse.com/31078/,,POLL : Analysts jack up EUA price estimates following European Parliament vote « Carbon Pulse,2017-02-27,,carbon-pulse.com,English,France,1,10,eu_ets_strong;eu_context;carbon_terms=2,YES,1,"[""YES"", ""UNKNOWN"", ""NO""]","["""", """", """"]",8,0.3333333333333333,0.8,0.26666666666666666,"[8, 5, 3]"
74,http://www.timesofmalta.com/articles/view/20170228/world/eu-one-step-closer-to-reviewed-emissions-trading-system.641101,,Times of Malta ‒ EU one step closer to reviewed emissions trading system,2017-02-28,https://cdn-attachments.timesofmalta.com/69000c2dd36e157626483b4a13178a321f791210-1488316659-58b5e8f3-620x348.jpg,timesofmalta.com,English,Malta,1,11,eu_ets_strong;eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""UNKNOWN""]","["""", """", """"]",8,0.6666666666666666,0.8,0.5333333333333333,"[8, 7, 5]"
78,http://www.hedgeweek.com/2017/03/02/249185/eex-doubles-volume-agricultural-products,,EEX doubles volume in agricultural products,2017-03-02,http://www.hedgeweek.com/sites/default/files/imagecache/facebook_200_square/image_library/Graphs/Green%20up-arrow.jpg,hedgeweek.com,English,United States,1,6,eu_ets_strong,YES,1,"[""YES"", ""UNKNOWN"", ""NO""]","["""", """", """"]",8,0.3333333333333333,0.8,0.26666666666666666,"[8, 5, 3]"
82,http://www.independent.co.uk/environment/brexit-latest-news-derail-eu-attempts-climate-change-greenhouse-gas-emissions-meps-ets-a7569896.html,http://www.independent.co.uk/environment/brexit-latest-news-derail-eu-attempts-climate-change-greenhouse-gas-emissions-meps-ets-a7569896.html?amp,"Brexit could  derail  EU attempts to fight climate change and reduce greenhouse gas emissions , say MEPs",2017-03-05,https://static.independent.co.uk/s3fs-public/thumbnails/image/2016/09/26/11/power-station-coal.jpg,independent.co.uk,English,United Kingdom,1,5,eu_context;carbon_terms=2;energy_driver,YES,1,"[""YES"", ""NO"", ""UNKNOWN""]","["""", """", """"]",8,0.3333333333333333,0.8,0.26666666666666666,"[8, 6, 4]"
86,http://www.ship-technology.com/features/featureshipping-emissions-eu-vs-imo-5753670/,,Shipping emissions : EU vs IMO ? ,2017-03-07,http://www.ship-technology.com/Uploads/NewsArticle/5753670/main.jpg,ship-technology.com,English,United States,1,4,eu_context;carbon_terms=2,YES,1,"[""YES"", ""NO"", ""UNKNOWN""]","["""", """", """"]",8,0.3333333333333333,0.8,0.26666666666666666,"[8, 6, 4]"
90,http://www.finanznachrichten.de/nachrichten-2017-03/40128735-deutsche-post-dhl-group-commits-to-zero-emissions-logistics-by-2050-ambitious-interim-goals-for-carbon-efficiency-local-emissions-green-customer-s-256.htm,,"Deutsche Post DHL Group commits to zero emissions logistics by 2050 / Ambitious interim goals for carbon efficiency , local emissions , green customer solutions and employee engagement by 2025",2017-03-08,http://fns1.de/g/fb.png,finanznachrichten.de,English,Germany,1,3,carbon_terms=3,YES,1,"[""YES"", ""YES"", ""UNKNOWN""]","["""", """", """"]",8,0.6666666666666666,0.8,0.5333333333333333,"[8, 7, 5]"
94,http://carbon-pulse.com/31756/,,Preliminary 2016 EU ETS emissions data to be published Apr . 3 « Carbon Pulse,2017-03-10,,carbon-pulse.com,English,France,1,11,eu_ets_strong;eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""UNKNOWN""]","["""", """", """"]",8,0.6666666666666666,0.8,0.5333333333333333,"[8, 7, 5]"
98,https://www.environmental-finance.com/content/analysis/low-prices-but-high-hopes-for-the-voluntary-carbon-market.html,,"Low prices , but high hopes for the voluntary carbon market",2017-03-14,,environmental-finance.com,English,United States,1,3,carbon_terms=3,UNKNOWN,0,"[""UNKNOWN"", ""YES"", ""NO""]","["""", """", """"]",7,0.3333333333333333,0.0,0.0,"[7, 6, 5]"
102,http://www.euractiv.com/section/electricity/news/v4-energy-security-the-land-of-nuclear-and-coal/,,V4 energy security : The land of nuclear and coal – EURACTIV . com,2017-03-16,http://www.euractiv.com/wp-content/uploads/sites/2/2017/01/paks.jpg,euractiv.com,English,Germany,1,3,eu_context;energy_driver,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","["""", """", """"]",6,1.0,0.0,0.0,"[5, 6, 7]"
106,http://www.euractiv.com/section/economy-jobs/opinion/how-erasmus-could-benefit-refugees/,,How Erasmus+ could benefit refugees – EURACTIV . com,2017-03-20,http://www.euractiv.com/wp-content/uploads/sites/2/2017/03/8481969648_11c10690ea_o.jpg,euractiv.com,English,Germany,1,2,eu_context,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","["""", """", """"]",5,1.0,0.0,0.0,"[5, 4, 6]"
110,http://www.hydrogenfuelnews.com/norway-works-to-adapt-to-eu-emissions-trading-scheme/855873/,,Norway works to adapt to EU Emissions Trading Scheme,2017-03-21,,hydrogenfuelnews.com,English,United States,1,5,eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""UNKNOWN""]","["""", """", """"]",8,0.6666666666666666,0.8,0.5333333333333333,"[8, 7, 5]"
114,http://carbon-pulse.com/32376/,,"EU Market : EUAs , CERs plummet to notch 7 % weekly fall « Carbon Pulse",2017-03-24,,carbon-pulse.com,English,France,1,10,eu_ets_strong;eu_context;carbon_terms=2,YES,1,"[""YES"", ""UNKNOWN"", ""NO""]","["""", """", """"]",8,0.3333333333333333,0.8,0.26666666666666666,"[8, 5, 6]"
118,https://www.euractiv.com/section/climate-environment/news/leaked-paper-exposes-eu-countries-abuse-of-climate-loophole/,,Leaked paper exposes EU countrie abuse of climate loophole – EURACTIV . com,2017-03-25,https://www.euractiv.com/wp-content/uploads/sites/2/2017/03/7356075684_a5a8df98b2_z.jpg,euractiv.com,English,Germany,1,2,eu_context,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","["""", """", """"]",6,1.0,0.0,0.0,"[5, 6, 7]"
122,https://www.eureporter.co/energy/2017/03/28/just-three-eu-countries-step-up-to-the-plate-for-paris-climate-deal-ranking/,,Just three EU countries step up to the plate for Paris # climate deal,2017-03-28,https://www.eureporter.co/wp-content/uploads/2017/03/europe-map-night.jpg,eureporter.co,English,Colombia,1,2,eu_context,YES,1,"[""YES"", ""UNKNOWN"", ""NO""]","["""", """", """"]",8,0.3333333333333333,0.8,0.26666666666666666,"[8, 5, 3]"
126,https://www.neweurope.eu/article/eu-china-strengthen-climate-clean-energy-ties/,,"EU , China to strengthen climate , clean energy ties",2017-03-29,https://www.neweurope.eu/wp-content/uploads/2017/03/h_52421056.jpg,neweurope.eu,English,,1,2,eu_context,YES,1,"[""YES"", ""YES"", ""UNKNOWN""]","["""", """", """"]",8,0.6666666666666666,0.8,0.5333333333333333,"[8, 7, 5]"
130,http://www.eurasiareview.com/01042017-middle-east-two-states-good-one-state-better-oped/,,"Middle East : Two States Good , One State Better ? – OpEd – Eurasia Review",2017-04-01,https://i0.wp.com/www.eurasiareview.com/wp-content/uploads/2015/08/Israel-and-Palestine-flags.jpg?fit=825%2C510,eurasiareview.com,English,United States,2,2,eu_context,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","["""", """", """"]",6,1.0,0.0,0.0,"[5, 6, 7]"
134,http://www.progressive-charlestown.com/2017/04/europe-steps-up.html,,Progressive Charlestown : Europe steps up,2017-04-02,,progressive-charlestown.com,English,United States,2,2,eu_context,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","["""", """", """"]",6,1.0,0.0,0.0,"[5, 6, 7]"
138,http://www.euronews.com/2017/04/03/eu-carbon-market-installation-emissions-up-1-point-1-pct-in-2016-eu-data-analysts,,EU carbon market installation emissions up 1 . 1 pct in 2016,2017-04-03,,euronews.com,English,United States,1,6,eu_context;carbon_terms=4,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","["""", """", """"]",6,1.0,0.0,0.0,"[5, 6, 7]"
142,http://carbon-pulse.com/32849/,,EU Market : EUAs slide late but eke out gain from decent auction result « Carbon Pulse,2017-04-05,,carbon-pulse.com,English,France,1,11,eu_ets_strong;eu_context;carbon_terms=3,YES,1,"[""YES"", ""UNKNOWN"", ""NO""]","["""", """", """"]",7,0.3333333333333333,0.7,0.2333333333333333,"[7, 5, 3]"
146,http://www.euractiv.com/section/electricity/news/the-end-of-coal-eu-energy-companies-pledge-no-new-plants-from-2020/,,The end of coal : EU energy companies pledge no new plants from 2020 – EURACTIV . com,2017-04-06,http://www.euractiv.com/wp-content/uploads/sites/2/2017/04/Uniper-coal-plant-Rotterdam.jpg,euractiv.com,English,Germany,1,3,eu_context;energy_driver,YES,1,"[""YES"", ""YES"", ""UNKNOWN""]","["""", """", """"]",8,0.6666666666666666,0.8,0.5333333333333333,"[8, 7, 5]"
150,http://www.irishtimes.com/news/environment/irish-companies-are-polluting-more-as-eu-firms-cut-emissions-1.3040730,https://www.irishtimes.com/news/environment/irish-companies-are-polluting-more-as-eu-firms-cut-emissions-1.3040730?mode=amp,Irish companies are polluting more as EU firms cut emissions,2017-04-07,http://www.irishtimes.com/image-creator/?id=1.3040709&origw=960,irishtimes.com,English,Ireland,1,4,eu_context;carbon_terms=2,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","["""", """", """"]",6,1.0,0.0,0.0,"[5, 6, 7]"
154,http://www.commodities-now.com/reports/environmental-markets/22788-emissions-under-eu-carbon-market-dropped-by-2-7-percent-in-2016-thomson-reuters.html,,Emissions under EU carbon market dropped by 2 . 7 percent in 2016 : Thomson Reuters,2017-04-09,,commodities-now.com,English,United Kingdom,1,6,eu_context;carbon_terms=4,YES,1,"[""YES"", ""UNKNOWN"", ""NO""]","["""", """", """"]",8,0.3333333333333333,0.8,0.26666666666666666,"[8, 5, 3]"
158,http://reneweconomy.com.au/european-coal-emissions-fall-german-lignite-stations-keep-pumping-38880/,,"European coal emissions fall , but German lignite stations keep pumping on",2017-04-10,http://reneweconomy.com.au/wp-content/uploads/2017/04/Boxberg-lignite-power-station-sold-by-Vattenfall-to-LEAG-slider.jpg,reneweconomy.com.au,English,Australia,1,5,eu_context;carbon_terms=2;energy_driver,YES,1,"[""YES"", ""NO"", ""UNKNOWN""]","["""", """", """"]",8,0.3333333333333333,0.8,0.26666666666666666,"[8, 6, 4]"
162,http://advancedbiofuelsusa.info/eu-clamps-down-on-imports-of-unsustainable-palm-oil-for-biofuels/,,Advanced BioFuels united states » EU Clamps Down on Imports of Unsustainable Palm Oil for Biofuels,2017-04-11,,advancedbiofuelsusa.info,English,United States,2,3,eu_context;energy_driver,YES,1,"[""YES"", ""YES"", ""UNKNOWN""]","["""", """", """"]",8,0.6666666666666666,0.8,0.5333333333333333,"[8, 7, 5]"
166,http://carbon-pulse.com/33232/,,EU Market : EUAs little changed to end abridged week 1 . 2 % higher « Carbon Pulse,2017-04-13,,carbon-pulse.com,English,France,1,10,eu_ets_strong;eu_context;carbon_terms=2,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","["""", """", """"]",6,1.0,0.0,0.0,"[5, 6, 7]"
170,http://www.euractiv.com/section/electricity/opinion/power-to-the-people-electrification-is-a-winning-strategy-for-europe/,,Power to the people : Electrification is a winning strategy for Europe – EURACTIV . com,2017-04-14,http://www.euractiv.com/wp-content/uploads/sites/2/2017/03/5817749214_db9e25a1b7_o.jpg,euractiv.com,English,Germany,1,3,eu_context;energy_driver,YES,1,"[""YES"", ""YES"", ""UNKNOWN""]","["""", """", """"]",8,0.6666666666666666,0.8,0.5333333333333333,"[8, 7, 5]"
174,http://www.independent.co.uk/news/uk/politics/government-preparing-to-scrap-eu-s-green-energy-targets-after-brexit-a7684771.html,http://www.independent.co.uk/news/uk/politics/government-preparing-to-scrap-eu-s-green-energy-targets-after-brexit-a7684771.html?amp,Government  preparing to scrap EU green energy targets after Brexit  ,2017-04-15,https://static.independent.co.uk/s3fs-public/thumbnails/image/2016/02/03/20/19WindFarm.jpg,independent.co.uk,English,United Kingdom,2,2,eu_context,NO,-1,"[""NO"", ""UNKNOWN"", ""YES""]","["""", """", """"]",8,0.3333333333333333,-0.8,-0.26666666666666666,"[8, 6, 4]"
178,http://www.eurasiareview.com/17042017-how-asia-will-lead-the-clean-energy-revolution-analysis/,,How Asia Will Lead The Clean Energy Revolution – Analysis – Eurasia Review,2017-04-17,https://i0.wp.com/www.eurasiareview.com/wp-content/uploads/2017/04/b-62.jpg?fit=825%2C510,eurasiareview.com,English,United States,2,2,eu_context,UNKNOWN,0,"[""UNKNOWN"", ""YES"", ""NO""]","["""", """", """"]",5,0.3333333333333333,0.0,0.0,"[5, 7, 3]"
182,http://www.platts.com/latest-news/electric-power/london/european-power-prompt-power-prices-bullish-on-26713690,,"European power : Prompt power prices bullish on load increase , drop in wind",2017-04-19,,platts.com,English,United States,1,4,eu_context;carbon_terms=1;energy_driver,YES,1,"[""YES"", ""YES"", ""UNKNOWN""]","["""", """", """"]",8,0.6666666666666666,0.8,0.5333333333333333,"[8, 7, 5]"
186,http://www.arabnews.com/node/1087116/business-economy,,British keen to remain in EU energy market,2017-04-20,http://www.arabnews.com/sites/default/files/2017/04/20/896351-1695703611.jpg,arabnews.com,English,Saudi Arabia,1,3,eu_context;carbon_terms=1,YES,1,"[""YES"", ""NO"", ""UNKNOWN""]","["""", """", """"]",8,0.3333333333333333,0.8,0.26666666666666666,"[8, 6, 4]"
190,http://www.ecfr.eu/publications/summary/pipelines_and_pipedreams_how_the_eu_can_support_a_regional_gas_hub_in_7276,,Pipelines and Pipedreams : How the EU can support a regional gas hub in the Eastern Mediterranean,2017-04-21,http://www.ecfr.eu/page/-/PDF_Cover_Baconi.png?v=1492765525459,ecfr.eu,English,Russia,2,3,eu_context;energy_driver,UNKNOWN,0,"[""UNKNOWN"", ""YES"", ""NO""]","["""", """", """"]",5,0.3333333333333333,0.0,0.0,"[5, 7, 3]"
194,http://www.euronews.com/2017/04/24/germany-opposes-eu-emissions-testing-overhaul-sueddeutsche,,Germany opposes EU emissions testing overhaul,2017-04-24,,euronews.com,English,United States,2,4,eu_context;carbon_terms=2,NO,-1,"[""NO"", ""UNKNOWN"", ""YES""]","["""", """", """"]",8,0.3333333333333333,-0.8,-0.26666666666666666,"[8, 5, 7]"
198,http://www.openpr.com/news/514661/Europe-to-Provide-Most-Attractive-Growth-Opportunities-for-Industrial-Biomass-Boilers-Market.html,,Europe to Provide Most Attractive Growth Opportunities for Industrial Biomass Boilers Market,2017-04-25,,openpr.com,English,Germany,2,4,eu_context;carbon_terms=1;energy_driver,YES,1,"[""YES"", ""YES"", ""UNKNOWN""]","["""", """", """"]",8,0.6666666666666666,0.8,0.5333333333333333,"[8, 7, 5]"
202,http://www.platts.com/latest-news/coal/london/industry-group-urges-uk-to-stay-in-eu-carbon-26720837,,Industry group urges united kingdom to stay in EU carbon market post,2017-04-26,,platts.com,English,United States,1,4,eu_context;carbon_terms=2,YES,1,"[""YES"", ""NO"", ""UNKNOWN""]","["""", """", """"]",8,0.3333333333333333,0.8,0.26666666666666666,"[8, 6, 4]"
206,http://www.live-pr.com/en/sparkling-wine-wines-market-in-r1050705806.htm,,  Sparkling Wine ( Wines ) Market in Europe,2017-04-28,,live-pr.com,English,United States,2,3,eu_context;carbon_terms=1,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","["""", """", """"]",6,1.0,0.0,0.0,"[5, 6, 7]"
210,https://townhall.com/news/us/2017/04/28/eu-states-approve-plans-for-stricter-limits-on-pollutants-from-power-plants-n2319704,,EU states approve plans for stricter limits on pollutants from power plants,2017-04-29,https://media.townhall.com/_townhall/resources/images/thog.png,townhall.com,English,United States,2,3,eu_context;energy_driver,YES,1,"[""YES"", ""YES"", ""UNKNOWN""]","["""", """", """"]",8,0.6666666666666666,0.8,0.5333333333333333,"[8, 7, 5]"
214,http://econews.com.au/54071/eu-plans-for-stricter-limits-on-pollutants-from-power-plants/,,EU plans for stricter limits on pollutants from power plants,2017-05-01,http://econews.com.au/wp-content/uploads/2016/06/eu-emissions-trading-scheme-generic.jpg,econews.com.au,English,Australia,2,3,eu_context;energy_driver,YES,1,"[""YES"", ""YES"", ""UNKNOWN""]","["""", """", """"]",8,0.6666666666666666,0.8,0.5333333333333333,"[8, 7, 5]"
218,http://www.hedgeweek.com/2017/05/03/251232/eex-achieves-sixfold-volume-increase-eua-derivatives-market,,EEX achieves sixfold volume increase on EUA derivatives market,2017-05-03,http://www.hedgeweek.com/sites/default/files/imagecache/facebook_200_square/image_library/Graphs/Green%20up-arrow.jpg,hedgeweek.com,English,United States,1,9,eu_ets_strong;eu_context;carbon_terms=1,YES,1,"[""YES"", ""YES"", ""UNKNOWN""]","["""", """", """"]",8,0.6666666666666666,0.8,0.5333333333333333,"[8, 7, 5]"
222,http://www.platts.com/latest-news/electric-power/london/german-french-power-prices-mixed-on-renewables-26728043,,"German , French power prices mixed on renewables , load",2017-05-04,,platts.com,English,United States,1,2,carbon_terms=1;energy_driver,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","["""", """", """"]",6,1.0,0.0,0.0,"[5, 6, 7]"
226,http://www.ecosystemmarketplace.com/articles/new-state-voluntary-carbon-markets-report-set-launch-innovate4climate/,,New State Of Voluntary Carbon Markets Report Set To Launch At Innovate4Climate,2017-05-07,,ecosystemmarketplace.com,English,United States,1,2,carbon_terms=2,YES,1,"[""YES"", ""YES"", ""UNKNOWN""]","["""", """", """"]",8,0.6666666666666666,0.8,0.5333333333333333,"[8, 7, 5]"
230,http://carbon-pulse.com/34197/,,EEX clearinghouse partners with financial software firm to expand trading access « Carbon Pulse,2017-05-09,,carbon-pulse.com,English,France,1,8,eu_ets_strong;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""UNKNOWN""]","["""", """", """"]",8,0.6666666666666666,0.8,0.5333333333333333,"[8, 7, 5]"
234,https://www.reuters.com/article/us-britain-eu-energy-idUSKBN1852Q3,http://mobile.reuters.com/article/amp/idUSKBN1852Q3,Britain should stay in EU energy market in Brexit transition deal : think tank,2017-05-31,http://s4.reutersmedia.net/resources_v2/images/rcom-default.png,reuters.com,English,United States,1,3,eu_context;carbon_terms=1,YES,1,"[""YES"", ""NO"", ""UNKNOWN""]","["""", """", """"]",7,0.3333333333333333,0.7,0.2333333333333333,"[7, 5, 3]"
238,http://carbon-pulse.com/35327/,,"EU Market : EUAs end week higher on auction , pre",2017-06-02,,carbon-pulse.com,English,France,1,10,eu_ets_strong;eu_context;carbon_terms=2,YES,1,"[""YES"", ""UNKNOWN"", ""NO""]","["""", """", """"]",7,0.3333333333333333,0.7,0.2333333333333333,"[7, 5, 3]"
242,http://campdesrecrues.com/2017/06/china-and-eu-will-join-forces-to-fight-climate-change/,,China And EU Will  Join Forces  To Fight Climate Change Without America,2017-06-04,,campdesrecrues.com,English,,1,2,eu_context,YES,1,"[""YES"", ""YES"", ""UNKNOWN""]","["""", """", """"]",8,0.6666666666666666,0.8,0.5333333333333333,"[8, 7, 5]"
246,http://chiefexecutive.net/european-ceos-see-opportunity-trumps-climate-stance-not-everyones-cheering/,,"European CEOs See Opportunity in Trump Climate Stance , but not Everyone Cheering ChiefExecutive . net",2017-06-05,http://chiefexecutive.net/wp-content/uploads/2017/06/GettyImages-599655137-compressor.jpg,chiefexecutive.net,English,,1,2,eu_context,UNKNOWN,0,"[""UNKNOWN"", ""YES"", ""NO""]","["""", """", """"]",5,0.3333333333333333,0.0,0.0,"[5, 7, 3]"
250,http://carbon-pulse.com/35643/,,EU Parliament Girling clings to ETS role as Duncan pushes for return « Carbon Pulse,2017-06-09,,carbon-pulse.com,English,France,1,3,eu_context;carbon_terms=1,UNKNOWN,0,"[""UNKNOWN"", ""YES"", ""NO""]","["""", """", """"]",7,0.3333333333333333,0.0,0.0,"[7, 6, 5]"
