_row_id,url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,_query_id,relevance_score,relevance_hits,llm_vote,llm_score,llm_votes,llm_rationales
43,http://www.4-traders.com/news/EEX-Auction-News-EU-Auction--23886861/,http://www.4-traders.com/amp/news/EEX-Auction-News-EU-Auction--23886861/,EEX Auction News : EU Auction,2017-02-16,,4-traders.com,English,United States,1,9,eu_ets_strong;eu_context;carbon_terms=1,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices."", ""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices."", ""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices.""]"
47,http://pt.euronews.com/2017/02/18/o-compromisso-dos-eua-com-a-nato-e-inquebravel-garante-mike-pence,,"  O compromisso dos EUA com a NATO é  inquebrável , garante Mike Pence",2017-02-18,http://static.euronews.com/articles/358265/1000x563_358265.jpg,pt.euronews.com,English,United States,1,8,eu_ets_strong;eu_context,NO,-1,"[""NO"", ""NO"", ""NO""]","[""This headline signals U.S. geopolitical commitment, which may reduce EU ETS carbon price volatility by increasing global climate policy uncertainty."", ""This headline signals U.S. geopolitical commitment, which may reduce EU ETS carbon price volatility by increasing global climate policy uncertainty."", ""This headline signals U.S. geopolitical commitment, which may reduce EU ETS carbon price volatility by increasing global climate policy uncertainty.""]"
51,http://www.4-traders.com/news/EEX-Auction-News-EU-Auction--23907570/,http://www.4-traders.com/amp/news/EEX-Auction-News-EU-Auction--23907570/,EEX Auction News : EU Auction,2017-02-20,,4-traders.com,English,United States,1,9,eu_ets_strong;eu_context;carbon_terms=1,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices."", ""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices."", ""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices.""]"
55,http://www.world-nuclear-news.org/EE-Foratom-says-reforms-to-Europes-ETS-insufficient-2102174.html,,Foratom says reforms to Europe ETS insufficient,2017-02-21,,world-nuclear-news.org,English,United States,1,2,eu_context,NO,-1,"[""NO"", ""NO"", ""NO""]","[""The headline suggests insufficient reforms, which could weaken market confidence and depress carbon prices in the short term."", ""The headline suggests insufficient reforms, which could weaken market confidence and depress carbon prices in the short term."", ""The headline suggests insufficient reforms, which could weaken market confidence and depress carbon prices in the short term.""]"
59,http://www.downtoearth.org.in/blog/eu-at-crossroads-in-climate-negotiations-57203,,EU at crossroads of climate negotiations,2017-02-23,http://cdn.downtoearth.org.in/library/medium/2017-02-23/0.33101200_1487838910_climate-chnage-10.jpg,downtoearth.org.in,English,India,1,2,eu_context,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""Uncertain short-term impact as negotiations could lead to either policy tightening (boosting prices) or relaxation (lowering prices)."", ""Uncertain short-term impact as negotiations could lead to either policy tightening (boosting prices) or relaxation (lowering prices)."", ""Uncertain short-term impact as negotiations could lead to either policy tightening (boosting prices) or relaxation (lowering prices).""]"
63,http://www.euractiv.com/section/energy/opinion/eu-carbon-market-at-risk-of-another-lost-decade/,,EU carbon market at risk of another lost decade – EurActiv . com,2017-02-24,http://www.euractiv.com/wp-content/uploads/sites/2/2015/08/carbon_emissopns_quota_coal_power_station_creditvilleton_flickr_0_0.jpeg,euractiv.com,English,Germany,1,4,eu_context;carbon_terms=2,NO,-1,"[""NO"", ""NO"", ""NO""]","[""The headline signals a warning of prolonged stagnation or underperformance in the EU ETS, which typically depresses carbon prices in the short term."", ""The headline signals a warning of prolonged stagnation or underperformance in the EU ETS, which typically depresses carbon prices in the short term."", ""The headline signals a warning of prolonged stagnation or underperformance in the EU ETS, which typically depresses carbon prices in the short term.""]"
67,http://www.irishsun.com/index.php/sid/252010553,,Europe tough line on shipping emissions,2017-02-26,http://www.irishsun.comhttp://cdn.bignewsnetwork.com/cli1488072245.jpg,irishsun.com,English,United States,1,4,eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""Stricter EU shipping emission rules increase demand for carbon credits, boosting short-term EU ETS prices."", ""Stricter EU shipping emission rules increase demand for carbon credits, boosting short-term EU ETS prices."", ""Stricter EU shipping emission rules increase demand for carbon credits, boosting short-term EU ETS prices.""]"
71,http://www.mondovisione.com/media-and-resources/news/eex-and-belektron-facilitate-access-to-eua-and-euaa-auctions/,,EEX And Belektron Facilitate Access To EUA And EUAA Auctions,2017-02-27,,mondovisione.com,English,United States,1,10,eu_ets_strong;eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""Enhanced auction access via EEX and Belektron boosts market liquidity and could support higher EUA prices."", ""Enhanced auction access via EEX and Belektron boosts market liquidity and could support higher EUA prices."", ""Enhanced auction access via EEX and Belektron boosts market liquidity and could support higher EUA prices.""]"
75,http://www.commodities-now.com/news/power-and-energy/22678-eex-and-belektron-facilitate-access-to-eua-and-euaa-auctions.html,,EEX and Belektron facilitate access to EUA and EUAA auctions,2017-02-28,,commodities-now.com,English,United Kingdom,1,10,eu_ets_strong;eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""Facilitating access to EUA and EUAA auctions increases market liquidity and could support upward pressure on carbon prices."", ""Facilitating access to EUA and EUAA auctions increases market liquidity and could support upward pressure on carbon prices."", ""Facilitating access to EUA and EUAA auctions increases market liquidity and could support upward pressure on carbon prices.""]"
79,http://atwonline.com/delete/us-house-votes-keep-airlines-out-eu-ets,,US House votes to keep airlines out of EU ETS,2017-03-03,http://atwonline.com/site-files/atwonline.com/files/uploads/2011/10/dneuropeanflag281.jpg,atwonline.com,English,United States,1,8,eu_ets_strong;eu_context,YES,1,"[""YES"", ""YES"", ""YES""]","[""This could boost EU ETS prices as airlines, a major emitter, are excluded, tightening supply and increasing scarcity."", ""This could boost EU ETS prices as airlines, a major emitter, are excluded, tightening supply and increasing scarcity."", ""This could boost EU ETS prices as airlines, a major emitter, are excluded, tightening supply and increasing scarcity.""]"
83,http://carbon-pulse.com/31438/,,EU states have completed 70 % of their 2017 EUA allocations,2017-03-06,,carbon-pulse.com,English,France,1,8,eu_ets_strong;eu_context,YES,1,"[""YES"", ""YES"", ""YES""]","[""This signals a significant reduction in supply, which can drive up carbon prices in the short term."", ""This signals a significant reduction in supply, which can drive up carbon prices in the short term."", ""This signals a significant reduction in supply, which can drive up carbon prices in the short term.""]"
87,https://www.pv-magazine.com/2017/03/07/solarpower-europe-summit-opens-6-7-gw-installed-in-europe-in-2016/,,"SolarPower Europe summit opens , 6 . 7 GW installed in Europe in 2016 – pv magazine International",2017-03-07,https://www.pv-magazine.com/wp-content/uploads/2017/03/SolarPower-Europe-1200x800.jpg,pv-magazine.com,English,United States,1,3,eu_context;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""Increased solar capacity installations signal growing renewable energy adoption, potentially pressuring carbon prices downward in the short term."", ""Increased solar capacity installations signal growing renewable energy adoption, potentially pressuring carbon prices downward in the short term."", ""Increased solar capacity installations signal growing renewable energy adoption, potentially pressuring carbon prices downward in the short term.""]"
91,http://www.4-traders.com/news/EEX-Auction-News-EU-Auction--24011419/,http://www.4-traders.com/amp/news/EEX-Auction-News-EU-Auction--24011419/,EEX Auction News : EU Auction,2017-03-09,,4-traders.com,English,United States,1,9,eu_ets_strong;eu_context;carbon_terms=1,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices."", ""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices."", ""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices.""]"
95,https://ec.europa.eu/clima/news/3-april-2017-european-commission-will-release-verified-eu-ets-emissions-data-and-compliance_en,,On 3 April 2017 the European Commission will release verified EU ETS emissions data and compliance information for 2016,2017-03-10,,ec.europa.eu,English,Belgium,1,10,eu_ets_strong;eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""Release of verified emissions data and compliance info typically boosts market transparency and can lead to tighter compliance, supporting price stability or upward pressure in the EU ETS."", ""Release of verified emissions data and compliance info typically boosts market transparency and can lead to tighter compliance, supporting price stability or upward pressure in the EU ETS."", ""Release of verified emissions data and compliance info typically boosts market transparency and can lead to tighter compliance, supporting price stability or upward pressure in the EU ETS.""]"
99,http://www.ftseglobalmarkets.com/news/eex-to-stay-with-polish-emissions-auctions.html,,EEX to stay with Polish emissions auctions,2017-03-15,http://www.ftseglobalmarkets.com/,ftseglobalmarkets.com,English,China,1,10,eu_ets_strong;carbon_terms=4,YES,1,"[""YES"", ""YES"", ""YES""]","[""The continuation of Polish emissions auctions under EEX suggests stable, predictable pricing that supports market confidence and may anchor EU ETS carbon prices."", ""The continuation of Polish emissions auctions under EEX suggests stable, predictable pricing that supports market confidence and may anchor EU ETS carbon prices."", ""The continuation of Polish emissions auctions under EEX suggests stable, predictable pricing that supports market confidence and may anchor EU ETS carbon prices.""]"
103,http://www.bbc.co.uk/news/science-environment-39290593,http://www.bbc.co.uk/news/amp/39290593,Germany to push for carbon price at G20,2017-03-16,http://ichef.bbci.co.uk/news/1024/cpsprodpb/5881/production/_95175622_t1520446-photovoltaic_panels_at_solar_power_station-spl.jpg,bbc.co.uk,English,United Kingdom,1,2,carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""Germany\u2019s push for a higher carbon price at G20 signals stronger policy momentum that could boost EU ETS prices."", ""Germany\u2019s push for a higher carbon price at G20 signals stronger policy momentum that could boost EU ETS prices."", ""Germany\u2019s push for a higher carbon price at G20 signals stronger policy momentum that could boost EU ETS prices.""]"
107,http://www.conservativehome.com/thetorydiary/2017/03/coming-soon-at-least-seven-brexit-bills-perhaps-as-many-as-15-leaving-the-eu-will-define-mays-government-a-fate-she-might-as-well-embrace.html,,Coming soon – at least seven Brexit Bills . Leaving the EU will define May ’ s Government : a fate she should embrace . ,2017-03-20,http://www.conservativehome.com/wp-content/uploads/2016/09/Screen-Shot-2016-09-14-at-07.10.51.png,conservativehome.com,English,United Kingdom,1,2,eu_context,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The Brexit-related legislative activity may influence long-term carbon pricing dynamics but does not provide immediate clarity on short-term EU ETS price movements."", ""The Brexit-related legislative activity may influence long-term carbon pricing dynamics but does not provide immediate clarity on short-term EU ETS price movements."", ""The Brexit-related legislative activity may influence long-term carbon pricing dynamics but does not provide immediate clarity on short-term EU ETS price movements.""]"
111,http://www.businessgreen.com/bg/news/3006909/hard-exit-from-eu-emissions-trading-could-damage-global-climate-action-experts-warn,,"Hard exit from EU emissions trading could damage global climate action , experts warn",2017-03-21,,businessgreen.com,English,United Kingdom,1,5,eu_context;carbon_terms=3,NO,-1,"[""NO"", ""NO"", ""NO""]","[""A hard exit from the EU ETS undermines market stability and reduces carbon price signals, potentially lowering short-term prices."", ""A hard exit from the EU ETS undermines market stability and reduces carbon price signals, potentially lowering short-term prices."", ""A hard exit from the EU ETS undermines market stability and reduces carbon price signals, potentially lowering short-term prices.""]"
115,http://www.4-traders.com/news/EEX-Auction-News-German-Auction--24098316/,http://www.4-traders.com/amp/news/EEX-Auction-News-German-Auction--24098316/,EEX Auction News : German Auction,2017-03-24,,4-traders.com,English,United States,1,7,eu_ets_strong;carbon_terms=1,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices."", ""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices."", ""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices.""]"
119,http://www.4-traders.com/news/EEX-Auction-News-EU-Auction--24107093/,http://www.4-traders.com/amp/news/EEX-Auction-News-EU-Auction--24107093/,EEX Auction News : EU Auction,2017-03-27,,4-traders.com,English,United States,1,9,eu_ets_strong;eu_context;carbon_terms=1,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices."", ""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices."", ""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices.""]"
123,http://europa.eu/rapid/press-release_MEX-17-785_en.htm,,European Commission,2017-03-28,,europa.eu,English,France,1,2,eu_context,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""Insufficient context to assess impact on EU ETS carbon price."", ""Insufficient context to assess impact on EU ETS carbon price."", ""Insufficient context to assess impact on EU ETS carbon price.""]"
127,http://thehayride.com/2017/03/cassidy-to-reduce-carbon-emissions-we-need-more-manufacturing/,,"CASSIDY : To Reduce Carbon Emissions , We Need More Manufacturing",2017-03-30,,thehayride.com,English,United States,1,3,carbon_terms=3,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline\u2019s focus on manufacturing and emissions reduction doesn\u2019t specify policy direction or market impact, making short-term ETS price effects uncertain."", ""The headline\u2019s focus on manufacturing and emissions reduction doesn\u2019t specify policy direction or market impact, making short-term ETS price effects uncertain."", ""The headline\u2019s focus on manufacturing and emissions reduction doesn\u2019t specify policy direction or market impact, making short-term ETS price effects uncertain.""]"
131,http://nyhetsbanken.info/2017/04/01/china-eu-reaffirm-climate-pledges-after-trump-backs-away.html,,"China , EU reaffirm climate pledges after Trump backs away",2017-04-01,,nyhetsbanken.info,English,,2,2,eu_context,YES,1,"[""YES"", ""YES"", ""YES""]","[""China and the EU reaffirming climate pledges signals stronger global demand for carbon credits, potentially boosting EU ETS prices."", ""China and the EU reaffirming climate pledges signals stronger global demand for carbon credits, potentially boosting EU ETS prices."", ""China and the EU reaffirming climate pledges signals stronger global demand for carbon credits, potentially boosting EU ETS prices.""]"
135,http://www.hydrogenfuelnews.com/eu-launches-energy-efficiency-directive/856267/,,EU launches Energy Efficiency Directive,2017-04-02,,hydrogenfuelnews.com,English,United States,2,2,eu_context,YES,1,"[""YES"", ""YES"", ""YES""]","[""The directive boosts energy efficiency, lowering emissions and potentially stabilizing or increasing carbon prices."", ""The directive boosts energy efficiency, lowering emissions and potentially stabilizing or increasing carbon prices."", ""The directive boosts energy efficiency, lowering emissions and potentially stabilizing or increasing carbon prices.""]"
139,http://carbon-pulse.com/32773/,,EU Market : EUAs follow coal lower as ETS reform talks begin slowly « Carbon Pulse,2017-04-04,,carbon-pulse.com,English,France,1,11,eu_ets_strong;eu_context;carbon_terms=2;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""Lower coal prices suggest reduced carbon intensity, potentially boosting ETS demand as reform talks signal future tightening."", ""Lower coal prices suggest reduced carbon intensity, potentially boosting ETS demand as reform talks signal future tightening."", ""Lower coal prices suggest reduced carbon intensity, potentially boosting ETS demand as reform talks signal future tightening.""]"
143,http://www.hellenicshippingnews.com/cutting-carbon-emissions-in-shipping-the-imo-and-the-eu-in-competing-positions/,,Cutting Carbon Emissions in Shipping : The IMO and the EU in Competing Positions,2017-04-05,,hellenicshippingnews.com,English,China,1,5,eu_context;carbon_terms=3,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline suggests regulatory divergence between IMO and EU that could create market uncertainty, potentially affecting short-term carbon price stability."", ""The headline suggests regulatory divergence between IMO and EU that could create market uncertainty, potentially affecting short-term carbon price stability."", ""The headline suggests regulatory divergence between IMO and EU that could create market uncertainty, potentially affecting short-term carbon price stability.""]"
147,http://reneweconomy.com.au/european-utilities-commit-no-new-coal-plants-2020/,,European utilities commit to no new coal plants after 2020,2017-04-06,http://reneweconomy.com.au/wp-content/uploads/2017/04/12vyEZ4EL01AnuUOQZqkMRw.jpeg,reneweconomy.com.au,English,Australia,1,3,eu_context;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""Reduced coal plant construction signals long-term decarbonization, potentially supporting higher carbon prices."", ""Reduced coal plant construction signals long-term decarbonization, potentially supporting higher carbon prices."", ""Reduced coal plant construction signals long-term decarbonization, potentially supporting higher carbon prices.""]"
151,http://ens-newswire.com/2017/04/07/eu-parliament-votes-to-tighten-car-emissions-oversight/,, – EU Parliament Votes to Tighten Car Emissions Oversight,2017-04-08,,ens-newswire.com,English,United States,2,4,eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""Stricter emissions oversight increases demand for carbon credits, boosting short-term EU ETS prices."", ""Stricter emissions oversight increases demand for carbon credits, boosting short-term EU ETS prices."", ""Stricter emissions oversight increases demand for carbon credits, boosting short-term EU ETS prices.""]"
155,http://www.naturalgasworld.com/ggp-the-carbon-buyers-club-international-emissions-trading-beyond-paris-36911,,GGP : The carbon buyer club : international emissions trading beyond Paris,2017-04-09,,naturalgasworld.com,English,,1,4,carbon_terms=4,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline suggests a potential expansion or innovation in carbon trading beyond the EU ETS, which could influence market dynamics but doesn\u2019t specify direction or impact."", ""The headline suggests a potential expansion or innovation in carbon trading beyond the EU ETS, which could influence market dynamics but doesn\u2019t specify direction or impact."", ""The headline suggests a potential expansion or innovation in carbon trading beyond the EU ETS, which could influence market dynamics but doesn\u2019t specify direction or impact.""]"
159,http://www.eurasiareview.com/10042017-uncovered-isotopic-fingerprint-of-n2o-emissions-from-arctic-tundra/,,Uncovered Isotopic Fingerprint Of N2O Emissions From Arctic Tundra – Eurasia Review,2017-04-10,https://i0.wp.com/www.eurasiareview.com/wp-content/uploads/2017/04/b-5.jpg?fit=825%2C510,eurasiareview.com,English,United States,2,4,eu_context;carbon_terms=2,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The discovery of an isotopic fingerprint for N2O emissions may reveal new sources or quantify existing ones, potentially influencing policy or market dynamics, but its immediate impact on EU ETS prices is unclear."", ""The discovery of an isotopic fingerprint for N2O emissions may reveal new sources or quantify existing ones, potentially influencing policy or market dynamics, but its immediate impact on EU ETS prices is unclear."", ""The discovery of an isotopic fingerprint for N2O emissions may reveal new sources or quantify existing ones, potentially influencing policy or market dynamics, but its immediate impact on EU ETS prices is unclear.""]"
163,http://www.4-traders.com/news/Analysts-up-EU-carbon-price-forecasts-on-market-reform-hopes--24201135/,http://www.4-traders.com/amp/news/Analysts-up-EU-carbon-price-forecasts-on-market-reform-hopes--24201135/,Analysts up EU carbon price forecasts on market reform hopes,2017-04-12,,4-traders.com,English,United States,1,5,eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""Analysts raising forecasts due to anticipated market reform signals increased demand and potential price appreciation."", ""Analysts raising forecasts due to anticipated market reform signals increased demand and potential price appreciation."", ""Analysts raising forecasts due to anticipated market reform signals increased demand and potential price appreciation.""]"
167,http://www.independent.ie/breaking-news/irish-news/ireland-to-fall-short-of-2020-greenhouse-gas-emissions-target-35620385.html,http://m.independent.ie/breaking-news/irish-news/ireland-to-fall-short-of-2020-greenhouse-gas-emissions-target-35620385.html,Ireland to fall short of 2020 greenhouse gas emissions target,2017-04-13,http://www.independent.ie/breaking-news/irish-news/article35620384.ece/ALTERNATES/h342/PANews_P-1e034f8f-b5a6-4cac-97ea-0e4f16062b4c_I1.jpg,independent.ie,English,Ireland,1,3,carbon_terms=2;energy_driver,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Ireland\u2019s shortfall in emissions targets may signal weaker compliance or higher abatement costs, potentially pressuring EU ETS prices in the short term."", ""Ireland\u2019s shortfall in emissions targets may signal weaker compliance or higher abatement costs, potentially pressuring EU ETS prices in the short term."", ""Ireland\u2019s shortfall in emissions targets may signal weaker compliance or higher abatement costs, potentially pressuring EU ETS prices in the short term.""]"
171,http://foreignpolicy.com/2017/04/13/europe-is-still-a-superpower/,http://foreignpolicy.com/2017/04/13/europe-is-still-a-superpower/amp/,Europe Is Still a Superpower,2017-04-14,https://foreignpolicymag.files.wordpress.com/2017/04/gettyimages-6579627581.jpg,foreignpolicy.com,English,United States,2,3,eu_context;energy_driver,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline lacks specific economic or policy indicators tied to EU ETS market dynamics to assess short-term price impact."", ""The headline lacks specific economic or policy indicators tied to EU ETS market dynamics to assess short-term price impact."", ""The headline lacks specific economic or policy indicators tied to EU ETS market dynamics to assess short-term price impact.""]"
