_row_id,url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,_query_id,relevance_score,relevance_hits,llm_vote,llm_score,llm_votes,llm_rationales
61,http://www.handyshippingguide.com/shipping-news/Merchant%20Shipping%20to%20be%20Included%20in%20European%20Emissions%20Trading%20Scheme_7772,,Merchant Shipping to be Included in European Emissions Trading Scheme,2017-02-24,,handyshippingguide.com,English,United Kingdom,1,11,eu_ets_strong;eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""Adding merchant shipping to the EU ETS expands the scope of carbon pricing, likely increasing demand and pushing prices higher in the short term."", ""Adding merchant shipping to the EU ETS expands the scope of carbon pricing, likely increasing demand and pushing prices higher in the short term."", ""Adding merchant shipping to the EU ETS expands the scope of carbon pricing, likely increasing demand and pushing prices higher in the short term.""]"
65,http://www.naturalgasworld.com/us-eu-must-prioritize-energy-security-in-policy-discussions-35913,,"US , EU must prioritize energy security in policy discussions",2017-02-25,,naturalgasworld.com,English,,1,2,eu_context,YES,1,"[""YES"", ""YES"", ""YES""]","[""Energy security focus by both US and EU may lead to increased carbon pricing as nations seek to reduce emissions and ensure reliable energy supplies."", ""Energy security focus by both US and EU may lead to increased carbon pricing as nations seek to reduce emissions and ensure reliable energy supplies."", ""Energy security focus by both US and EU may lead to increased carbon pricing as nations seek to reduce emissions and ensure reliable energy supplies.""]"
69,http://www.carbonnews.co.nz/story.asp?storyID=11945,,Europe takes tough line on shipping emissions,2017-02-26,,carbonnews.co.nz,English,,1,4,eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""Stricter shipping emissions regulations increase demand for carbon credits, boosting EU ETS prices."", ""Stricter shipping emissions regulations increase demand for carbon credits, boosting EU ETS prices."", ""Stricter shipping emissions regulations increase demand for carbon credits, boosting EU ETS prices.""]"
73,http://carbon-pulse.com/31193/,,EU Market : Reform deal news helps EUAs recover ground lost after abysmal auction « Carbon Pulse,2017-02-28,,carbon-pulse.com,English,France,1,11,eu_ets_strong;eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""The reform deal signals renewed market confidence and likely boosts demand for EUAs, supporting short-term price recovery."", ""The reform deal signals renewed market confidence and likely boosts demand for EUAs, supporting short-term price recovery."", ""The reform deal signals renewed market confidence and likely boosts demand for EUAs, supporting short-term price recovery.""]"
77,http://carbon-pulse.com/31303/,,EU Market : EUAs fall after scraping new 2,2017-03-02,,carbon-pulse.com,English,France,1,9,eu_ets_strong;eu_context;carbon_terms=1,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Declining EUA prices indicate reduced market confidence or lower demand for carbon credits in the short term."", ""Declining EUA prices indicate reduced market confidence or lower demand for carbon credits in the short term."", ""Declining EUA prices indicate reduced market confidence or lower demand for carbon credits in the short term.""]"
81,http://carbon-pulse.com/31381/,,EU carbon options veteran hangs up his boots « Carbon Pulse,2017-03-03,,carbon-pulse.com,English,France,1,3,eu_context;carbon_terms=1,YES,1,"[""YES"", ""YES"", ""YES""]","[""The departure of a seasoned carbon options veteran may signal institutional confidence in the market\u2019s long-term trajectory, potentially stabilizing or boosting short-term prices."", ""The departure of a seasoned carbon options veteran may signal institutional confidence in the market\u2019s long-term trajectory, potentially stabilizing or boosting short-term prices."", ""The departure of a seasoned carbon options veteran may signal institutional confidence in the market\u2019s long-term trajectory, potentially stabilizing or boosting short-term prices.""]"
85,http://dailycaller.com/2017/03/05/poland-officially-challenging-eus-global-warming-scheme/,http://amp.dailycaller.com/2017/03/05/poland-officially-challenging-eus-global-warming-scheme/,Poland Officially Challenging EU Global Warming Scheme,2017-03-06,http://cdn01.dailycaller.com/wp-content/uploads/2017/02/rsz_shutterstock_536615242-e1486483105160.jpg,dailycaller.com,English,United States,1,2,eu_context,YES,1,"[""YES"", ""YES"", ""YES""]","[""Poland\u2019s legal challenge may delay or disrupt EU ETS compliance, potentially creating short-term price volatility or support as markets anticipate regulatory uncertainty."", ""Poland\u2019s legal challenge may delay or disrupt EU ETS compliance, potentially creating short-term price volatility or support as markets anticipate regulatory uncertainty."", ""Poland\u2019s legal challenge may delay or disrupt EU ETS compliance, potentially creating short-term price volatility or support as markets anticipate regulatory uncertainty.""]"
89,http://reneweconomy.com.au/halving-of-coal-demand-pushes-uk-carbon-emissions-down-6-2016/,,Halving of coal demand pushes united kingdom carbon emissions down 6 % ,2017-03-08,http://reneweconomy.com.au/wp-content/uploads/2017/03/re-e1488935559398.png,reneweconomy.com.au,English,Australia,1,4,carbon_terms=3;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""Reduced coal demand in the UK lowers emissions, potentially easing pressure on EU ETS prices in the short term."", ""Reduced coal demand in the UK lowers emissions, potentially easing pressure on EU ETS prices in the short term."", ""Reduced coal demand in the UK lowers emissions, potentially easing pressure on EU ETS prices in the short term.""]"
93,http://www.edie.net/news/6/-Difficult-to-see--UK-remaining-in-EU-ETS/,,  Difficult to see  united kingdom remaining in EU ETS,2017-03-09,http://edienet.s3.amazonaws.com/news/images/34592.jpg,edie.net,English,United Kingdom,1,8,eu_ets_strong;eu_context,YES,1,"[""YES"", ""YES"", ""YES""]","[""A UK exit from the EU ETS could reduce market depth and create uncertainty, potentially lowering carbon prices short-term."", ""A UK exit from the EU ETS could reduce market depth and create uncertainty, potentially lowering carbon prices short-term."", ""A UK exit from the EU ETS could reduce market depth and create uncertainty, potentially lowering carbon prices short-term.""]"
97,http://in-cyprus.com/price-of-cyprus-electricity-set-to-rise-by-15-in-2020/,,Price of Cyprus electricity set to rise by 15 % in 2020 – in,2017-03-13,http://in-cyprus.com/wp-content/uploads/2017/03/energy-1.jpg,in-cyprus.com,English,Cyprus,1,2,carbon_terms=1;energy_driver,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""Cyprus\u2019s electricity price increase may reflect local market dynamics, not necessarily a direct signal for EU ETS pricing."", ""Cyprus\u2019s electricity price increase may reflect local market dynamics, not necessarily a direct signal for EU ETS pricing."", ""Cyprus\u2019s electricity price increase may reflect local market dynamics, not necessarily a direct signal for EU ETS pricing.""]"
101,http://www.platts.com/latest-news/electric-power/brussels/thermal-power-plants-to-limit-eu-power-price-26685472,,Thermal power plants to limit EU power price falls,2017-03-15,,platts.com,English,United States,1,4,eu_context;carbon_terms=1;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""Thermal power plants limiting price falls suggests reduced supply constraints, which can support carbon price stability and potentially increase it."", ""Thermal power plants limiting price falls suggests reduced supply constraints, which can support carbon price stability and potentially increase it."", ""Thermal power plants limiting price falls suggests reduced supply constraints, which can support carbon price stability and potentially increase it.""]"
105,http://klimapolitik.com.mx/germany-to-push-for-carbon-price-at-g20/,,Germany to push for carbon price at G20,2017-03-18,http://klimapolitik.com.mx/wp-content/uploads/2017/03/Germany-1.jpg,klimapolitik.com.mx,English,Mexico,1,2,carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""Germany\u2019s push for a higher carbon price at G20 signals stronger policy momentum that could boost EU ETS prices."", ""Germany\u2019s push for a higher carbon price at G20 signals stronger policy momentum that could boost EU ETS prices."", ""Germany\u2019s push for a higher carbon price at G20 signals stronger policy momentum that could boost EU ETS prices.""]"
109,http://carbon-pulse.com/32213/,,EU Market : EUAs dip to 1,2017-03-21,,carbon-pulse.com,English,France,1,9,eu_ets_strong;eu_context;carbon_terms=1,NO,-1,"[""NO"", ""NO"", ""NO""]","[""A dip in EUA prices to 1 indicates declining market demand or reduced carbon pricing, signaling short-term weakness in the EU ETS."", ""A dip in EUA prices to 1 indicates declining market demand or reduced carbon pricing, signaling short-term weakness in the EU ETS."", ""A dip in EUA prices to 1 indicates declining market demand or reduced carbon pricing, signaling short-term weakness in the EU ETS.""]"
113,http://www.swissinfo.ch/eng/climate-change_swiss-system-of-carbon-trading-faulted/43054560,,Swiss system of carbon trading faulted,2017-03-23,,swissinfo.ch,English,Switzerland,1,2,carbon_terms=2,NO,-1,"[""NO"", ""NO"", ""NO""]","[""The criticism of the Swiss carbon trading system may signal regulatory or market weaknesses that could impact EU ETS pricing through cross-border spillovers or reduced confidence."", ""The criticism of the Swiss carbon trading system may signal regulatory or market weaknesses that could impact EU ETS pricing through cross-border spillovers or reduced confidence."", ""The criticism of the Swiss carbon trading system may signal regulatory or market weaknesses that could impact EU ETS pricing through cross-border spillovers or reduced confidence.""]"
117,https://www.edie.net/news/6/Reform-of-EU-carbon-trading-scheme-agreed/,,Reform of EU carbon trading scheme agreed,2017-03-25,https://edienet.s3.amazonaws.com/news/images/34554.jpg,edie.net,English,United Kingdom,1,4,eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""Reform of the EU ETS is likely to enhance market efficiency and stability, potentially boosting carbon prices in the short term."", ""Reform of the EU ETS is likely to enhance market efficiency and stability, potentially boosting carbon prices in the short term."", ""Reform of the EU ETS is likely to enhance market efficiency and stability, potentially boosting carbon prices in the short term.""]"
121,http://carbon-pulse.com/32444/,,EU Market : EUAs drop to 2017 low on mix of bearish factors « Carbon Pulse,2017-03-28,,carbon-pulse.com,English,France,1,10,eu_ets_strong;eu_context;carbon_terms=2,NO,-1,"[""NO"", ""NO"", ""NO""]","[""EU ETS carbon prices are under pressure as market participants react to a combination of weak demand and policy uncertainty."", ""EU ETS carbon prices are under pressure as market participants react to a combination of weak demand and policy uncertainty."", ""EU ETS carbon prices are under pressure as market participants react to a combination of weak demand and policy uncertainty.""]"
125,http://www.4-traders.com/news/ICYMI-Cassidy-Oped-To-Reduce-Carbon-Emissions-We-Need-More-Manufacturing--24127566/,http://www.4-traders.com/amp/news/ICYMI-Cassidy-Oped-To-Reduce-Carbon-Emissions-We-Need-More-Manufacturing--24127566/,"ICYMI Cassidy Oped : To Reduce Carbon Emissions , We Need More Manufacturing",2017-03-29,,4-traders.com,English,United States,1,3,carbon_terms=3,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline suggests a policy shift toward manufacturing, which could impact emissions but doesn\u2019t specify whether it will increase or decrease carbon prices in the short term."", ""The headline suggests a policy shift toward manufacturing, which could impact emissions but doesn\u2019t specify whether it will increase or decrease carbon prices in the short term."", ""The headline suggests a policy shift toward manufacturing, which could impact emissions but doesn\u2019t specify whether it will increase or decrease carbon prices in the short term.""]"
129,http://abc.az/eng/news/main/102837.html,,"ADB : GHG emissions in Azerbaijan , Kazakhstan and Uzbekistan to grow until 2050",2017-03-31,http://abc.az/photos/115356.jpg,abc.az,English,Azerbaijan,1,2,carbon_terms=2,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline indicates regional emissions growth but does not directly link to EU ETS market dynamics or pricing signals."", ""The headline indicates regional emissions growth but does not directly link to EU ETS market dynamics or pricing signals."", ""The headline indicates regional emissions growth but does not directly link to EU ETS market dynamics or pricing signals.""]"
133,https://gefira.org/en/2017/03/31/operation-husky-again/,,"Africa ’ s gate to Europe : Operation Husky , again",2017-04-02,https://gefira.org/wp-content/uploads/2017/03/sack_rome1.png,gefira.org,English,,2,2,eu_context,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline refers to a historical military operation and lacks direct relevance to current EU ETS carbon pricing dynamics."", ""The headline refers to a historical military operation and lacks direct relevance to current EU ETS carbon pricing dynamics."", ""The headline refers to a historical military operation and lacks direct relevance to current EU ETS carbon pricing dynamics.""]"
137,http://uk.reuters.com/article/uk-europe-emissions-data-idUKKBN17510W,http://uk.mobile.reuters.com/article/amp/idUKKBN17510W,EU carbon market installation emissions up 1 . 1 percent in 2016,2017-04-03,http://s3.reutersmedia.net/resources/r/?m=02&d=20170403&t=2&i=1179115843&w=&fh=545px&fw=&ll=&pl=&sq=&r=LYNXMPED320JJ,uk.reuters.com,English,United States,1,6,eu_context;carbon_terms=4,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Higher emissions suggest increased carbon intensity, potentially pressuring carbon prices as demand for allowances may weaken."", ""Higher emissions suggest increased carbon intensity, potentially pressuring carbon prices as demand for allowances may weaken."", ""Higher emissions suggest increased carbon intensity, potentially pressuring carbon prices as demand for allowances may weaken.""]"
141,http://www.theenergycollective.com/dave-jones/2401723/european-coal-emissions-decline-german-lignite-stations-keep-pumping,,European Coal Emissions Decline but German Lignite Stations Keep Pumping On,2017-04-04,http://www.theenergycollective.com/wp-content/uploads/2017/04/Boxberg-lignite-power-station-sold-by-Vattenfall-to-LEAG-slider-thumb.jpg,theenergycollective.com,English,United States,1,5,eu_context;carbon_terms=2;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""Declining coal emissions signal reduced carbon intensity, potentially boosting EU ETS prices as demand for allowances tightens."", ""Declining coal emissions signal reduced carbon intensity, potentially boosting EU ETS prices as demand for allowances tightens."", ""Declining coal emissions signal reduced carbon intensity, potentially boosting EU ETS prices as demand for allowances tightens.""]"
145,https://news.mongabay.com/2017/04/successful-colombian-rainforest-project-exposes-problems-with-carbon-emissions-trading/,https://news.mongabay.com/2017/04/successful-colombian-rainforest-project-exposes-problems-with-carbon-emissions-trading/amp/,Successful Colombian rainforest project exposes problems with carbon emissions trading,2017-04-06,https://news.mongabay.com/wp-content/uploads/sites/20/2017/04/colombia_1861.jpg,news.mongabay.com,English,United States,1,4,carbon_terms=4,NO,-1,"[""NO"", ""NO"", ""NO""]","[""This exposes systemic flaws in carbon markets, potentially reducing investor confidence and lowering carbon prices."", ""This exposes systemic flaws in carbon markets, potentially reducing investor confidence and lowering carbon prices."", ""This exposes systemic flaws in carbon markets, potentially reducing investor confidence and lowering carbon prices.""]"
149,https://www.hellenicshippingnews.com/why-an-emissions-trading-scheme-in-the-eu-can-pose-a-huge-problem-to-our-industry/,,Why an Emissions Trading Scheme in the EU can pose a huge problem to our industry,2017-04-07,,hellenicshippingnews.com,English,China,1,5,eu_context;carbon_terms=3,NO,-1,"[""NO"", ""NO"", ""NO""]","[""The headline suggests regulatory uncertainty and industry disruption, which can suppress carbon price confidence and reduce short-term trading activity."", ""The headline suggests regulatory uncertainty and industry disruption, which can suppress carbon price confidence and reduce short-term trading activity."", ""The headline suggests regulatory uncertainty and industry disruption, which can suppress carbon price confidence and reduce short-term trading activity.""]"
153,http://www.charlotteobserver.com/news/business/national-business/article143266194.html,https://charlotteobserver.relaymedia.com/amp/news/business/national-business/article143266194.html,EU probes German power reserve plan amid state aid concerns,2017-04-08,http://www.charlotteobserver.com/static/images/charlotteobserver/facebook.jpg,charlotteobserver.com,English,United States,2,3,eu_context;energy_driver,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Regulatory scrutiny of Germany\u2019s power reserve plan may dampen market confidence and suppress carbon price volatility."", ""Regulatory scrutiny of Germany\u2019s power reserve plan may dampen market confidence and suppress carbon price volatility."", ""Regulatory scrutiny of Germany\u2019s power reserve plan may dampen market confidence and suppress carbon price volatility.""]"
157,http://carbon-pulse.com/33051/,,EU Market : EUAs shed 2 % on weaker energy after late slump « Carbon Pulse,2017-04-10,,carbon-pulse.com,English,France,1,10,eu_ets_strong;eu_context;carbon_terms=2,NO,-1,"[""NO"", ""NO"", ""NO""]","[""A 2% drop in EUA prices reflects weakening energy markets, signaling reduced demand or uncertainty that could pressure carbon prices short-term."", ""A 2% drop in EUA prices reflects weakening energy markets, signaling reduced demand or uncertainty that could pressure carbon prices short-term."", ""A 2% drop in EUA prices reflects weakening energy markets, signaling reduced demand or uncertainty that could pressure carbon prices short-term.""]"
161,http://www.climatechangenews.com/2017/04/11/balkan-utilities-gambling-coal-eu-opts/,,Balkans are gambling on coal as EU utilities opt out,2017-04-11,http://www.climatechangenews.com/files/2016/10/198719658_4c8c5f450b_b-e1477584248564.jpg,climatechangenews.com,English,France,1,3,eu_context;energy_driver,NO,-1,"[""NO"", ""NO"", ""NO""]","[""This signals increased coal reliance in the Balkans, potentially undermining EU ETS compliance and driving down carbon prices."", ""This signals increased coal reliance in the Balkans, potentially undermining EU ETS compliance and driving down carbon prices."", ""This signals increased coal reliance in the Balkans, potentially undermining EU ETS compliance and driving down carbon prices.""]"
165,http://uk.reuters.com/article/europe-electricity-idUKL8N1HK1JG,http://uk.mobile.reuters.com/article/amp/idUKL8N1HK1JG,EUROPE POWER,2017-04-12,http://s4.reutersmedia.net/resources_v2/images/rcom-default.png,uk.reuters.com,English,United States,2,3,eu_context;energy_driver,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline is incomplete and lacks context to assess its impact on EU ETS carbon prices."", ""The headline is incomplete and lacks context to assess its impact on EU ETS carbon prices."", ""The headline is incomplete and lacks context to assess its impact on EU ETS carbon prices.""]"
169,http://www.theolivepress.es/spain-news/2017/04/14/spain-criticised-european-climate-foundation-reliance-carbon-energy-power/,,Spain criticised by European Climate Foundation for reliance on carbon energy power,2017-04-14,http://www.theolivepress.es/wp-content/uploads/2017/04/step-up.jpg,theolivepress.es,English,Spain,2,4,eu_context;carbon_terms=1;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""Spain\u2019s reliance on carbon energy may signal a short-term price support as EU ETS markets react to policy scrutiny and potential regulatory tightening."", ""Spain\u2019s reliance on carbon energy may signal a short-term price support as EU ETS markets react to policy scrutiny and potential regulatory tightening."", ""Spain\u2019s reliance on carbon energy may signal a short-term price support as EU ETS markets react to policy scrutiny and potential regulatory tightening.""]"
