27.09.2024,11:00,Auction 4. Period DE,T3PA,successful,65.45,60.00,120.00,65.59,65.09,"1,886,500","3,557,000",99,20,4.30,"35,929","154,652","242,362","134,750","260,515",1.89,23,14,"123,471,425",DE,,,,,,"123,471,425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.09.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,63.88,62.01,120.00,64.61,63.76,"3,287,500","4,857,000",95,39,4.32,"51,126","220,773","284,683","182,639","287,230",1.48,22,18,"210,005,500",EU,"2,203,860","3,832,800","5,908,900","670,740","4,791,000",,"2,076,100","1,820,580","7,729,480","18,205,800","2,970,420","10,731,840","830,440","6,068,600","958,200","15,938,060",0,"18,461,320","23,412,020",0,"606,860",0,"447,160","43,630,040","287,460","15,586,720","6,579,640","1,245,660",,"3,736,980","6,611,580","1,597,000","958,200","2,108,040",
25.09.2024,11:00,Auction 4. Period CAP3 PL,T3PA,successful,63.55,60.00,120.00,63.96,63.39,"2,833,500","5,095,500",97,25,4.22,"52,531","221,543","251,134","166,676","250,894",1.80,23,17,"180,068,925",PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"180,068,925",,,,,,
24.09.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,63.91,60.00,120.00,64.19,63.58,"3,287,500","5,323,500",103,22,4.48,"51,684","231,457","287,448","252,885","306,642",1.62,23,13,"210,104,125",EU,"2,204,895","3,834,600","5,911,675","671,055","4,793,250",,"2,077,075","1,821,435","7,733,110","18,214,350","2,971,815","10,736,880","830,830","6,071,450","958,650","15,945,545",0,"18,469,990","23,423,015",0,"607,145",0,"447,370","43,650,530","287,595","15,594,040","6,582,730","1,246,245",,"3,738,735","6,614,685","1,597,750","958,650","2,109,030",
23.09.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,64.00,61.99,660.66,69.55,63.81,"3,287,500","5,470,500",114,30,4.75,"47,987","227,938","280,155","205,469","291,621",1.66,24,16,"210,400,000",EU,"2,208,000","3,840,000","5,920,000","672,000","4,800,000",,"2,080,000","1,824,000","7,744,000","18,240,000","2,976,000","10,752,000","832,000","6,080,000","960,000","15,968,000",0,"18,496,000","23,456,000",0,"608,000",0,"448,000","43,712,000","288,000","15,616,000","6,592,000","1,248,000",,"3,744,000","6,624,000","1,600,000","960,000","2,112,000",
20.09.2024,11:00,Auction 4. Period DE,T3PA,successful,63.18,61.56,120.00,63.56,62.95,"1,886,500","3,668,000",106,29,4.61,"34,604","159,478","185,389","99,289","173,790",1.94,23,19,"119,189,070",DE,,,,,,"119,189,070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.09.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,63.56,62.10,120.00,64.58,63.33,"3,290,500","5,386,000",98,26,4.45,"54,959","244,818","289,299","182,806","254,962",1.64,22,18,"209,144,180",EU,"2,192,820","3,813,600","5,879,300","667,380","4,767,000",,"2,065,700","1,811,460","7,690,760","18,114,600","2,955,540","10,678,080","826,280","6,038,200","953,400","15,858,220","158,900","18,368,840","23,294,740","31,780","603,820",0,"444,920","43,411,480","286,020","15,508,640","6,546,680","1,239,420",,"3,718,260","6,578,460","1,589,000","953,400","2,097,480",
18.09.2024,11:01,EUAA Auction CAP3 EU,EAA3,successful,62.80,60.10,67.00,62.61,62.67,"906,000","2,412,000",72,28,6.00,"33,500","201,000","145,293","82,364","66,594",2.66,12,11,"56,896,800",EU,"1,475,800","2,009,600","690,800","502,400","722,200",,"1,821,200","188,400","3,642,400","10,424,800","1,507,200","7,912,800","533,800","690,800","1,350,200",,"628,000","8,603,600",,0,"314,000","251,200","376,800",,"408,200",,"3,014,400","2,951,600",,"2,731,800","1,318,800","2,606,200","94,200","125,600",
17.09.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,62.71,60.81,120.00,63.69,62.41,"3,287,500","5,642,000",106,33,4.24,"53,226","225,680","251,214","173,026","228,620",1.72,25,19,"206,159,125",EU,"2,163,495","3,762,600","5,800,675","658,455","4,703,250",,"2,038,075","1,787,235","7,587,910","17,872,350","2,916,015","10,535,280","815,230","5,957,450","940,650","15,646,145",0,"18,123,190","22,983,215",0,"595,745",0,"438,970","42,830,930","282,195","15,301,240","6,459,130","1,222,845",,"3,668,535","6,490,485","1,567,750","940,650","2,069,430",
16.09.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,64.94,61.08,120.00,64.68,62.91,"3,287,500","6,730,500",111,11,4.63,"60,635","280,438","355,974","657,500","437,456",2.05,24,5,"213,490,250",EU,"2,240,430","3,896,400","6,006,950","681,870","4,870,500",,"2,110,550","1,850,790","7,857,740","18,507,900","3,019,710","10,909,920","844,220","6,169,300","974,100","16,202,530",0,"18,767,660","23,800,510",0,"616,930",0,"454,580","44,354,020","292,230","15,845,360","6,688,820","1,266,330",,"3,798,990","6,721,290","1,623,500","974,100","2,143,020",
13.09.2024,11:00,Auction 4. Period DE,T3PA,successful,64.89,63.03,120.00,66.58,64.85,"1,886,500","2,798,500",91,41,4.14,"30,753","127,205","179,555","99,289","188,895",1.48,22,19,"122,414,985",DE,,,,,,"122,414,985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.09.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,65.10,63.60,120.00,67.71,64.86,"3,287,500","5,025,000",87,30,3.95,"57,759","228,409","308,070","205,469","302,745",1.53,22,16,"214,016,250",EU,"2,245,950","3,906,000","6,021,750","683,550","4,882,500",,"2,115,750","1,855,350","7,877,100","18,553,500","3,027,150","10,936,800","846,300","6,184,500","976,500","16,242,450",0,"18,813,900","23,859,150",0,"618,450",0,"455,700","44,463,300","292,950","15,884,400","6,705,300","1,269,450",,"3,808,350","6,737,850","1,627,500","976,500","2,148,300",
11.09.2024,11:00,Auction 4. Period CAP3 PL,T3PA,successful,64.75,62.72,120.00,65.26,64.53,"2,833,500","4,539,000",101,38,3.88,"44,941","174,577","214,017","157,417","229,883",1.60,26,18,"183,469,125",PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"183,469,125",,,,,,
10.09.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,65.83,63.61,120.00,66.36,65.59,"3,287,500","5,296,500",106,39,4.24,"49,967","211,860","266,788","173,026","253,289",1.61,25,19,"216,416,125",EU,"2,271,135","3,949,800","6,089,275","691,215","4,937,250",,"2,139,475","1,876,155","7,965,430","18,761,550","3,061,095","11,059,440","855,790","6,253,850","987,450","16,424,585",0,"19,024,870","24,126,695",0,"625,385",0,"460,810","44,961,890","296,235","16,062,520","6,780,490","1,283,685",,"3,851,055","6,813,405","1,645,750","987,450","2,172,390",
09.09.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,65.75,63.83,120.00,66.48,65.37,"3,287,500","5,490,500",120,27,4.44,"45,754","203,352","248,823","205,469","258,516",1.67,27,16,"216,153,125",EU,"2,268,375","3,945,000","6,081,875","690,375","4,931,250",,"2,136,875","1,873,875","7,955,750","18,738,750","3,057,375","11,046,000","854,750","6,246,250","986,250","16,404,625",0,"19,001,750","24,097,375",0,"624,625",0,"460,250","44,907,250","295,875","16,043,000","6,772,250","1,282,125",,"3,846,375","6,805,125","1,643,750","986,250","2,169,750",
06.09.2024,11:00,Auction 4. Period DE,T3PA,successful,67.00,64.12,120.00,66.84,66.32,"1,886,500","4,617,500",118,21,4.54,"39,131","177,596","194,728","157,208","201,704",2.45,26,12,"126,395,500",DE,,,,,,"126,395,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.09.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,65.99,64.50,120.00,66.74,65.91,"3,287,500","4,710,500",95,39,3.80,"49,584","188,420","252,886","142,935","222,695",1.43,25,23,"216,942,125",EU,"2,276,655","3,959,400","6,104,075","692,895","4,949,250",,"2,144,675","1,880,715","7,984,790","18,807,150","3,068,535","11,086,320","857,870","6,269,050","989,850","16,464,505",0,"19,071,110","24,185,335",0,"626,905",0,"461,930","45,071,170","296,955","16,101,560","6,796,970","1,286,805",,"3,860,415","6,829,965","1,649,750","989,850","2,177,670",
03.09.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,68.56,67.00,120.00,69.00,68.39,"3,287,500","4,986,500",109,34,4.04,"45,748","184,685","236,926","156,548","223,319",1.52,27,21,"225,391,000",EU,"2,365,320","4,113,600","6,341,800","719,880","5,142,000",,"2,228,200","1,953,960","8,295,760","19,539,600","3,188,040","11,518,080","891,280","6,513,200","1,028,400","17,105,720",0,"19,813,840","25,127,240",0,"651,320",0,"479,920","46,826,480","308,520","16,728,640","7,061,680","1,336,920",,"4,010,760","7,095,960","1,714,000","1,028,400","2,262,480",
02.09.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,69.30,66.50,120.00,69.88,68.99,"3,287,500","5,626,000",114,30,4.75,"49,351","234,417","290,230","205,469","288,491",1.71,24,16,"227,823,750",EU,"2,390,850","4,158,000","6,410,250","727,650","5,197,500",,"2,252,250","1,975,050","8,385,300","19,750,500","3,222,450","11,642,400","900,900","6,583,500","1,039,500","17,290,350",0,"20,027,700","25,398,450",0,"658,350",0,"485,100","47,331,900","311,850","16,909,200","7,137,900","1,351,350",,"4,054,050","7,172,550","1,732,500","1,039,500","2,286,900",
30.08.2024,11:00,Auction 4. Period DE,T3PA,successful,70.07,65.99,120.00,70.61,69.99,"1,810,000","3,239,000",88,36,3.83,"36,807","140,826","142,107","100,556","130,297",1.79,23,18,"126,826,700",DE,,,,,,"126,826,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.08.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,69.50,66.00,120.00,70.68,69.17,"3,125,000","5,048,500",93,29,4.23,"54,285","229,477","264,318","223,214","239,492",1.62,22,14,"217,187,500",EU,"1,668,000","1,807,000","6,150,750","3,162,250","5,421,000",,"3,301,250","2,641,000","7,332,250","17,896,250","729,750","8,409,500","2,606,250","1,320,500","104,250","17,340,250",0,"18,243,750","25,471,750",0,"1,216,250",0,"1,390,000","47,468,500","3,162,250","16,958,000","7,332,250","1,285,750",,"3,336,000","4,691,250","1,841,750","2,258,750","2,641,000",
28.08.2024,11:00,Auction 4. Period CAP3 PL,T3PA,successful,70.39,65.50,120.00,70.89,70.07,"2,313,500","4,061,500",84,27,4.20,"48,351","203,075","229,817","177,962","243,782",1.76,20,13,"162,847,265",PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"162,847,265",,,,,,
27.08.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,70.17,65.20,120.00,70.38,69.85,"3,099,500","4,999,500",110,31,4.40,"45,450","199,980","235,712","182,324","224,741",1.61,25,17,"217,491,915",EU,"2,280,525","3,964,605","6,174,960","666,615","4,911,900",,"2,140,185","1,894,590","8,034,465","18,805,560","3,087,480","11,157,030","842,040","3,333,075","982,380","17,507,415",0,"19,191,495","25,717,305",0,"631,530",0,"456,105","47,926,110","280,680","17,121,480","6,806,490","1,298,145",,"3,894,435","3,578,670","1,648,995","982,380","2,175,270",
26.08.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,69.28,65.00,120.00,69.79,69.13,"3,099,500","4,711,000",93,35,4.89,"50,656","247,947","272,816","193,719","252,547",1.52,19,16,"214,733,360",EU,"2,251,600","3,914,320","6,096,640","658,160","4,849,600",,"2,113,040","1,870,560","7,932,560","18,567,040","3,048,320","11,015,520","831,360","3,290,800","969,920","17,285,360",0,"18,948,080","25,391,120",0,"623,520",0,"450,320","47,318,240","277,120","16,904,320","6,720,160","1,281,680",,"3,845,040","3,533,280","1,628,080","969,920","2,147,680",
23.08.2024,11:01,Auction 4. Period DE,T3PA,successful,70.73,65.00,120.00,71.01,70.49,"1,796,000","3,792,500",94,25,4.48,"40,346","180,595","158,739","105,647","132,568",2.11,21,17,"127,031,080",DE,,,,,,"127,031,080",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.08.2024,11:01,Auction 4. Period CAP3 EU,T3PA,successful,71.02,65.00,120.00,72.42,70.79,"3,099,500","5,258,500",107,37,4.28,"49,145","210,340","241,945","154,975","203,978",1.70,25,20,"220,126,490",EU,"2,308,150","4,012,630","6,249,760","674,690","4,971,400",,"2,166,110","1,917,540","8,131,790","19,033,360","3,124,880","11,292,180","852,240","3,373,450","994,280","17,719,490",0,"19,423,970","26,028,830",0,"639,180",0,"461,630","48,506,660","284,080","17,328,880","6,888,940","1,313,870",,"3,941,610","3,622,020","1,668,970","994,280","2,201,620",
20.08.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,72.40,65.50,120.00,72.99,72.12,"3,099,500","5,179,500",107,32,3.96,"48,407","191,833","231,330","154,975","188,056",1.67,27,20,"224,403,800",EU,"2,353,000","4,090,600","6,371,200","687,800","5,068,000",,"2,208,200","1,954,800","8,289,800","19,403,200","3,185,600","11,511,600","868,800","3,439,000","1,013,600","18,063,800",0,"19,801,400","26,534,600",0,"651,600",0,"470,600","49,449,200","289,600","17,665,600","7,022,800","1,339,400",,"4,018,200","3,692,400","1,701,400","1,013,600","2,244,400",
19.08.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,71.50,65.00,120.00,72.16,71.20,"3,099,500","5,359,500",112,32,4.48,"47,853","214,380","225,324","221,393","193,942",1.73,25,14,"221,614,250",EU,"2,323,750","4,039,750","6,292,000","679,250","5,005,000",,"2,180,750","1,930,500","8,186,750","19,162,000","3,146,000","11,368,500","858,000","3,396,250","1,001,000","17,839,250",0,"19,555,250","26,204,750",0,"643,500",0,"464,750","48,834,500","286,000","17,446,000","6,935,500","1,322,750",,"3,968,250","3,646,500","1,680,250","1,001,000","2,216,500",
16.08.2024,11:00,Auction 4. Period DE,T3PA,successful,71.00,65.00,120.00,71.42,70.66,"1,796,000","3,471,000",96,20,4.17,"36,156","150,913","137,168","138,154","135,622",1.93,23,13,"127,516,000",DE,,,,,,"127,516,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.08.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,69.85,60.00,120.00,70.04,69.54,"3,099,500","5,164,000",97,20,4.85,"53,237","258,200","302,076","238,423","283,735",1.67,20,13,"216,500,075",EU,"2,270,125","3,946,525","6,146,800","663,575","4,889,500",,"2,130,425","1,885,950","7,997,825","18,719,800","3,073,400","11,106,150","838,200","3,317,875","977,900","17,427,575",0,"19,103,975","25,600,025",0,"628,650",0,"454,025","47,707,550","279,400","17,043,400","6,775,450","1,292,225",,"3,876,675","3,562,350","1,641,475","977,900","2,165,350",
14.08.2024,11:00,Auction 4. Period CAP3 PL,T3PA,successful,70.59,65.00,120.00,71.23,70.50,"2,310,000","3,676,500",99,39,4.30,"37,136","159,848","143,935","121,579","140,477",1.59,23,19,"163,062,900",PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"163,062,900",,,,,,
13.08.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,70.82,64.00,120.00,71.12,70.74,"3,099,500","4,640,500",112,44,4.87,"41,433","201,761","236,362","147,595","206,036",1.50,23,21,"219,506,590",EU,"2,301,650","4,001,330","6,232,160","672,790","4,957,400",,"2,160,010","1,912,140","8,108,890","18,979,760","3,116,080","11,260,380","849,840","3,363,950","991,480","17,669,590",0,"19,369,270","25,955,530",0,"637,380",0,"460,330","48,370,060","283,280","17,280,080","6,869,540","1,310,170",,"3,930,510","3,611,820","1,664,270","991,480","2,195,420",
12.08.2024,11:01,Auction 4. Period CAP3 EU,T3PA,successful,71.15,64.99,120.00,71.95,71.19,"3,099,500","4,271,000",108,59,4.15,"39,546","164,269","165,737","147,595","161,294",1.38,26,21,"220,529,425",EU,"2,312,375","4,019,975","6,261,200","675,925","4,980,500",,"2,170,075","1,921,050","8,146,675","19,068,200","3,130,600","11,312,850","853,800","3,379,625","996,100","17,751,925",0,"19,459,525","26,076,475",0,"640,350",0,"462,475","48,595,450","284,600","17,360,600","6,901,550","1,316,275",,"3,948,825","3,628,650","1,672,025","996,100","2,205,650",
09.08.2024,11:00,Auction 4. Period DE,T3PA,successful,70.46,64.99,120.00,70.77,69.64,"1,796,000","4,035,500",95,20,4.32,"42,479","183,432","182,272","163,273","213,664",2.25,22,11,"126,546,160",DE,,,,,,"126,546,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.08.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,68.90,55.00,120.00,68.94,68.53,"3,099,500","5,258,500",124,31,4.77,"42,407","202,250","233,860","172,194","243,990",1.70,26,18,"213,555,550",EU,"2,239,250","3,892,850","6,063,200","654,550","4,823,000",,"2,101,450","1,860,300","7,889,050","18,465,200","3,031,600","10,955,100","826,800","3,272,750","964,600","17,190,550",0,"18,844,150","25,251,850",0,"620,100",0,"447,850","47,058,700","275,600","16,811,600","6,683,300","1,274,650",,"3,823,950","3,513,900","1,619,150","964,600","2,135,900",
06.08.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,68.65,64.50,120.00,69.00,68.45,"3,099,500","5,034,500",105,37,4.04,"47,948","193,635","201,718","147,595","180,460",1.62,26,21,"212,780,675",EU,"2,231,125","3,878,725","6,041,200","652,175","4,805,500",,"2,093,825","1,853,550","7,860,425","18,398,200","3,020,600","10,915,350","823,800","3,260,875","961,100","17,128,175",0,"18,775,775","25,160,225",0,"617,850",0,"446,225","46,887,950","274,600","16,750,600","6,659,050","1,270,025",,"3,810,075","3,501,150","1,613,275","961,100","2,128,150",
05.08.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,67.02,64.89,120.00,67.32,66.67,"3,099,500","5,168,500",100,26,4.35,"51,685","224,717","202,926","172,194","176,546",1.67,23,18,"207,728,490",EU,"2,178,150","3,786,630","5,897,760","636,690","4,691,400",,"2,044,110","1,809,540","7,673,790","17,961,360","2,948,880","10,656,180","804,240","3,183,450","938,280","16,721,490",0,"18,329,970","24,562,830",0,"603,180",0,"435,630","45,774,660","268,080","16,352,880","6,500,940","1,239,870",,"3,719,610","3,418,020","1,574,970","938,280","2,077,620",
02.08.2024,11:00,Auction 4. Period DE,T3PA,successful,69.76,64.99,120.00,70.07,69.61,"1,796,000","3,530,500",94,31,4.27,"37,559","160,477","153,559","94,526","133,794",1.97,22,19,"125,288,960",DE,,,,,,"125,288,960",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.08.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,68.07,64.90,120.00,68.57,67.89,"3,099,500","5,411,000",107,36,4.46,"50,570","225,458","223,374","163,132","176,893",1.75,24,19,"210,982,965",EU,"2,212,275","3,845,955","5,990,160","646,665","4,764,900",,"2,076,135","1,837,890","7,794,015","18,242,760","2,995,080","10,823,130","816,840","3,233,325","952,980","16,983,465",0,"18,617,145","24,947,655",0,"612,630",0,"442,455","46,491,810","272,280","16,609,080","6,602,790","1,259,295",,"3,777,885","3,471,570","1,599,645","952,980","2,110,170",
31.07.2024,11:00,Auction 4. Period CAP3 PL,T3PA,successful,67.85,64.99,120.00,69.15,67.84,"2,310,000","3,694,000",91,45,3.79,"40,593","153,917","190,305","105,000","188,262",1.60,24,22,"156,733,500",PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"156,733,500",,,,,,
30.07.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,66.55,65.14,120.00,67.12,66.51,"3,099,500","4,781,000",110,50,3.93,"43,464","170,750","230,517","114,796","205,834",1.54,28,27,"206,271,725",EU,"2,162,875","3,760,075","5,856,400","632,225","4,658,500",,"2,029,775","1,796,850","7,619,975","17,835,400","2,928,200","10,581,450","798,600","3,161,125","931,700","16,604,225",0,"18,201,425","24,390,575",0,"598,950",0,"432,575","45,453,650","266,200","16,238,200","6,455,350","1,231,175",,"3,693,525","3,394,050","1,563,925","931,700","2,063,050",
29.07.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,67.17,64.99,120.00,67.91,66.86,"3,099,500","5,115,500",91,26,3.79,"56,214","213,146","231,809","182,324","198,970",1.65,24,17,"208,193,415",EU,"2,183,025","3,795,105","5,910,960","638,115","4,701,900",,"2,048,685","1,813,590","7,690,965","18,001,560","2,955,480","10,680,030","806,040","3,190,575","940,380","16,758,915",0,"18,370,995","24,617,805",0,"604,530",0,"436,605","45,877,110","268,680","16,389,480","6,515,490","1,242,645",,"3,727,935","3,425,670","1,578,495","940,380","2,082,270",
26.07.2024,11:00,Auction 4. Period DE,T3PA,successful,66.33,60.05,120.00,66.48,66.11,"1,796,000","3,496,500",98,29,3.77,"35,679","134,481","170,534","99,778","163,709",1.95,26,18,"119,128,680",DE,,,,,,"119,128,680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.07.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,66.71,64.00,120.00,67.63,66.47,"3,099,500","5,209,500",112,34,4.15,"46,513","192,944","240,420","182,324","243,781",1.68,27,17,"206,767,645",EU,"2,168,075","3,769,115","5,870,480","633,745","4,669,700",,"2,034,655","1,801,170","7,638,295","17,878,280","2,935,240","10,606,890","800,520","3,168,725","933,940","16,644,145",0,"18,245,185","24,449,215",0,"600,390",0,"433,615","45,562,930","266,840","16,277,240","6,470,870","1,234,135",,"3,702,405","3,402,210","1,567,685","933,940","2,068,010",
23.07.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,63.67,62.31,120.00,64.33,63.54,"3,099,500","4,952,500",110,49,4.23,"45,023","190,481","232,428","147,595","199,487",1.60,26,21,"197,345,165",EU,"2,069,275","3,597,355","5,602,960","604,865","4,456,900",,"1,941,935","1,719,090","7,290,215","17,063,560","2,801,480","10,123,530","764,040","3,024,325","891,380","15,885,665",0,"17,413,745","23,335,055",0,"573,030",0,"413,855","43,486,610","254,680","15,535,480","6,175,990","1,177,895",,"3,533,685","3,247,170","1,496,245","891,380","1,973,770",
22.07.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,64.37,62.51,120.00,64.70,64.02,"3,099,500","5,192,500",116,29,4.46,"44,763","199,712","231,191","182,324","218,283",1.68,26,17,"199,514,815",EU,"2,092,025","3,636,905","5,664,560","611,515","4,505,900",,"1,963,285","1,737,990","7,370,365","17,251,160","2,832,280","10,234,830","772,440","3,057,575","901,180","16,060,315",0,"17,605,195","23,591,605",0,"579,330",0,"418,405","43,964,710","257,480","15,706,280","6,243,890","1,190,845",,"3,572,535","3,282,870","1,512,695","901,180","1,995,470",
19.07.2024,11:00,Auction 4. Period DE,T3PA,successful,64.73,62.41,120.00,65.16,64.48,"1,796,000","4,024,500",95,28,3.80,"42,363","160,980","142,324","94,526","99,437",2.24,25,19,"116,255,080",DE,,,,,,"116,255,080",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.07.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,64.96,63.55,120.00,65.77,64.92,"3,099,500","4,741,000",100,47,3.57,"47,410","169,321","201,848","134,761","178,499",1.53,28,23,"201,343,520",EU,"2,111,200","3,670,240","5,716,480","617,120","4,547,200",,"1,981,280","1,753,920","7,437,920","17,409,280","2,858,240","10,328,640","779,520","3,085,600","909,440","16,207,520",0,"17,766,560","23,807,840",0,"584,640",0,"422,240","44,367,680","259,840","15,850,240","6,301,120","1,201,760",,"3,605,280","3,312,960","1,526,560","909,440","2,013,760",
17.07.2024,11:00,Auction 4. Period CAP3 PL,T3PA,successful,66.66,59.00,120.00,66.79,66.29,"2,310,000","4,176,000",96,27,4.00,"43,500","174,000","188,291","135,882","191,986",1.81,24,17,"153,984,600",PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"153,984,600",,,,,,
16.07.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,66.16,64.19,120.00,67.24,66.00,"3,099,500","4,801,000",103,43,4.29,"46,612","200,042","213,220","147,595","194,798",1.55,24,21,"205,062,920",EU,"2,150,200","3,738,040","5,822,080","628,520","4,631,200",,"2,017,880","1,786,320","7,575,320","17,730,880","2,911,040","10,519,440","793,920","3,142,600","926,240","16,506,920",0,"18,094,760","24,247,640",0,"595,440",0,"430,040","45,187,280","264,640","16,143,040","6,417,520","1,223,960",,"3,671,880","3,374,160","1,554,760","926,240","2,050,960",
15.07.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,66.63,65.00,120.00,67.94,66.43,"3,099,500","4,913,500",105,41,4.20,"46,795","196,540","241,339","147,595","212,745",1.59,25,21,"206,519,685",EU,"2,165,475","3,764,595","5,863,440","632,985","4,664,100",,"2,032,215","1,799,010","7,629,135","17,856,840","2,931,720","10,594,170","799,560","3,164,925","932,820","16,624,185",0,"18,223,305","24,419,895",0,"599,670",0,"433,095","45,508,290","266,520","16,257,720","6,463,110","1,232,655",,"3,697,965","3,398,130","1,565,805","932,820","2,065,530",
12.07.2024,11:00,Auction 4. Period DE,T3PA,successful,67.06,65.00,120.00,67.68,67.01,"1,796,000","3,114,500",96,41,4.00,"32,443","129,771","166,269","89,800","150,485",1.73,24,20,"120,439,760",DE,,,,,,"120,439,760",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,66.72,65.00,120.00,67.29,66.64,"3,099,500","4,448,000",100,42,3.70,"44,480","164,741","184,027","129,146","159,267",1.44,27,24,"206,798,640",EU,"2,168,400","3,769,680","5,871,360","633,840","4,670,400",,"2,034,960","1,801,440","7,639,440","17,880,960","2,935,680","10,608,480","800,640","3,169,200","934,080","16,646,640",0,"18,247,920","24,452,880",0,"600,480",0,"433,680","45,569,760","266,880","16,279,680","6,471,840","1,234,320",,"3,702,960","3,402,720","1,567,920","934,080","2,068,320",
10.07.2024,11:00,EUAA Auction CAP3 EU,EAA3,successful,67.42,65.16,70.00,67.20,67.29,"906,000","2,048,000",67,24,4.79,"30,567","146,286","131,776","82,364","59,241",2.26,14,11,"61,082,520",EU,"1,584,370","2,157,440","741,620","539,360","775,330",,"1,955,180","202,260","3,910,360","11,191,720","1,618,080","8,494,920","573,070","741,620","1,449,530",,"674,200","9,236,540",,0,"337,100","269,680","404,520",,"438,230",,"3,236,160","3,168,740",,"2,932,770","1,415,820","2,797,930","101,130","134,840",
09.07.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,66.87,65.18,120.00,69.60,67.25,"3,099,500","3,771,000",94,75,4.09,"40,117","163,957","180,997","134,761","169,080",1.22,23,23,"207,263,565",EU,"2,173,275","3,778,155","5,884,560","635,265","4,680,900",,"2,039,535","1,805,490","7,656,615","17,921,160","2,942,280","10,632,330","802,440","3,176,325","936,180","16,684,065",0,"18,288,945","24,507,855",0,"601,830",0,"434,655","45,672,210","267,480","16,316,280","6,486,390","1,237,095",,"3,711,285","3,410,370","1,571,445","936,180","2,072,970",
08.07.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,70.00,66.99,120.00,70.35,69.78,"3,099,500","5,018,500",98,32,4.90,"51,209","250,925","225,668","193,719","200,210",1.62,20,16,"216,965,000",EU,"2,275,000","3,955,000","6,160,000","665,000","4,900,000",,"2,135,000","1,890,000","8,015,000","18,760,000","3,080,000","11,130,000","840,000","3,325,000","980,000","17,465,000",0,"19,145,000","25,655,000",0,"630,000",0,"455,000","47,810,000","280,000","17,080,000","6,790,000","1,295,000",,"3,885,000","3,570,000","1,645,000","980,000","2,170,000",
05.07.2024,11:00,Auction 4. Period DE,T3PA,successful,68.68,65.90,120.00,70.94,68.60,"1,796,000","3,208,500",88,34,4.40,"36,460","160,425","161,999","112,250","150,998",1.79,20,16,"123,349,280",DE,,,,,,"123,349,280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
