29.11.2022,11:00,Auction 4. Period CAP3 EU,T3PA,successful,78.88,60.00,88.00,78.42,78.48,"2,510,500","5,626,000",94,31,4.27,"59,851","255,727","344,183","167,367","204,599",2.24,22,15,"198,028,240",EU,"2,918,560","5,008,880","8,045,760","749,360","5,324,400",,"2,721,360","2,484,720","9,860,000","23,900,640","3,865,120","13,961,760","1,064,880","4,535,600",0,"23,190,720",0,"24,058,400",0,"788,800",0,"591,600","39,637,200","276,080","8,558,480","1,656,480",,"4,969,440","3,904,560","2,090,320","1,262,080","2,603,040",
28.11.2022,11:00,Auction 4. Period CAP3 EU,T3PA,successful,77.61,45.00,81.00,76.80,77.39,"2,510,500","5,072,000",65,25,3.61,"78,031","281,778","385,424","209,208","257,757",2.02,18,12,"194,839,905",EU,"2,871,570","4,928,235","7,916,220","737,295","5,238,675",,"2,677,545","2,444,715","9,701,250","23,515,830","3,802,890","13,736,970","1,047,735","4,462,575",0,"22,817,340",0,"23,671,050",0,"776,100",0,"582,075","38,999,025","271,635","8,420,685","1,629,810",,"4,889,430","3,841,695","2,056,665","1,241,760","2,561,130",
25.11.2022,11:00,Auction 4. Period DE,T3PA,successful,79.36,45.00,82.00,78.56,79.11,"1,861,500","3,688,000",61,23,3.21,"60,459","194,105","367,077","124,100","241,286",1.98,19,15,"147,728,640",DE,,,,,,"147,728,640",,,,,,,,,,,,,,,,,,,,,,,,,,,
24.11.2022,11:01,Auction 4. Period CAP3 EU,T3PA,successful,76.64,45.00,84.00,76.05,76.19,"2,510,500","5,707,000",83,26,4.15,"68,759","285,350","385,430","228,227","256,325",2.27,20,11,"192,404,720",EU,"2,835,680","4,866,640","7,817,280","728,080","5,173,200",,"2,644,080","2,414,160","9,580,000","23,221,920","3,755,360","13,565,280","1,034,640","4,406,800",0,"22,532,160",0,"23,375,200",0,"766,400",0,"574,800","38,511,600","268,240","8,315,440","1,609,440",,"4,828,320","3,793,680","2,030,960","1,226,240","2,529,120",
23.11.2022,11:00,Auction 4. Period CAP3 PL,T3PA,successful,74.08,45.00,86.00,74.44,73.90,"3,101,500","7,498,500",79,34,3.95,"94,918","374,925","775,599","221,536","323,935",2.42,20,14,"229,759,120",PL,,,,,,,,,,,,,,,,,,,,,,,,,,,"229,759,120",,,,,,
22.11.2022,11:01,Auction 4. Period CAP3 EU,T3PA,successful,73.54,45.00,77.60,72.93,73.26,"2,510,500","5,360,500",76,29,3.80,"70,533","268,025","380,852","167,367","242,173",2.14,20,15,"184,622,170",EU,"2,720,980","4,669,790","7,501,080","698,630","4,963,950",,"2,537,130","2,316,510","9,192,500","22,282,620","3,603,460","13,016,580","992,790","4,228,550",0,"21,620,760",0,"22,429,700",0,"735,400",0,"551,550","36,953,850","257,390","7,979,090","1,544,340",,"4,633,020","3,640,230","1,948,810","1,176,640","2,426,820",
21.11.2022,11:00,Auction 4. Period CAP3 EU,T3PA,successful,73.36,45.00,75.90,72.73,73.16,"2,510,500","5,503,000",85,32,3.86,"64,741","250,136","403,422","167,367","315,875",2.19,22,15,"184,170,280",EU,"2,714,320","4,658,360","7,482,720","696,920","4,951,800",,"2,530,920","2,310,840","9,170,000","22,228,080","3,594,640","12,984,720","990,360","4,218,200",0,"21,567,840",0,"22,374,800",0,"733,600",0,"550,200","36,863,400","256,760","7,959,560","1,540,560",,"4,621,680","3,631,320","1,944,040","1,173,760","2,420,880",
18.11.2022,11:00,Auction 4. Period DE,T3PA,successful,72.22,60.00,76.00,71.85,72.22,"1,861,500","4,667,000",65,33,3.61,"71,800","259,278","452,179","116,344","283,459",2.51,18,16,"134,437,530",DE,,,,,,"134,437,530",,,,,,,,,,,,,,,,,,,,,,,,,,,
17.11.2022,11:00,Auction 4. Period CAP3 EU,T3PA,successful,73.31,45.00,79.00,73.37,73.71,"2,510,500","4,054,500",65,50,3.82,"62,377","238,500","410,980","147,676","265,935",1.62,17,17,"184,044,755",EU,"2,712,470","4,655,185","7,477,620","696,445","4,948,425",,"2,529,195","2,309,265","9,163,750","22,212,930","3,592,190","12,975,870","989,685","4,215,325",0,"21,553,140",0,"22,359,550",0,"733,100",0,"549,825","36,838,275","256,585","7,954,135","1,539,510",,"4,618,530","3,628,845","1,942,715","1,172,960","2,419,230",
16.11.2022,11:00,EUAA Auction CAP3 EU,EAA3,successful,74.25,72.50,75.23,74.34,74.36,"602,000","954,000",35,21,5.00,"27,257","136,286","195,404","120,400","127,820",1.58,7,5,"44,698,500",EU,"1,225,125","1,522,125","556,875","445,500","556,875",,"1,485,000","111,375","2,895,750","8,241,750","1,113,750","6,199,875","482,625","594,000","1,002,375",,"445,500","6,756,750",0,"185,625","222,750","297,000",,"297,000","2,413,125","2,376,000",,"2,079,000","965,250","2,041,875","37,125","148,500",
15.11.2022,11:00,Auction 4. Period CAP3 EU,T3PA,successful,74.93,45.00,79.00,74.76,75.12,"2,510,500","4,354,000",69,44,4.06,"63,101","256,118","388,914","167,367","259,294",1.73,17,15,"188,111,765",EU,"2,772,410","4,758,055","7,642,860","711,835","5,057,775",,"2,585,085","2,360,295","9,366,250","22,703,790","3,671,570","13,262,610","1,011,555","4,308,475",0,"22,029,420",0,"22,853,650",0,"749,300",0,"561,975","37,652,325","262,255","8,129,905","1,573,530",,"4,720,590","3,709,035","1,985,645","1,198,880","2,472,690",
14.11.2022,11:00,Auction 4. Period CAP3 EU,T3PA,successful,74.85,67.48,77.30,74.69,74.65,"2,510,500","4,926,000",79,29,3.95,"62,354","246,300","423,501","167,367","333,330",1.96,20,15,"187,910,925",EU,"2,769,450","4,752,975","7,634,700","711,075","5,052,375",,"2,582,325","2,357,775","9,356,250","22,679,550","3,667,650","13,248,450","1,010,475","4,303,875",0,"22,005,900",0,"22,829,250",0,"748,500",0,"561,375","37,612,125","261,975","8,121,225","1,571,850",,"4,715,550","3,705,075","1,983,525","1,197,600","2,470,050",
11.11.2022,11:01,Auction 4. Period DE,T3PA,successful,73.33,60.00,75.75,73.10,73.29,"1,861,500","4,295,000",71,35,3.74,"60,493","226,053","331,727","116,344","145,222",2.31,19,16,"136,503,795",DE,,,,,,"136,503,795",,,,,,,,,,,,,,,,,,,,,,,,,,,
10.11.2022,11:00,Auction 4. Period CAP3 EU,T3PA,successful,71.62,60.00,77.00,70.74,70.70,"2,510,500","5,622,000",74,14,3.52,"75,973","267,714","436,486","313,813","425,868",2.24,21,8,"179,802,010",EU,"2,649,940","4,547,870","7,305,240","680,390","4,834,350",,"2,470,890","2,256,030","8,952,500","21,700,860","3,509,380","12,676,740","966,870","4,118,150",0,"21,056,280",0,"21,844,100",0,"716,200",0,"537,150","35,989,050","250,670","7,770,770","1,504,020",,"4,512,060","3,545,190","1,897,930","1,145,920","2,363,460",
09.11.2022,11:00,Auction 4. Period CAP3 PL,T3PA,successful,75.35,68.02,80.00,75.53,75.35,"3,101,500","5,108,000",76,39,4.47,"67,211","300,471","468,830","206,767","361,064",1.65,17,15,"233,698,025",PL,,,,,,,,,,,,,,,,,,,,,,,,,,,"233,698,025",,,,,,
08.11.2022,11:00,Auction 4. Period CAP3 EU,T3PA,successful,76.02,60.00,80.00,76.01,76.13,"2,510,500","4,924,000",72,41,3.60,"68,389","246,200","372,981","147,676","241,130",1.96,20,17,"190,848,210",EU,"2,812,740","4,827,270","7,754,040","722,190","5,131,350",,"2,622,690","2,394,630","9,502,500","23,034,060","3,724,980","13,455,540","1,026,270","4,371,150",0,"22,349,880",0,"23,186,100",0,"760,200",0,"570,150","38,200,050","266,070","8,248,170","1,596,420",,"4,789,260","3,762,990","2,014,530","1,216,320","2,508,660",
07.11.2022,11:01,Auction 4. Period CAP3 EU,T3PA,successful,76.75,60.00,79.00,76.09,76.28,"2,510,500","6,263,500",88,23,4.19,"71,176","298,262","539,582","228,227","255,269",2.49,21,11,"192,680,875",EU,"2,839,750","4,873,625","7,828,500","729,125","5,180,625",,"2,647,875","2,417,625","9,593,750","23,255,250","3,760,750","13,584,750","1,036,125","4,413,125",0,"22,564,500",0,"23,408,750",0,"767,500",0,"575,625","38,566,875","268,625","8,327,375","1,611,750",,"4,835,250","3,799,125","2,033,875","1,228,000","2,532,750",
04.11.2022,11:00,Auction 4. Period DE,T3PA,successful,78.14,60.00,80.05,77.17,77.35,"1,861,500","4,360,000",71,14,3.55,"61,408","218,000","340,984","232,688","234,939",2.34,20,8,"145,457,610",DE,,,,,,"145,457,610",,,,,,,,,,,,,,,,,,,,,,,,,,,
03.11.2022,11:00,Auction 4. Period CAP3 EU,T3PA,successful,76.63,45.00,79.00,75.49,76.08,"2,510,500","4,429,000",68,15,3.58,"65,132","233,105","271,143","278,944","252,110",1.76,19,9,"192,379,615",EU,"2,835,310","4,866,005","7,816,260","727,985","5,172,525",,"2,643,735","2,413,845","9,578,750","23,218,890","3,754,870","13,563,510","1,034,505","4,406,225",0,"22,529,220",0,"23,372,150",0,"766,300",0,"574,725","38,506,575","268,205","8,314,355","1,609,230",,"4,827,690","3,793,185","2,030,695","1,226,080","2,528,790",
01.11.2022,11:01,Auction 4. Period CAP3 EU,T3PA,successful,78.76,45.00,82.00,78.46,78.88,"2,510,500","4,376,500",63,37,3.71,"69,468","257,441","373,441","147,676","217,253",1.74,17,17,"197,726,980",EU,"2,914,120","5,001,260","8,033,520","748,220","5,316,300",,"2,717,220","2,480,940","9,845,000","23,864,280","3,859,240","13,940,520","1,063,260","4,528,700",0,"23,155,440",0,"24,021,800",0,"787,600",0,"590,700","39,576,900","275,660","8,545,460","1,653,960",,"4,961,880","3,898,620","2,087,140","1,260,160","2,599,080",
31.10.2022,11:01,Auction 4. Period CAP3 EU,T3PA,successful,78.69,45.00,85.00,77.89,78.57,"2,510,500","6,271,500",64,29,3.76,"97,992","368,912","745,631","209,208","284,809",2.50,17,12,"197,551,245",EU,"2,911,530","4,996,815","8,026,380","747,555","5,311,575",,"2,714,805","2,478,735","9,836,250","23,843,070","3,855,810","13,928,130","1,062,315","4,524,675",0,"23,134,860",0,"24,000,450",0,"786,900",0,"590,175","39,541,725","275,415","8,537,865","1,652,490",,"4,957,470","3,895,155","2,085,285","1,259,040","2,596,770",
28.10.2022,11:00,Auction 4. Period DE,T3PA,successful,80.76,45.00,88.00,80.73,81.14,"1,861,500","4,441,000",64,47,3.56,"69,391","246,722","443,497","109,500","158,299",2.39,18,17,"150,334,740",DE,,,,,,"150,334,740",,,,,,,,,,,,,,,,,,,,,,,,,,,
27.10.2022,11:00,Auction 4. Period CAP3 EU,T3PA,successful,77.10,45.00,82.00,76.32,76.56,"2,510,500","4,882,000",78,25,4.33,"62,590","271,222","390,819","228,227","268,231",1.94,18,11,"193,559,550",EU,"2,852,700","4,895,850","7,864,200","732,450","5,204,250",,"2,659,950","2,428,650","9,637,500","23,361,300","3,777,900","13,646,700","1,040,850","4,433,250",0,"22,667,400",0,"23,515,500",0,"771,000",0,"578,250","38,742,750","269,850","8,365,350","1,619,100",,"4,857,300","3,816,450","2,043,150","1,233,600","2,544,300",
26.10.2022,11:00,Auction 4. Period CAP3 PL,T3PA,successful,76.51,45.00,80.00,75.78,76.31,"3,101,500","7,930,500",91,35,4.33,"87,148","377,643","761,956","221,536","348,642",2.56,21,14,"237,295,765",PL,,,,,,,,,,,,,,,,,,,,,,,,,,,"237,295,765",,,,,,
25.10.2022,11:00,Auction 4. Period CAP3 EU,T3PA,successful,74.17,60.00,82.00,74.06,74.01,"2,510,500","5,010,500",64,27,4.00,"78,289","313,156","438,447","209,208","322,153",2.00,16,12,"186,203,785",EU,"2,744,290","4,709,795","7,565,340","704,615","5,006,475",,"2,558,865","2,336,355","9,271,250","22,473,510","3,634,330","13,128,090","1,001,295","4,264,775",0,"21,805,980",0,"22,621,850",0,"741,700",0,"556,275","37,270,425","259,595","8,047,445","1,557,570",,"4,672,710","3,671,415","1,965,505","1,186,720","2,447,610",
24.10.2022,11:00,Auction 4. Period CAP3 EU,T3PA,successful,68.02,60.00,75.00,67.72,67.55,"2,510,500","5,385,500",71,22,3.74,"75,852","283,447","431,640","228,227","343,924",2.15,19,11,"170,764,210",EU,"2,516,740","4,319,270","6,938,040","646,190","4,591,350",,"2,346,690","2,142,630","8,502,500","20,610,060","3,332,980","12,039,540","918,270","3,911,150",0,"19,997,880",0,"20,746,100",0,"680,200",0,"510,150","34,180,050","238,070","7,380,170","1,428,420",,"4,285,260","3,366,990","1,802,530","1,088,320","2,244,660",
21.10.2022,11:00,Auction 4. Period DE,T3PA,successful,67.90,60.00,69.90,67.43,67.51,"1,861,500","4,923,500",71,26,4.18,"69,345","289,618","467,946","169,227","227,843",2.64,17,11,"126,395,850",DE,,,,,,"126,395,850",,,,,,,,,,,,,,,,,,,,,,,,,,,
20.10.2022,11:00,Auction 4. Period CAP3 EU,T3PA,successful,67.01,57.00,75.00,66.49,66.53,"2,510,500","6,175,500",80,21,4.71,"77,194","363,265","593,651","278,944","384,801",2.46,17,9,"168,228,605",EU,"2,479,370","4,255,135","6,835,020","636,595","4,523,175",,"2,311,845","2,110,815","8,376,250","20,304,030","3,283,490","11,860,770","904,635","3,853,075",0,"19,700,940",0,"20,438,050",0,"670,100",0,"502,575","33,672,525","234,535","7,270,585","1,407,210",,"4,221,630","3,316,995","1,775,765","1,072,160","2,211,330",
19.10.2022,11:00,EUAA Auction DE,EAA3,successful,68.62,67.68,70.90,68.46,68.36,"586,500","1,178,000",28,9,4.67,"42,071","196,333","189,354","146,625","117,273",2.01,6,4,"40,245,630",DE,,,,,,"40,245,630",,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.2022,11:00,Auction 4. Period CAP3 EU,T3PA,successful,67.11,56.00,75.00,66.36,66.50,"2,510,500","6,788,500",75,19,3.75,"90,513","339,425","466,138","209,208","194,749",2.70,20,12,"168,479,655",EU,"2,483,070","4,261,485","6,845,220","637,545","4,529,925",,"2,315,295","2,113,965","8,388,750","20,334,330","3,288,390","11,878,470","905,985","3,858,825",0,"19,730,340",0,"20,468,550",0,"671,100",0,"503,325","33,722,775","234,885","7,281,435","1,409,310",,"4,227,930","3,321,945","1,778,415","1,073,760","2,214,630",
17.10.2022,11:00,Auction 4. Period CAP3 EU,T3PA,successful,66.25,57.00,68.60,66.10,66.32,"2,510,500","5,754,000",85,47,4.47,"67,694","302,842","544,157","156,906","226,847",2.29,19,16,"166,320,625",EU,"2,451,250","4,206,875","6,757,500","629,375","4,471,875",,"2,285,625","2,086,875","8,281,250","20,073,750","3,246,250","11,726,250","894,375","3,809,375",0,"19,477,500",0,"20,206,250",0,"662,500",0,"496,875","33,290,625","231,875","7,188,125","1,391,250",,"4,173,750","3,279,375","1,755,625","1,060,000","2,186,250",
14.10.2022,11:00,Auction 4. Period DE,T3PA,successful,67.70,50.45,75.00,67.22,67.63,"1,861,500","5,928,500",67,30,4.47,"88,485","395,233","613,339","143,192","206,430",3.18,15,13,"126,023,550",DE,,,,,,"126,023,550",,,,,,,,,,,,,,,,,,,,,,,,,,,
13.10.2022,11:00,Auction 4. Period CAP3 EU,T3PA,successful,66.65,51.15,80.00,66.54,66.43,"2,510,500","6,003,500",64,25,4.27,"93,805","400,233","644,127","209,208","304,321",2.39,15,12,"167,324,825",EU,"2,466,050","4,232,275","6,798,300","633,175","4,498,875",,"2,299,425","2,099,475","8,331,250","20,194,950","3,265,850","11,797,050","899,775","3,832,375",0,"19,595,100",0,"20,328,250",0,"666,500",0,"499,875","33,491,625","233,275","7,231,525","1,399,650",,"4,198,950","3,299,175","1,766,225","1,066,400","2,199,450",
12.10.2022,11:00,Auction 4. Period CAP3 PL,T3PA,successful,65.76,51.00,72.00,65.86,65.70,"3,101,500","7,662,500",101,46,5.61,"75,866","425,694","681,887","221,536","282,685",2.47,18,14,"203,954,640",PL,,,,,,,,,,,,,,,,,,,,,,,,,,,"203,954,640",,,,,,
11.10.2022,11:00,Auction 4. Period CAP3 EU,T3PA,successful,66.34,59.35,70.00,65.86,65.83,"2,510,500","5,030,500",68,17,4.00,"73,978","295,912","350,520","251,050","290,359",2.00,17,10,"166,546,570",EU,"2,454,580","4,212,590","6,766,680","630,230","4,477,950",,"2,288,730","2,089,710","8,292,500","20,101,020","3,250,660","11,742,180","895,590","3,814,550",0,"19,503,960",0,"20,233,700",0,"663,400",0,"497,550","33,335,850","232,190","7,197,890","1,393,140",,"4,179,420","3,283,830","1,758,010","1,061,440","2,189,220",
10.10.2022,11:00,Auction 4. Period CAP3 EU,T3PA,successful,67.01,60.12,75.00,66.62,66.51,"2,510,500","4,884,000",77,15,4.05,"63,429","257,053","399,926","228,227","414,652",1.95,19,11,"168,228,605",EU,"2,479,370","4,255,135","6,835,020","636,595","4,523,175",,"2,311,845","2,110,815","8,376,250","20,304,030","3,283,490","11,860,770","904,635","3,853,075",0,"19,700,940",0,"20,438,050",0,"670,100",0,"502,575","33,672,525","234,535","7,270,585","1,407,210",,"4,221,630","3,316,995","1,775,765","1,072,160","2,211,330",
07.10.2022,11:00,Auction 4. Period DE,T3PA,successful,67.52,60.00,75.00,67.59,67.50,"1,861,500","3,768,500",80,38,4.21,"47,106","198,342","284,600","116,344","220,447",2.02,19,16,"125,688,480",DE,,,,,,"125,688,480",,,,,,,,,,,,,,,,,,,,,,,,,,,
06.10.2022,11:00,Auction 4. Period CAP3 EU,T3PA,successful,65.76,55.35,70.00,65.35,65.54,"2,510,500","6,652,500",73,26,3.84,"91,130","350,132","643,859","179,321","338,012",2.65,19,14,"165,090,480",EU,"2,433,120","4,175,760","6,707,520","624,720","4,438,800",,"2,268,720","2,071,440","8,220,000","19,925,280","3,222,240","11,639,520","887,760","3,781,200",0,"19,333,440",0,"20,056,800",0,"657,600",0,"493,200","33,044,400","230,160","7,134,960","1,380,960",,"4,142,880","3,255,120","1,742,640","1,052,160","2,170,080",
04.10.2022,11:00,Auction 4. Period CAP3 EU,T3PA,successful,66.17,64.94,72.00,66.24,65.98,"2,510,500","3,528,500",73,27,4.06,"48,336","196,028","286,908","167,367","266,264",1.41,18,15,"166,119,785",EU,"2,448,290","4,201,795","6,749,340","628,615","4,466,475",,"2,282,865","2,084,355","8,271,250","20,049,510","3,242,330","11,712,090","893,295","3,804,775",0,"19,453,980",0,"20,181,850",0,"661,700",0,"496,275","33,250,425","231,595","7,179,445","1,389,570",,"4,168,710","3,275,415","1,753,505","1,058,720","2,183,610",
03.10.2022,11:01,Auction 4. Period CAP3 EU,T3PA,successful,64.45,45.00,67.19,64.21,64.63,"2,510,500","4,440,500",71,42,4.44,"62,542","277,531","305,481","179,321","246,335",1.77,16,14,"161,801,725",EU,"2,384,650","4,092,575","6,573,900","612,275","4,350,375",,"2,223,525","2,030,175","8,056,250","19,528,350","3,158,050","11,407,650","870,075","3,705,875",0,"18,948,300",0,"19,657,250",0,"644,500",0,"483,375","32,386,125","225,575","6,992,825","1,353,450",,"4,060,350","3,190,275","1,707,925","1,031,200","2,126,850",
30.09.2022,11:00,Auction 4. Period DE,T3PA,successful,66.87,45.00,70.12,66.75,67.25,"1,861,500","3,037,500",60,37,4.29,"50,625","216,964","290,482","206,833","231,478",1.63,14,9,"124,478,505",DE,,,,,,"124,478,505",,,,,,,,,,,,,,,,,,,,,,,,,,,
29.09.2022,11:00,Auction 4. Period CAP3 EU,T3PA,successful,64.70,45.00,75.00,64.18,64.28,"2,510,500","4,296,000",69,25,4.31,"62,261","268,500","336,423","251,050","271,479",1.71,16,10,"162,429,350",EU,"2,393,900","4,108,450","6,599,400","614,650","4,367,250",,"2,232,150","2,038,050","8,087,500","19,604,100","3,170,300","11,451,900","873,450","3,720,250",0,"19,021,800",0,"19,733,500",0,"647,000",0,"485,250","32,511,750","226,450","7,019,950","1,358,700",,"4,076,100","3,202,650","1,714,550","1,035,200","2,135,100",
28.09.2022,11:00,Auction 4. Period CAP3 PL,T3PA,successful,64.71,45.00,75.00,64.82,64.83,"3,101,500","4,663,000",76,44,4.47,"61,355","274,294","304,113","221,536","256,101",1.50,17,14,"200,698,065",PL,,,,,,,,,,,,,,,,,,,,,,,,,,,"200,698,065",,,,,,
