url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,_query_id,relevance_score,relevance_hits,llm_vote,llm_score,llm_votes,llm_rationales
https://www.gov.uk/government/publications/aircraft-operator-guide-how-to-comply-with-phase-iii-of-the-eu-ets,,EU ETS Phase III : guidance for aircraft operators,2017-02-10,https://assets.publishing.service.gov.uk/static/opengraph-image-a1f7d89ffd0782738b1aeb0da37842d8bd0addbd724b8e58c3edbc7287cc11de.png,gov.uk,English,United Kingdom,1,8,eu_ets_strong;eu_context,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline does not specify whether the guidance will increase or decrease carbon pricing expectations or affect market sentiment."", ""The headline does not specify whether the guidance will increase or decrease carbon pricing expectations or affect market sentiment."", ""The headline does not specify whether the guidance will increase or decrease carbon pricing expectations or affect market sentiment.""]"
http://econews.com.au/53282/report-says-eu-coal-plants-should-all-close-by-2030/,,Report says EU coal plants  should all close by 2030  ,2017-02-13,http://econews.com.au/wp-content/uploads/2014/04/WWF-thermal-power-image.jpg,econews.com.au,English,Australia,1,3,eu_context;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""This signals a strong policy push to phase out coal, likely increasing carbon demand and boosting EU ETS prices."", ""This signals a strong policy push to phase out coal, likely increasing carbon demand and boosting EU ETS prices."", ""This signals a strong policy push to phase out coal, likely increasing carbon demand and boosting EU ETS prices.""]"
http://carbon-pulse.com/30520/,,COMMENT : Should the united kingdom stay or should it go ? The consequences of a divorce with the EU ETS « Carbon Pulse,2017-02-14,,carbon-pulse.com,English,France,1,9,eu_ets_strong;eu_context;carbon_terms=1,YES,1,"[""YES"", ""YES"", ""YES""]","[""A UK departure from the EU ETS could create market uncertainty and potential price volatility, but short-term pricing may stabilize or even rise due to reduced supply."", ""A UK departure from the EU ETS could create market uncertainty and potential price volatility, but short-term pricing may stabilize or even rise due to reduced supply."", ""A UK departure from the EU ETS could create market uncertainty and potential price volatility, but short-term pricing may stabilize or even rise due to reduced supply.""]"
http://www.ship-technology.com/news/newsshipping-industry-urges-ec-to-add-emissions-in-eu-emissions-trading-system-5739991,,Shipping industry urges EC to add emissions to EU Emissions Trading System,2017-02-15,,ship-technology.com,English,United States,1,11,eu_ets_strong;eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""Adding shipping emissions to the EU ETS expands the market\u2019s scope, likely increasing demand and pushing prices higher in the short term."", ""Adding shipping emissions to the EU ETS expands the market\u2019s scope, likely increasing demand and pushing prices higher in the short term."", ""Adding shipping emissions to the EU ETS expands the market\u2019s scope, likely increasing demand and pushing prices higher in the short term.""]"
http://www.seatrade-maritime.com/news/europe/industry-associations-hit-out-as-eu-persists-with-plan-to-include-shipping-in-emissions-trading-system.html,,Industry associations hit out as EU persists with plan to include shipping in Emissions Trading System,2017-02-16,http://www.seatrade-maritime.com/media/k2/items/cache/570f746cec16d783a7057aa2ddb17062_XL.jpg,seatrade-maritime.com,English,China,1,11,eu_ets_strong;eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""Industry backlash may pressure the EU to delay or soften the shipping inclusion, potentially stabilizing or slightly lowering short-term carbon prices."", ""Industry backlash may pressure the EU to delay or soften the shipping inclusion, potentially stabilizing or slightly lowering short-term carbon prices."", ""Industry backlash may pressure the EU to delay or soften the shipping inclusion, potentially stabilizing or slightly lowering short-term carbon prices.""]"
http://www.4-traders.com/news/EEX-Auction-News-German-Auction--23895294/,http://www.4-traders.com/amp/news/EEX-Auction-News-German-Auction--23895294/,EEX Auction News : German Auction,2017-02-17,,4-traders.com,English,United States,1,7,eu_ets_strong;carbon_terms=1,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices."", ""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices."", ""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices.""]"
http://pt.euronews.com/2017/02/18/o-compromisso-dos-eua-com-a-nato-e-inquebravel-garante-mike-pence,,"  O compromisso dos EUA com a NATO é  inquebrável , garante Mike Pence",2017-02-18,http://static.euronews.com/articles/358265/1000x563_358265.jpg,pt.euronews.com,English,United States,1,8,eu_ets_strong;eu_context,NO,-1,"[""NO"", ""NO"", ""NO""]","[""This headline signals U.S. geopolitical commitment, which may reduce EU ETS carbon price volatility by increasing global climate policy uncertainty."", ""This headline signals U.S. geopolitical commitment, which may reduce EU ETS carbon price volatility by increasing global climate policy uncertainty."", ""This headline signals U.S. geopolitical commitment, which may reduce EU ETS carbon price volatility by increasing global climate policy uncertainty.""]"
https://www.envirotech-online.com/news/business-news/44/cefic/reform-of-eu-emissions-trading-on-the-way-eu-chemical-industry-welcomes-positive-vote-on-eu-ets/41798,,Reform of EU Emissions Trading on the way : EU Chemical Industry Welcomes Positive Vote on EU ETS Envirotech Online,2017-02-20,,envirotech-online.com,English,United Kingdom,1,11,eu_ets_strong;eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""The positive vote signals policy momentum that could boost carbon price expectations by tightening emissions caps or expanding coverage."", ""The positive vote signals policy momentum that could boost carbon price expectations by tightening emissions caps or expanding coverage."", ""The positive vote signals policy momentum that could boost carbon price expectations by tightening emissions caps or expanding coverage.""]"
http://www.miningglobal.com/operations/2230/What-is-the-future-of-coal-power-in-Europe,,What is the future of coal power in Europe ? ,2017-02-21,http://www.miningglobal.com/public/uploads/large/large_502f1400_da55_be58_242a_473c0ed5e539.jpg,miningglobal.com,English,Australia,1,3,eu_context;energy_driver,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline\u2019s ambiguity about coal\u2019s future in Europe doesn\u2019t directly signal short-term price movement in the EU ETS."", ""The headline\u2019s ambiguity about coal\u2019s future in Europe doesn\u2019t directly signal short-term price movement in the EU ETS."", ""The headline\u2019s ambiguity about coal\u2019s future in Europe doesn\u2019t directly signal short-term price movement in the EU ETS.""]"
http://advancedbiofuelsusa.info/europe-needs-a-higher-price-on-carbon/,,Advanced BioFuels united states » Europe Needs a Higher Price on Carbon,2017-02-22,,advancedbiofuelsusa.info,English,United States,1,4,eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""The call for a higher carbon price in Europe signals increased demand for carbon credits, potentially boosting EU ETS prices."", ""The call for a higher carbon price in Europe signals increased demand for carbon credits, potentially boosting EU ETS prices."", ""The call for a higher carbon price in Europe signals increased demand for carbon credits, potentially boosting EU ETS prices.""]"
http://www.koreaherald.com/view.php?ud=20170223000532,, [ Other View ] Europe needs a higher price on carbon,2017-02-23,http://res.heraldm.com/new_201209/herald_h.jpg,koreaherald.com,English,South Korea,1,4,eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""This sentiment signals growing market demand for carbon pricing, likely boosting short-term EU ETS prices."", ""This sentiment signals growing market demand for carbon pricing, likely boosting short-term EU ETS prices."", ""This sentiment signals growing market demand for carbon pricing, likely boosting short-term EU ETS prices.""]"
http://www.handyshippingguide.com/shipping-news/Merchant%20Shipping%20to%20be%20Included%20in%20European%20Emissions%20Trading%20Scheme_7772,,Merchant Shipping to be Included in European Emissions Trading Scheme,2017-02-24,,handyshippingguide.com,English,United Kingdom,1,11,eu_ets_strong;eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""Adding merchant shipping to the EU ETS expands the scope of carbon pricing, likely increasing demand and pushing prices higher in the short term."", ""Adding merchant shipping to the EU ETS expands the scope of carbon pricing, likely increasing demand and pushing prices higher in the short term."", ""Adding merchant shipping to the EU ETS expands the scope of carbon pricing, likely increasing demand and pushing prices higher in the short term.""]"
http://www.channelnewsasia.com/news/world/eu-ministers-bracing-for-battle-on-carbon-market-reform/3548616.html,,EU ministers  bracing for battle  on carbon market reform,2017-02-25,http://www.channelnewsasia.com/image/674456/1370316058000/large16x9/640/360/world.jpg,channelnewsasia.com,English,United States,1,4,eu_context;carbon_terms=2,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Political gridlock and potential delays in reform could suppress market confidence and lower carbon prices."", ""Political gridlock and potential delays in reform could suppress market confidence and lower carbon prices."", ""Political gridlock and potential delays in reform could suppress market confidence and lower carbon prices.""]"
http://www.irishsun.com/index.php/sid/252010553,,Europe tough line on shipping emissions,2017-02-26,http://www.irishsun.comhttp://cdn.bignewsnetwork.com/cli1488072245.jpg,irishsun.com,English,United States,1,4,eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""Stricter EU shipping emission rules increase demand for carbon credits, boosting short-term EU ETS prices."", ""Stricter EU shipping emission rules increase demand for carbon credits, boosting short-term EU ETS prices."", ""Stricter EU shipping emission rules increase demand for carbon credits, boosting short-term EU ETS prices.""]"
http://carbon-pulse.com/31078/,,POLL : Analysts jack up EUA price estimates following European Parliament vote « Carbon Pulse,2017-02-27,,carbon-pulse.com,English,France,1,10,eu_ets_strong;eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""Analysts raising EUA price estimates after a parliamentary vote signals increased market confidence and potential upward pressure on carbon prices."", ""Analysts raising EUA price estimates after a parliamentary vote signals increased market confidence and potential upward pressure on carbon prices."", ""Analysts raising EUA price estimates after a parliamentary vote signals increased market confidence and potential upward pressure on carbon prices.""]"
http://carbon-pulse.com/31193/,,EU Market : Reform deal news helps EUAs recover ground lost after abysmal auction « Carbon Pulse,2017-02-28,,carbon-pulse.com,English,France,1,11,eu_ets_strong;eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""The reform deal signals renewed market confidence and likely boosts demand for EUAs, supporting short-term price recovery."", ""The reform deal signals renewed market confidence and likely boosts demand for EUAs, supporting short-term price recovery."", ""The reform deal signals renewed market confidence and likely boosts demand for EUAs, supporting short-term price recovery.""]"
http://www.timesofmalta.com/articles/view/20170228/local/eu-one-step-closer-to-reviewed-emissions-trading-system.641101,,Times of Malta ‒ EU one step closer to reviewed emissions trading system,2017-03-02,https://cdn-attachments.timesofmalta.com/69000c2dd36e157626483b4a13178a321f791210-1488316659-58b5e8f3-620x348.jpg,timesofmalta.com,English,Malta,1,11,eu_ets_strong;eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""A reviewed ETS signals potential policy adjustments that could stabilize or boost carbon prices in the short term."", ""A reviewed ETS signals potential policy adjustments that could stabilize or boost carbon prices in the short term."", ""A reviewed ETS signals potential policy adjustments that could stabilize or boost carbon prices in the short term.""]"
http://atwonline.com/delete/us-house-votes-keep-airlines-out-eu-ets,,US House votes to keep airlines out of EU ETS,2017-03-03,http://atwonline.com/site-files/atwonline.com/files/uploads/2011/10/dneuropeanflag281.jpg,atwonline.com,English,United States,1,8,eu_ets_strong;eu_context,YES,1,"[""YES"", ""YES"", ""YES""]","[""This could boost EU ETS prices as airlines, a major emitter, are excluded, tightening supply and increasing scarcity."", ""This could boost EU ETS prices as airlines, a major emitter, are excluded, tightening supply and increasing scarcity."", ""This could boost EU ETS prices as airlines, a major emitter, are excluded, tightening supply and increasing scarcity.""]"
http://www.independent.co.uk/environment/brexit-latest-news-derail-eu-attempts-climate-change-greenhouse-gas-emissions-meps-ets-a7569896.html,http://www.independent.co.uk/environment/brexit-latest-news-derail-eu-attempts-climate-change-greenhouse-gas-emissions-meps-ets-a7569896.html?amp,"Brexit could  derail  EU attempts to fight climate change and reduce greenhouse gas emissions , say MEPs",2017-03-05,https://static.independent.co.uk/s3fs-public/thumbnails/image/2016/09/26/11/power-station-coal.jpg,independent.co.uk,English,United Kingdom,1,5,eu_context;carbon_terms=2;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""Brexit-related political uncertainty may weaken EU ETS demand, but short-term price volatility is more likely than sustained decline."", ""Brexit-related political uncertainty may weaken EU ETS demand, but short-term price volatility is more likely than sustained decline."", ""Brexit-related political uncertainty may weaken EU ETS demand, but short-term price volatility is more likely than sustained decline.""]"
http://carbon-pulse.com/31438/,,EU states have completed 70 % of their 2017 EUA allocations,2017-03-06,,carbon-pulse.com,English,France,1,8,eu_ets_strong;eu_context,YES,1,"[""YES"", ""YES"", ""YES""]","[""This signals a significant reduction in supply, which can drive up carbon prices in the short term."", ""This signals a significant reduction in supply, which can drive up carbon prices in the short term."", ""This signals a significant reduction in supply, which can drive up carbon prices in the short term.""]"
http://www.ship-technology.com/features/featureshipping-emissions-eu-vs-imo-5753670/,,Shipping emissions : EU vs IMO ? ,2017-03-07,http://www.ship-technology.com/Uploads/NewsArticle/5753670/main.jpg,ship-technology.com,English,United States,1,4,eu_context;carbon_terms=2,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline\u2019s ambiguity about EU vs IMO shipping emissions policies introduces uncertainty regarding regulatory alignment and market dynamics for the EU ETS."", ""The headline\u2019s ambiguity about EU vs IMO shipping emissions policies introduces uncertainty regarding regulatory alignment and market dynamics for the EU ETS."", ""The headline\u2019s ambiguity about EU vs IMO shipping emissions policies introduces uncertainty regarding regulatory alignment and market dynamics for the EU ETS.""]"
http://carbon-pulse.com/31637/,,"Luxembourg can reclaim ArcelorMittal ’ s unused carbon allowances , top EU court rules « Carbon Pulse",2017-03-08,,carbon-pulse.com,English,France,1,5,eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""This ruling increases the availability of unused allowances, potentially lowering carbon prices in the short term."", ""This ruling increases the availability of unused allowances, potentially lowering carbon prices in the short term."", ""This ruling increases the availability of unused allowances, potentially lowering carbon prices in the short term.""]"
http://www.4-traders.com/news/EEX-Auction-News-EU-Auction--24011419/,http://www.4-traders.com/amp/news/EEX-Auction-News-EU-Auction--24011419/,EEX Auction News : EU Auction,2017-03-09,,4-traders.com,English,United States,1,9,eu_ets_strong;eu_context;carbon_terms=1,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices."", ""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices."", ""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices.""]"
http://carbon-pulse.com/31756/,,Preliminary 2016 EU ETS emissions data to be published Apr . 3 « Carbon Pulse,2017-03-10,,carbon-pulse.com,English,France,1,11,eu_ets_strong;eu_context;carbon_terms=3,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The release of preliminary emissions data may influence market expectations but does not yet indicate a clear short-term price movement."", ""The release of preliminary emissions data may influence market expectations but does not yet indicate a clear short-term price movement."", ""The release of preliminary emissions data may influence market expectations but does not yet indicate a clear short-term price movement.""]"
http://in-cyprus.com/price-of-cyprus-electricity-set-to-rise-by-15-in-2020/,,Price of Cyprus electricity set to rise by 15 % in 2020 – in,2017-03-13,http://in-cyprus.com/wp-content/uploads/2017/03/energy-1.jpg,in-cyprus.com,English,Cyprus,1,2,carbon_terms=1;energy_driver,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""Cyprus\u2019s electricity price increase may reflect local market dynamics, not necessarily a direct signal for EU ETS pricing."", ""Cyprus\u2019s electricity price increase may reflect local market dynamics, not necessarily a direct signal for EU ETS pricing."", ""Cyprus\u2019s electricity price increase may reflect local market dynamics, not necessarily a direct signal for EU ETS pricing.""]"
https://www.environmental-finance.com/content/analysis/low-prices-but-high-hopes-for-the-voluntary-carbon-market.html,,"Low prices , but high hopes for the voluntary carbon market",2017-03-14,,environmental-finance.com,English,United States,1,3,carbon_terms=3,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline suggests a weak EU ETS price but signals potential growth in the voluntary market, which may indirectly affect ETS dynamics but doesn\u2019t clearly indicate short-term direction."", ""The headline suggests a weak EU ETS price but signals potential growth in the voluntary market, which may indirectly affect ETS dynamics but doesn\u2019t clearly indicate short-term direction."", ""The headline suggests a weak EU ETS price but signals potential growth in the voluntary market, which may indirectly affect ETS dynamics but doesn\u2019t clearly indicate short-term direction.""]"
http://www.ftseglobalmarkets.com/news/eex-to-stay-with-polish-emissions-auctions.html,,EEX to stay with Polish emissions auctions,2017-03-15,http://www.ftseglobalmarkets.com/,ftseglobalmarkets.com,English,China,1,10,eu_ets_strong;carbon_terms=4,YES,1,"[""YES"", ""YES"", ""YES""]","[""The continuation of Polish emissions auctions under EEX suggests stable, predictable pricing that supports market confidence and may anchor EU ETS carbon prices."", ""The continuation of Polish emissions auctions under EEX suggests stable, predictable pricing that supports market confidence and may anchor EU ETS carbon prices."", ""The continuation of Polish emissions auctions under EEX suggests stable, predictable pricing that supports market confidence and may anchor EU ETS carbon prices.""]"
http://www.euractiv.com/section/electricity/news/v4-energy-security-the-land-of-nuclear-and-coal/,,V4 energy security : The land of nuclear and coal – EURACTIV . com,2017-03-16,http://www.euractiv.com/wp-content/uploads/sites/2/2017/01/paks.jpg,euractiv.com,English,Germany,1,3,eu_context;energy_driver,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline suggests a focus on energy security through nuclear and coal, which may imply policy shifts that could affect carbon pricing volatility, but no direct price impact is indicated."", ""The headline suggests a focus on energy security through nuclear and coal, which may imply policy shifts that could affect carbon pricing volatility, but no direct price impact is indicated."", ""The headline suggests a focus on energy security through nuclear and coal, which may imply policy shifts that could affect carbon pricing volatility, but no direct price impact is indicated.""]"
http://www.lexology.com/library/detail.aspx?g=3e74e87b-672a-4119-8f76-eb675cff91ce,,European Commission proposes extending aviation emissions cap exemption,2017-03-17,,lexology.com,English,United States,1,4,eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""Extending the aviation emissions cap exemption reduces regulatory pressure on airlines, potentially lowering carbon price expectations in the short term."", ""Extending the aviation emissions cap exemption reduces regulatory pressure on airlines, potentially lowering carbon price expectations in the short term."", ""Extending the aviation emissions cap exemption reduces regulatory pressure on airlines, potentially lowering carbon price expectations in the short term.""]"
http://klimapolitik.com.mx/germany-to-push-for-carbon-price-at-g20/,,Germany to push for carbon price at G20,2017-03-18,http://klimapolitik.com.mx/wp-content/uploads/2017/03/Germany-1.jpg,klimapolitik.com.mx,English,Mexico,1,2,carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""Germany\u2019s push for a higher carbon price at G20 signals stronger policy momentum that could boost EU ETS prices."", ""Germany\u2019s push for a higher carbon price at G20 signals stronger policy momentum that could boost EU ETS prices."", ""Germany\u2019s push for a higher carbon price at G20 signals stronger policy momentum that could boost EU ETS prices.""]"
http://www.euractiv.com/section/economy-jobs/opinion/how-erasmus-could-benefit-refugees/,,How Erasmus+ could benefit refugees – EURACTIV . com,2017-03-20,http://www.euractiv.com/wp-content/uploads/sites/2/2017/03/8481969648_11c10690ea_o.jpg,euractiv.com,English,Germany,1,2,eu_context,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline discusses Erasmus+ and refugees, which is unrelated to EU ETS carbon pricing dynamics."", ""The headline discusses Erasmus+ and refugees, which is unrelated to EU ETS carbon pricing dynamics."", ""The headline discusses Erasmus+ and refugees, which is unrelated to EU ETS carbon pricing dynamics.""]"
http://carbon-pulse.com/32213/,,EU Market : EUAs dip to 1,2017-03-21,,carbon-pulse.com,English,France,1,9,eu_ets_strong;eu_context;carbon_terms=1,NO,-1,"[""NO"", ""NO"", ""NO""]","[""A dip in EUA prices to 1 indicates declining market demand or reduced carbon pricing, signaling short-term weakness in the EU ETS."", ""A dip in EUA prices to 1 indicates declining market demand or reduced carbon pricing, signaling short-term weakness in the EU ETS."", ""A dip in EUA prices to 1 indicates declining market demand or reduced carbon pricing, signaling short-term weakness in the EU ETS.""]"
http://sciencebusiness.net/news/80196/New-momentum-for-the-European-Research-Area,,New momentum for the European Research Area,2017-03-23,http://www.sciencebusiness.net/Assets/0bcbaddf-07eb-422d-8228-74466e83ab45.jpg?&mode=crop,sciencebusiness.net,English,United Kingdom,1,2,eu_context,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The European Research Area\u2019s expansion may indirectly support long-term carbon pricing via innovation, but short-term ETS price impact is unclear."", ""The European Research Area\u2019s expansion may indirectly support long-term carbon pricing via innovation, but short-term ETS price impact is unclear."", ""The European Research Area\u2019s expansion may indirectly support long-term carbon pricing via innovation, but short-term ETS price impact is unclear.""]"
http://carbon-pulse.com/32376/,,"EU Market : EUAs , CERs plummet to notch 7 % weekly fall « Carbon Pulse",2017-03-24,,carbon-pulse.com,English,France,1,10,eu_ets_strong;eu_context;carbon_terms=2,NO,-1,"[""NO"", ""NO"", ""NO""]","[""A 7% weekly drop in EUA and CER prices signals weakening demand or market pessimism, likely pressuring short-term carbon prices."", ""A 7% weekly drop in EUA and CER prices signals weakening demand or market pessimism, likely pressuring short-term carbon prices."", ""A 7% weekly drop in EUA and CER prices signals weakening demand or market pessimism, likely pressuring short-term carbon prices.""]"
